Subtotal Area	HOWIE HAWKINS	GLORIA LA RIVA	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 7869 - None	0	0	0	0	0	0	0	0	0
Precinct 7869 - None	0	0	0	0	0	0	0	0	0
Precinct 7869	0	0	0	0	0	0	0	0	0
Precinct 7871 - None	0	1	1	1	0	0	0	1	0
Precinct 7871 - None	0	0	-1	0	0	0	0	0	0
Precinct 7871	0	1	0	1	0	0	0	1	0
Precinct 7872 - None	0	0	4	1	0	0	1	0	0
Precinct 7872 - None	0	0	2	2	0	0	2	0	0
Precinct 7872	0	0	6	3	0	0	3	0	0
Precinct 7873 - None	0	1	3	2	0	0	1	1	0
Precinct 7873 - None	0	0	0	0	0	0	0	0	0
Precinct 7873	0	1	3	2	0	0	1	1	0
Precinct 7874 - None	1	0	1	1	0	0	0	1	0
Precinct 7874 - None	0	0	1	0	0	0	0	0	0
Precinct 7874	1	0	2	1	0	0	0	1	0
Precinct 7875 - None	0	0	0	0	0	0	0	0	0
Precinct 7875 - None	0	0	0	0	0	0	0	0	0
Precinct 7875	0	0	0	0	0	0	0	0	0
Precinct 7876 - None	0	0	1	0	0	0	0	0	0
Precinct 7876 - None	0	0	0	0	0	0	0	0	0
Precinct 7876	0	0	1	0	0	0	0	0	0
Precinct 7901 - None	0	0	2	0	0	0	0	0	0
Precinct 7901 - None	0	0	0	0	0	0	0	0	0
Precinct 7901	0	0	2	0	0	0	0	0	0
Precinct 7902 - None	0	3	7	5	0	0	2	3	0
Precinct 7902 - None	0	0	2	0	0	0	0	0	0
Precinct 7902	0	3	9	5	0	0	2	3	0
Precinct 7903 - None	0	0	5	0	0	0	0	0	0
Precinct 7903 - None	0	1	3	1	0	0	0	1	0
Precinct 7903	0	1	8	1	0	0	0	1	0
Precinct 7904 - None	1	0	3	1	0	0	0	1	0
Precinct 7904 - None	0	1	3	1	0	0	0	1	0
Precinct 7904	1	1	6	2	0	0	0	2	0
Precinct 7905 - None	0	0	3	0	0	0	0	0	0
Precinct 7905 - None	0	0	0	0	0	0	0	0	0
Precinct 7905	0	0	3	0	0	0	0	0	0
Precinct 7906 - None	0	0	3	0	0	0	0	0	0
Precinct 7906 - None	0	0	2	0	0	0	0	0	0
Precinct 7906	0	0	5	0	0	0	0	0	0
Precinct 7907 - None	0	0	1	1	0	0	1	0	0
Precinct 7907 - None	0	0	0	0	0	0	0	0	0
Precinct 7907	0	0	1	1	0	0	1	0	0
Precinct 7908 - None	0	0	1	0	0	0	0	0	0
Precinct 7908 - None	0	1	4	1	0	0	0	1	0
Precinct 7908	0	1	5	1	0	0	0	1	0
Precinct 7909 - None	0	0	1	0	0	0	0	0	0
Precinct 7909 - None	0	0	0	0	0	0	0	0	0
Precinct 7909	0	0	1	0	0	0	0	0	0
Precinct 7911 - None	0	0	3	0	0	0	0	0	0
Precinct 7911 - None	0	0	2	0	0	0	0	0	0
Precinct 7911	0	0	5	0	0	0	0	0	0
Precinct 7912 - None	0	1	3	1	0	0	0	1	0
Precinct 7912 - None	0	0	0	1	0	0	1	0	0
Precinct 7912	0	1	3	2	0	0	1	1	0
Precinct 7913 - None	0	0	1	0	0	0	0	0	0
Precinct 7913 - None	0	0	0	0	0	0	0	0	0
Precinct 7913	0	0	1	0	0	0	0	0	0
Precinct 7914 - None	0	0	1	0	0	0	0	0	0
Precinct 7914 - None	0	1	1	1	0	0	0	1	0
Precinct 7914	0	1	2	1	0	0	0	1	0
Precinct 7915 - None	0	0	2	0	0	0	0	0	0
Precinct 7915 - None	0	0	1	0	0	0	0	0	0
Precinct 7915	0	0	3	0	0	0	0	0	0
Precinct 7916 - None	0	1	2	1	0	0	0	1	0
Precinct 7916 - None	0	0	3	0	0	0	0	0	0
Precinct 7916	0	1	5	1	0	0	0	1	0
Precinct 7917 - None	1	0	3	1	0	0	0	1	0
Precinct 7917 - None	0	0	1	0	0	0	0	0	0
Precinct 7917	1	0	4	1	0	0	0	1	0
Precinct 7918 - None	0	0	4	1	0	0	1	0	0
Precinct 7918 - None	0	0	0	0	0	0	0	0	0
Precinct 7918	0	0	4	1	0	0	1	0	0
Precinct 7919 - None	0	0	3	0	0	0	0	0	0
Precinct 7919 - None	0	0	2	0	0	0	0	0	0
Precinct 7919	0	0	5	0	0	0	0	0	0
Precinct 7921 - None	0	1	3	1	0	0	0	1	0
Precinct 7921 - None	1	0	4	1	0	0	0	1	0
Precinct 7921	1	1	7	2	0	0	0	2	0
Precinct 7922 - None	1	0	1	1	0	0	0	1	0
Precinct 7922 - None	0	2	4	2	0	0	0	2	0
Precinct 7922	1	2	5	3	0	0	0	3	0
Precinct 7923 - None	0	0	4	0	0	0	0	0	0
Precinct 7923 - None	0	1	4	3	0	0	2	1	0
Precinct 7923	0	1	8	3	0	0	2	1	0
Precinct 7924 - None	1	0	4	1	0	0	0	1	0
Precinct 7924 - None	0	0	1	0	0	0	0	0	0
Precinct 7924	1	0	5	1	0	0	0	1	0
Precinct 7925 - None	0	0	0	0	0	0	0	0	0
Precinct 7925 - None	0	0	0	0	0	0	0	0	0
Precinct 7925	0	0	0	0	0	0	0	0	0
Precinct 7926 - None	0	0	6	0	0	0	0	0	0
Precinct 7926 - None	0	0	-1	0	0	0	0	0	0
Precinct 7926	0	0	5	0	0	0	0	0	0
Precinct 7927 - None	0	0	2	1	0	0	1	0	0
Precinct 7927 - None	0	0	-1	0	0	0	0	0	0
Precinct 7927	0	0	1	1	0	0	1	0	0
Precinct 7928 - None	0	0	0	0	0	0	0	0	0
Precinct 7928 - None	0	0	3	1	0	0	1	0	0
Precinct 7928	0	0	3	1	0	0	1	0	0
Precinct 7929 - None	0	0	1	0	0	0	0	0	0
Precinct 7929 - None	0	0	0	0	0	0	0	0	0
Precinct 7929	0	0	1	0	0	0	0	0	0
Precinct 7931 - None	0	0	0	0	0	0	0	0	0
Precinct 7931 - None	0	0	0	0	0	0	0	0	0
Precinct 7931	0	0	0	0	0	0	0	0	0
Precinct 7932 - None	0	1	3	1	0	0	0	1	0
Precinct 7932 - None	0	0	0	0	0	0	0	0	0
Precinct 7932	0	1	3	1	0	0	0	1	0
Precinct 7933 MB - None	0	0	0	0	0	0	0	0	0
Precinct 7933 MB - None	0	0	0	0	0	0	0	0	0
Precinct 7933 MB	0	0	0	0	0	0	0	0	0
Precinct 7934 - None	0	0	4	1	0	0	1	0	0
Precinct 7934 - None	0	2	3	2	0	0	0	2	0
Precinct 7934	0	2	7	3	0	0	1	2	0
Precinct 7935 - None	0	0	1	0	0	0	0	0	0
Precinct 7935 - None	0	0	0	0	0	0	0	0	0
Precinct 7935	0	0	1	0	0	0	0	0	0
Precinct 7936 - None	0	2	2	2	0	0	0	2	0
Precinct 7936 - None	0	1	1	1	0	0	0	1	0
Precinct 7936	0	3	3	3	0	0	0	3	0
Precinct 7937 - None	0	0	2	0	0	0	0	0	0
Precinct 7937 - None	0	0	1	0	0	0	0	0	0
Precinct 7937	0	0	3	0	0	0	0	0	0
Precinct 7938 - None	2	0	6	2	0	0	0	2	0
Precinct 7938 - None	0	0	2	0	0	0	0	0	0
Precinct 7938	2	0	8	2	0	0	0	2	0
Precinct 7939 - None	0	0	1	0	0	0	0	0	0
Precinct 7939 - None	0	0	0	1	0	0	1	0	0
Precinct 7939	0	0	1	1	0	0	1	0	0
Precinct 7941 - None	0	0	0	0	0	0	0	0	0
Precinct 7941 - None	0	0	1	0	0	0	0	0	0
Precinct 7941	0	0	1	0	0	0	0	0	0
Precinct 7942 - None	0	0	0	0	0	0	0	0	0
Precinct 7942 - None	0	0	1	0	0	0	0	0	0
Precinct 7942	0	0	1	0	0	0	0	0	0
Precinct 7943 - None	0	2	3	2	0	0	0	2	0
Precinct 7943 - None	0	1	2	1	0	0	0	1	0
Precinct 7943	0	3	5	3	0	0	0	3	0
Precinct 7944 - None	0	1	4	1	0	0	0	1	0
Precinct 7944 - None	0	0	0	0	0	0	0	0	0
Precinct 7944	0	1	4	1	0	0	0	1	0
Precinct 7945 - None	0	0	2	0	0	0	0	0	0
Precinct 7945 - None	0	0	0	0	0	0	0	0	0
Precinct 7945	0	0	2	0	0	0	0	0	0
Precinct 7946 - None	0	0	2	0	0	0	0	0	0
Precinct 7946 - None	0	0	0	0	0	0	0	0	0
Precinct 7946	0	0	2	0	0	0	0	0	0
Precinct 7947 - None	1	0	4	1	0	0	0	1	0
Precinct 7947 - None	0	1	0	1	0	0	0	1	0
Precinct 7947	1	1	4	2	0	0	0	2	0
Precinct 7948 - None	0	0	2	0	0	0	0	0	0
Precinct 7948 - None	0	0	1	0	0	0	0	0	0
Precinct 7948	0	0	3	0	0	0	0	0	0
Precinct 7949 - None	0	0	2	0	0	0	0	0	0
Precinct 7949 - None	0	0	1	0	0	0	0	0	0
Precinct 7949	0	0	3	0	0	0	0	0	0
Precinct 7951 - None	0	0	3	1	0	0	1	0	0
Precinct 7951 - None	0	0	0	0	0	0	0	0	0
Precinct 7951	0	0	3	1	0	0	1	0	0
Precinct 7952 - None	0	0	7	0	0	0	0	0	0
Precinct 7952 - None	0	0	0	0	0	0	0	0	0
Precinct 7952	0	0	7	0	0	0	0	0	0
Precinct 7953 - None	0	0	1	0	0	0	0	0	0
Precinct 7953 - None	0	0	1	0	0	0	0	0	0
Precinct 7953	0	0	2	0	0	0	0	0	0
Precinct 7954 MB - None	0	0	0	0	0	0	0	0	0
Precinct 7954 MB - None	0	0	0	0	0	0	0	0	0
Precinct 7954 MB	0	0	0	0	0	0	0	0	0
Precinct 7955 - None	0	1	4	1	0	0	0	1	0
Precinct 7955 - None	0	0	2	0	0	0	0	0	0
Precinct 7955	0	1	6	1	0	0	0	1	0
Precinct 7956 - None	1	0	8	3	0	0	2	1	0
Precinct 7956 - None	0	0	2	0	0	0	0	0	0
Precinct 7956	1	0	10	3	0	0	2	1	0
Precinct 7957 - None	2	0	3	3	0	0	1	2	0
Precinct 7957 - None	0	0	1	0	0	0	0	0	0
Precinct 7957	2	0	4	3	0	0	1	2	0
Precinct 7958 MB - None	0	0	3	1	0	0	1	0	0
Precinct 7958 MB - None	0	0	0	0	0	0	0	0	0
Precinct 7958 MB	0	0	3	1	0	0	1	0	0
Precinct 7959 - None	0	0	3	0	0	0	0	0	0
Precinct 7959 - None	0	0	1	0	0	0	0	0	0
Precinct 7959	0	0	4	0	0	0	0	0	0
Precinct 9001 MB - None	0	0	1	0	0	0	0	0	0
Precinct 9001 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9001 MB	0	0	1	0	0	0	0	0	0
Precinct 9101 - None	0	0	1	0	0	0	0	0	0
Precinct 9101 - None	0	0	0	0	0	0	0	0	0
Precinct 9101	0	0	1	0	0	0	0	0	0
Precinct 9102 - None	0	0	0	0	0	0	0	0	0
Precinct 9102 - None	0	0	0	0	0	0	0	0	0
Precinct 9102	0	0	0	0	0	0	0	0	0
Precinct 9103 - None	0	0	1	0	0	0	0	0	0
Precinct 9103 - None	0	0	2	0	0	0	0	0	0
Precinct 9103	0	0	3	0	0	0	0	0	0
Precinct 9104 - None	0	0	1	0	0	0	0	0	0
Precinct 9104 - None	0	0	2	0	0	0	0	0	0
Precinct 9104	0	0	3	0	0	0	0	0	0
Precinct 9105 - None	0	0	0	0	0	0	0	0	0
Precinct 9105 - None	0	0	0	0	0	0	0	0	0
Precinct 9105	0	0	0	0	0	0	0	0	0
Precinct 9106 - None	0	0	0	0	0	0	0	0	0
Precinct 9106 - None	0	0	0	0	0	0	0	0	0
Precinct 9106	0	0	0	0	0	0	0	0	0
Precinct 9107 - None	0	0	2	0	0	0	0	0	0
Precinct 9107 - None	0	1	2	1	0	0	0	1	0
Precinct 9107	0	1	4	1	0	0	0	1	0
Precinct 9108 - None	0	0	3	0	0	0	0	0	0
Precinct 9108 - None	0	0	0	0	0	0	0	0	0
Precinct 9108	0	0	3	0	0	0	0	0	0
Precinct 9109 - None	0	0	0	0	0	0	0	0	0
Precinct 9109 - None	0	0	0	0	0	0	0	0	0
Precinct 9109	0	0	0	0	0	0	0	0	0
Precinct 9111 - None	0	0	1	0	0	0	0	0	0
Precinct 9111 - None	0	0	0	0	0	0	0	0	0
Precinct 9111	0	0	1	0	0	0	0	0	0
Precinct 9112 - None	0	0	1	0	0	0	0	0	0
Precinct 9112 - None	0	0	1	0	0	0	0	0	0
Precinct 9112	0	0	2	0	0	0	0	0	0
Precinct 9113 - None	0	0	2	0	0	0	0	0	0
Precinct 9113 - None	0	0	0	0	0	0	0	0	0
Precinct 9113	0	0	2	0	0	0	0	0	0
Precinct 9114 - None	0	0	4	1	0	0	1	0	0
Precinct 9114 - None	0	0	-1	0	0	0	0	0	0
Precinct 9114	0	0	3	1	0	0	1	0	0
Precinct 9115 - None	0	0	2	1	0	0	1	0	0
Precinct 9115 - None	0	0	0	0	0	0	0	0	0
Precinct 9115	0	0	2	1	0	0	1	0	0
Precinct 9116 - None	0	0	0	0	0	0	0	0	0
Precinct 9116 - None	0	1	1	1	0	0	0	1	0
Precinct 9116	0	1	1	1	0	0	0	1	0
Precinct 9117 - None	0	0	0	0	0	0	0	0	0
Precinct 9117 - None	0	0	0	0	0	0	0	0	0
Precinct 9117	0	0	0	0	0	0	0	0	0
Precinct 9118 - None	0	0	3	0	0	0	0	0	0
Precinct 9118 - None	0	0	1	0	0	0	0	0	0
Precinct 9118	0	0	4	0	0	0	0	0	0
Precinct 9119 - None	0	0	4	0	0	0	0	0	0
Precinct 9119 - None	0	0	-2	0	0	0	0	0	0
Precinct 9119	0	0	2	0	0	0	0	0	0
Precinct 9121 - None	0	0	2	1	0	0	1	0	0
Precinct 9121 - None	0	0	1	0	0	0	0	0	0
Precinct 9121	0	0	3	1	0	0	1	0	0
Precinct 9122 - None	0	0	0	0	0	0	0	0	0
Precinct 9122 - None	0	0	0	0	0	0	0	0	0
Precinct 9122	0	0	0	0	0	0	0	0	0
Precinct 9123 - None	0	0	3	0	0	0	0	0	0
Precinct 9123 - None	0	0	-1	0	0	0	0	0	0
Precinct 9123	0	0	2	0	0	0	0	0	0
Precinct 9124 - None	0	0	2	0	0	0	0	0	0
Precinct 9124 - None	0	0	0	0	0	0	0	0	0
Precinct 9124	0	0	2	0	0	0	0	0	0
Precinct 9125 - None	0	0	0	0	0	0	0	0	0
Precinct 9125 - None	0	0	0	0	0	0	0	0	0
Precinct 9125	0	0	0	0	0	0	0	0	0
Precinct 9126 - None	0	0	1	0	0	0	0	0	0
Precinct 9126 - None	1	0	2	1	0	0	0	1	0
Precinct 9126	1	0	3	1	0	0	0	1	0
Precinct 9127 - None	0	0	1	0	0	0	0	0	0
Precinct 9127 - None	0	0	0	0	0	0	0	0	0
Precinct 9127	0	0	1	0	0	0	0	0	0
Precinct 9128 - None	0	0	0	0	0	0	0	0	0
Precinct 9128 - None	0	0	1	0	0	0	0	0	0
Precinct 9128	0	0	1	0	0	0	0	0	0
Precinct 9129 - None	0	2	4	2	0	0	0	2	0
Precinct 9129 - None	1	0	0	1	0	0	0	1	0
Precinct 9129	1	2	4	3	0	0	0	3	0
Precinct 9131 - None	0	0	1	0	0	0	0	0	0
Precinct 9131 - None	0	0	0	0	0	0	0	0	0
Precinct 9131	0	0	1	0	0	0	0	0	0
Precinct 9132 - None	0	0	2	0	0	0	0	0	0
Precinct 9132 - None	0	0	1	0	0	0	0	0	0
Precinct 9132	0	0	3	0	0	0	0	0	0
Precinct 9133 - None	2	0	4	2	0	0	0	2	0
Precinct 9133 - None	0	0	0	0	0	0	0	0	0
Precinct 9133	2	0	4	2	0	0	0	2	0
Precinct 9134 - None	0	0	0	0	0	0	0	0	0
Precinct 9134 - None	0	0	0	0	0	0	0	0	0
Precinct 9134	0	0	0	0	0	0	0	0	0
Precinct 9135 - None	0	0	1	0	0	0	0	0	0
Precinct 9135 - None	0	0	0	0	0	0	0	0	0
Precinct 9135	0	0	1	0	0	0	0	0	0
Precinct 9136 - None	0	1	3	1	0	0	0	1	0
Precinct 9136 - None	0	0	0	0	0	0	0	0	0
Precinct 9136	0	1	3	1	0	0	0	1	0
Precinct 9137 - None	0	0	2	0	0	0	0	0	0
Precinct 9137 - None	0	0	0	0	0	0	0	0	0
Precinct 9137	0	0	2	0	0	0	0	0	0
Precinct 9138 - None	0	1	3	1	0	0	0	1	0
Precinct 9138 - None	0	0	0	0	0	0	0	0	0
Precinct 9138	0	1	3	1	0	0	0	1	0
Precinct 9139 - None	0	0	1	0	0	0	0	0	0
Precinct 9139 - None	0	0	0	0	0	0	0	0	0
Precinct 9139	0	0	1	0	0	0	0	0	0
Precinct 9141 - None	0	0	0	0	0	0	0	0	0
Precinct 9141 - None	0	0	1	0	0	0	0	0	0
Precinct 9141	0	0	1	0	0	0	0	0	0
Precinct 9142 - None	0	0	2	0	0	0	0	0	0
Precinct 9142 - None	0	0	3	0	0	0	0	0	0
Precinct 9142	0	0	5	0	0	0	0	0	0
Precinct 9143 - None	0	1	1	1	0	0	0	1	0
Precinct 9143 - None	0	0	1	0	0	0	0	0	0
Precinct 9143	0	1	2	1	0	0	0	1	0
Precinct 9144 - None	0	0	2	0	0	0	0	0	0
Precinct 9144 - None	0	0	1	0	0	0	0	0	0
Precinct 9144	0	0	3	0	0	0	0	0	0
Precinct 9145 - None	0	1	2	1	0	0	0	1	0
Precinct 9145 - None	0	0	0	0	0	0	0	0	0
Precinct 9145	0	1	2	1	0	0	0	1	0
Precinct 9146 - None	0	0	2	0	0	0	0	0	0
Precinct 9146 - None	0	0	1	0	0	0	0	0	0
Precinct 9146	0	0	3	0	0	0	0	0	0
Precinct 9147 - None	1	0	2	1	0	0	0	1	0
Precinct 9147 - None	0	0	3	0	0	0	0	0	0
Precinct 9147	1	0	5	1	0	0	0	1	0
Precinct 9148 - None	1	0	2	1	0	0	0	1	0
Precinct 9148 - None	0	0	1	0	0	0	0	0	0
Precinct 9148	1	0	3	1	0	0	0	1	0
Precinct 9149 - None	0	0	1	0	0	0	0	0	0
Precinct 9149 - None	0	0	2	0	0	0	0	0	0
Precinct 9149	0	0	3	0	0	0	0	0	0
Precinct 9151 - None	0	0	2	0	0	0	0	0	0
Precinct 9151 - None	0	0	2	0	0	0	0	0	0
Precinct 9151	0	0	4	0	0	0	0	0	0
Precinct 9152 - None	0	1	1	1	0	0	0	1	0
Precinct 9152 - None	0	0	0	0	0	0	0	0	0
Precinct 9152	0	1	1	1	0	0	0	1	0
Precinct 9201 - None	0	0	3	2	0	0	2	0	0
Precinct 9201 - None	0	0	1	0	0	0	0	0	0
Precinct 9201	0	0	4	2	0	0	2	0	0
Precinct 9202 - None	0	0	1	0	0	0	0	0	0
Precinct 9202 - None	0	0	0	0	0	0	0	0	0
Precinct 9202	0	0	1	0	0	0	0	0	0
Precinct 9203 - None	0	0	2	0	0	0	0	0	0
Precinct 9203 - None	0	0	0	0	0	0	0	0	0
Precinct 9203	0	0	2	0	0	0	0	0	0
Precinct 9204 - None	0	0	1	0	0	0	0	0	0
Precinct 9204 - None	0	0	0	0	0	0	0	0	0
Precinct 9204	0	0	1	0	0	0	0	0	0
Precinct 9205 - None	0	0	0	0	0	0	0	0	0
Precinct 9205 - None	0	0	0	0	0	0	0	0	0
Precinct 9205	0	0	0	0	0	0	0	0	0
Precinct 9206 - None	0	0	0	0	0	0	0	0	0
Precinct 9206 - None	0	0	0	0	0	0	0	0	0
Precinct 9206	0	0	0	0	0	0	0	0	0
Precinct 9207 - None	0	0	0	0	0	0	0	0	0
Precinct 9207 - None	0	0	0	0	0	0	0	0	0
Precinct 9207	0	0	0	0	0	0	0	0	0
Precinct 9208 - None	0	0	0	0	0	0	0	0	0
Precinct 9208 - None	0	0	0	0	0	0	0	0	0
Precinct 9208	0	0	0	0	0	0	0	0	0
Precinct 9209 - None	1	0	1	1	0	0	0	1	0
Precinct 9209 - None	0	0	0	0	0	0	0	0	0
Precinct 9209	1	0	1	1	0	0	0	1	0
Precinct 9211 - None	0	0	0	0	0	0	0	0	0
Precinct 9211 - None	0	0	0	0	0	0	0	0	0
Precinct 9211	0	0	0	0	0	0	0	0	0
Precinct 9212 - None	0	0	0	0	0	0	0	0	0
Precinct 9212 - None	0	0	0	0	0	0	0	0	0
Precinct 9212	0	0	0	0	0	0	0	0	0
Precinct 9213 - None	0	0	0	0	0	0	0	0	0
Precinct 9213 - None	0	0	0	0	0	0	0	0	0
Precinct 9213	0	0	0	0	0	0	0	0	0
Precinct 9214 - None	1	0	1	1	0	0	0	1	0
Precinct 9214 - None	0	0	0	0	0	0	0	0	0
Precinct 9214	1	0	1	1	0	0	0	1	0
Precinct 9215 - None	0	0	0	0	0	0	0	0	0
Precinct 9215 - None	0	0	0	0	0	0	0	0	0
Precinct 9215	0	0	0	0	0	0	0	0	0
Precinct 9216 - None	0	0	0	0	0	0	0	0	0
Precinct 9216 - None	0	0	0	0	0	0	0	0	0
Precinct 9216	0	0	0	0	0	0	0	0	0
Precinct 9217 - None	0	0	0	0	0	0	0	0	0
Precinct 9217 - None	0	0	0	0	0	0	0	0	0
Precinct 9217	0	0	0	0	0	0	0	0	0
Precinct 9218 - None	0	0	1	0	0	0	0	0	0
Precinct 9218 - None	0	0	0	0	0	0	0	0	0
Precinct 9218	0	0	1	0	0	0	0	0	0
Precinct 9219 - None	0	0	0	0	0	0	0	0	0
Precinct 9219 - None	0	0	0	0	0	0	0	0	0
Precinct 9219	0	0	0	0	0	0	0	0	0
Precinct 9221 - None	0	0	0	0	0	0	0	0	0
Precinct 9221 - None	0	0	0	0	0	0	0	0	0
Precinct 9221	0	0	0	0	0	0	0	0	0
Precinct 9222 - None	0	0	0	0	0	0	0	0	0
Precinct 9222 - None	0	0	0	0	0	0	0	0	0
Precinct 9222	0	0	0	0	0	0	0	0	0
Precinct 9223 - None	0	0	0	0	0	0	0	0	0
Precinct 9223 - None	0	0	0	0	0	0	0	0	0
Precinct 9223	0	0	0	0	0	0	0	0	0
Precinct 9224 - None	0	0	0	0	0	0	0	0	0
Precinct 9224 - None	0	0	1	0	0	0	0	0	0
Precinct 9224	0	0	1	0	0	0	0	0	0
Precinct 9225 - None	0	0	0	0	0	0	0	0	0
Precinct 9225 - None	0	0	0	0	0	0	0	0	0
Precinct 9225	0	0	0	0	0	0	0	0	0
Precinct 9226 - None	0	0	0	0	0	0	0	0	0
Precinct 9226 - None	0	0	0	0	0	0	0	0	0
Precinct 9226	0	0	0	0	0	0	0	0	0
Precinct 9227 - None	0	0	0	0	0	0	0	0	0
Precinct 9227 - None	0	1	0	1	0	0	0	1	0
Precinct 9227	0	1	0	1	0	0	0	1	0
Precinct 9228 - None	0	0	0	0	0	0	0	0	0
Precinct 9228 - None	0	0	0	0	0	0	0	0	0
Precinct 9228	0	0	0	0	0	0	0	0	0
Precinct 9229 - None	0	0	0	0	0	0	0	0	0
Precinct 9229 - None	0	0	0	0	0	0	0	0	0
Precinct 9229	0	0	0	0	0	0	0	0	0
Precinct 9231 - None	0	2	3	2	0	0	0	2	0
Precinct 9231 - None	0	0	0	1	0	0	1	0	0
Precinct 9231	0	2	3	3	0	0	1	2	0
Precinct 9232 - None	0	0	1	0	0	0	0	0	0
Precinct 9232 - None	0	0	0	0	0	0	0	0	0
Precinct 9232	0	0	1	0	0	0	0	0	0
Precinct 9233 - None	0	0	0	0	0	0	0	0	0
Precinct 9233 - None	0	0	0	0	0	0	0	0	0
Precinct 9233	0	0	0	0	0	0	0	0	0
Precinct 9234 - None	0	0	0	0	0	0	0	0	0
Precinct 9234 - None	0	0	0	0	0	0	0	0	0
Precinct 9234	0	0	0	0	0	0	0	0	0
Precinct 9235 - None	0	0	0	0	0	0	0	0	0
Precinct 9235 - None	0	0	0	0	0	0	0	0	0
Precinct 9235	0	0	0	0	0	0	0	0	0
Precinct 9236 - None	0	1	1	1	0	0	0	1	0
Precinct 9236 - None	0	0	0	0	0	0	0	0	0
Precinct 9236	0	1	1	1	0	0	0	1	0
Precinct 9237 - None	0	0	1	1	0	0	1	0	0
Precinct 9237 - None	0	0	0	0	0	0	0	0	0
Precinct 9237	0	0	1	1	0	0	1	0	0
Precinct 9238 - None	0	0	0	0	0	0	0	0	0
Precinct 9238 - None	0	0	0	0	0	0	0	0	0
Precinct 9238	0	0	0	0	0	0	0	0	0
Precinct 9239 - None	0	0	0	0	0	0	0	0	0
Precinct 9239 - None	0	0	0	0	0	0	0	0	0
Precinct 9239	0	0	0	0	0	0	0	0	0
Precinct 9241 - None	0	0	1	0	0	0	0	0	0
Precinct 9241 - None	0	0	-1	0	0	0	0	0	0
Precinct 9241	0	0	0	0	0	0	0	0	0
Precinct 9242 - None	0	0	0	0	0	0	0	0	0
Precinct 9242 - None	0	0	0	0	0	0	0	0	0
Precinct 9242	0	0	0	0	0	0	0	0	0
Precinct 9243 - None	0	0	0	0	0	0	0	0	0
Precinct 9243 - None	0	0	0	0	0	0	0	0	0
Precinct 9243	0	0	0	0	0	0	0	0	0
Precinct 9244 - None	1	0	1	1	0	0	0	1	0
Precinct 9244 - None	0	0	0	0	0	0	0	0	0
Precinct 9244	1	0	1	1	0	0	0	1	0
Precinct 9245 - None	0	1	1	1	0	0	0	1	0
Precinct 9245 - None	0	0	0	0	0	0	0	0	0
Precinct 9245	0	1	1	1	0	0	0	1	0
Precinct 9246 - None	0	0	0	0	0	0	0	0	0
Precinct 9246 - None	0	0	0	0	0	0	0	0	0
Precinct 9246	0	0	0	0	0	0	0	0	0
Precinct 9247 - None	0	0	0	0	0	0	0	0	0
Precinct 9247 - None	0	0	1	0	0	0	0	0	0
Precinct 9247	0	0	1	0	0	0	0	0	0
Precinct 9248 - None	0	1	1	1	0	0	0	1	0
Precinct 9248 - None	0	0	0	0	0	0	0	0	0
Precinct 9248	0	1	1	1	0	0	0	1	0
Precinct 9249 - None	0	0	1	0	0	0	0	0	0
Precinct 9249 - None	0	0	0	0	0	0	0	0	0
Precinct 9249	0	0	1	0	0	0	0	0	0
Precinct 9251 - None	0	0	2	0	0	0	0	0	0
Precinct 9251 - None	0	0	-1	0	0	0	0	0	0
Precinct 9251	0	0	1	0	0	0	0	0	0
Precinct 9252 - None	0	0	0	0	0	0	0	0	0
Precinct 9252 - None	0	0	1	0	0	0	0	0	0
Precinct 9252	0	0	1	0	0	0	0	0	0
Precinct 9253 - None	0	0	0	0	0	0	0	0	0
Precinct 9253 - None	0	0	2	1	0	0	1	0	0
Precinct 9253	0	0	2	1	0	0	1	0	0
Precinct 9254 - None	0	0	0	0	0	0	0	0	0
Precinct 9254 - None	0	0	0	0	0	0	0	0	0
Precinct 9254	0	0	0	0	0	0	0	0	0
Precinct 9255 - None	0	0	0	0	0	0	0	0	0
Precinct 9255 - None	0	0	0	0	0	0	0	0	0
Precinct 9255	0	0	0	0	0	0	0	0	0
Precinct 9256 - None	0	0	0	0	0	0	0	0	0
Precinct 9256 - None	0	0	0	0	0	0	0	0	0
Precinct 9256	0	0	0	0	0	0	0	0	0
Precinct 9257 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9257 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9257 MB	0	0	0	0	0	0	0	0	0
Precinct 9258 - None	0	0	0	0	0	0	0	0	0
Precinct 9258 - None	0	0	0	1	0	0	1	0	0
Precinct 9258	0	0	0	1	0	0	1	0	0
Precinct 9401 - None	0	0	3	0	0	0	0	0	0
Precinct 9401 - None	0	1	0	1	0	0	0	1	0
Precinct 9401	0	1	3	1	0	0	0	1	0
Precinct 9402 - None	0	0	2	0	0	0	0	0	0
Precinct 9402 - None	0	0	-1	0	0	0	0	0	0
Precinct 9402	0	0	1	0	0	0	0	0	0
Precinct 9403 - None	0	0	2	0	0	0	0	0	0
Precinct 9403 - None	1	0	1	1	0	0	0	1	0
Precinct 9403	1	0	3	1	0	0	0	1	0
