Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 7041 MB - Vote By Mail	13	11	60	24	0	0	0	24
Precinct 7042 - Election Day	35	31	632	75	0	0	9	66
Precinct 7042 - Vote By Mail	78	82	632	191	2	0	29	160
Precinct 7043 - Election Day	46	30	915	97	1	0	20	76
Precinct 7043 - Vote By Mail	116	132	915	282	2	0	32	248
Precinct 7044 - Election Day	29	39	805	86	-1	0	19	68
Precinct 7044 - Vote By Mail	47	64	805	125	-1	0	15	111
Precinct 7045 - Election Day	35	42	763	87	-1	0	11	77
Precinct 7045 - Vote By Mail	129	125	763	282	1	0	27	254
Precinct 7046 - Election Day	26	24	385	54	0	0	4	50
Precinct 7046 - Vote By Mail	51	69	385	136	0	1	15	120
Precinct 7047 - Election Day	24	39	781	68	-1	0	6	63
Precinct 7047 - Vote By Mail	132	139	781	298	1	0	26	271
Precinct 7048 - Election Day	40	43	815	94	0	0	11	83
Precinct 7048 - Vote By Mail	110	102	815	248	-1	0	37	212
Precinct 7049 - Election Day	43	51	751	108	0	0	14	94
Precinct 7049 - Vote By Mail	99	114	751	241	0	0	28	213
Precinct 7051 - Election Day	26	34	839	70	-2	0	12	60
Precinct 7051 - Vote By Mail	133	135	839	302	2	0	32	268
Precinct 7052 - Election Day	48	61	806	120	-1	0	12	109
Precinct 7052 - Vote By Mail	113	138	806	278	2	0	25	251
Precinct 7053 - Election Day	15	23	548	44	0	0	6	38
Precinct 7053 - Vote By Mail	72	111	548	205	1	0	21	183
Precinct 7054 - Election Day	74	56	1,024	141	3	0	8	130
Precinct 7054 - Vote By Mail	115	137	1,024	275	1	0	22	252
Precinct 7055 - Election Day	31	40	699	83	-3	0	15	71
Precinct 7055 - Vote By Mail	113	125	699	256	-1	0	19	238
Precinct 7101 MB - Vote By Mail	29	41	141	83	0	0	13	70
Precinct 7201 - Election Day	32	98	900	147	2	1	14	130
Precinct 7201 - Vote By Mail	126	178	900	333	-1	0	30	304
Precinct 7202 - Election Day	39	87	830	138	0	0	12	126
Precinct 7202 - Vote By Mail	72	167	830	271	0	0	32	239
Precinct 7203 - Election Day	60	94	867	174	-1	0	21	154
Precinct 7203 - Vote By Mail	70	153	867	243	3	0	17	223
Precinct 7204 - Election Day	58	82	888	157	0	0	17	140
Precinct 7204 - Vote By Mail	106	208	888	340	-4	1	29	314
Precinct 7205 - Election Day	67	104	847	183	0	0	12	171
Precinct 7205 - Vote By Mail	98	193	847	309	3	0	15	291
Precinct 7206 - Election Day	31	49	375	88	0	0	8	80
Precinct 7206 - Vote By Mail	36	76	375	124	0	0	12	112
Precinct 7207 - Election Day	40	62	744	119	-1	0	18	102
Precinct 7207 - Vote By Mail	82	123	744	231	0	0	26	205
Precinct 7208 - Election Day	42	25	567	76	0	0	9	67
Precinct 7208 - Vote By Mail	70	111	567	206	0	0	25	181
Precinct 7209 - Election Day	18	42	586	69	0	0	9	60
Precinct 7209 - Vote By Mail	89	211	586	326	1	0	25	300
Precinct 7301 - Election Day	62	66	1,002	150	0	1	21	128
Precinct 7301 - Vote By Mail	124	129	1,002	299	2	1	43	253
Precinct 7302 - Election Day	48	54	806	121	0	0	19	102
Precinct 7302 - Vote By Mail	135	186	806	352	3	0	28	321
Precinct 7303 - Election Day	70	76	986	167	-2	0	23	146
Precinct 7303 - Vote By Mail	113	160	986	318	4	0	41	273
Precinct 7304 - Election Day	67	118	972	203	0	0	18	185
Precinct 7304 - Vote By Mail	110	185	972	330	2	0	33	295
Precinct 7305 - Election Day	67	93	851	171	-1	0	12	160
Precinct 7305 - Vote By Mail	92	186	851	306	1	0	27	278
Precinct 7306 - Election Day	72	84	1,014	179	0	1	22	156
Precinct 7306 - Vote By Mail	107	161	1,014	302	2	0	32	268
Precinct 7307 - Election Day	49	74	726	143	0	0	20	123
Precinct 7307 - Vote By Mail	94	108	726	226	5	0	19	202
Precinct 7308 - Election Day	48	77	598	133	0	0	8	125
Precinct 7308 - Vote By Mail	60	124	598	204	1	0	19	184
Precinct 7309 - Election Day	52	87	826	160	1	0	20	139
Precinct 7309 - Vote By Mail	74	113	826	209	2	0	20	187
Precinct 7311 - Election Day	72	90	901	175	0	0	13	162
Precinct 7311 - Vote By Mail	98	144	901	266	1	0	23	242
Precinct 7312 - Election Day	44	73	810	128	-1	0	12	117
Precinct 7312 - Vote By Mail	75	219	810	332	4	0	34	294
Precinct 7313 - Election Day	59	57	925	135	1	0	18	116
Precinct 7313 - Vote By Mail	104	178	925	315	-1	0	34	282
Precinct 7314 - Election Day	38	33	760	92	0	0	21	71
Precinct 7314 - Vote By Mail	97	67	760	213	0	0	49	164
Precinct 7315 - Election Day	59	46	725	119	0	0	14	105
Precinct 7315 - Vote By Mail	85	79	725	178	2	0	12	164
Precinct 7316 - Election Day	56	51	824	122	0	0	15	107
Precinct 7316 - Vote By Mail	107	125	824	266	0	0	34	232
Precinct 7317 - Election Day	53	54	886	117	0	0	10	107
Precinct 7317 - Vote By Mail	132	179	886	340	2	0	27	311
Precinct 7318 - Election Day	41	61	709	123	0	0	21	102
Precinct 7318 - Vote By Mail	106	107	709	243	-3	0	33	213
Precinct 7319 - Election Day	68	87	1,035	182	0	1	26	155
Precinct 7319 - Vote By Mail	114	147	1,035	296	0	0	35	261
Precinct 7321 - Election Day	52	29	644	100	0	0	19	81
Precinct 7321 - Vote By Mail	74	110	644	211	3	0	24	184
Precinct 7322 - Election Day	26	18	859	60	0	0	16	44
Precinct 7322 - Vote By Mail	113	110	859	304	-4	0	85	223
Precinct 7323 - Election Day	53	78	881	146	2	0	13	131
Precinct 7323 - Vote By Mail	102	145	881	273	0	0	26	247
Precinct 7324 - Election Day	57	54	687	125	0	0	14	111
Precinct 7324 - Vote By Mail	79	98	687	198	-3	0	24	177
Precinct 7325 - Election Day	49	84	870	150	0	0	17	133
Precinct 7325 - Vote By Mail	99	153	870	276	-1	0	25	252
Precinct 7326 - Election Day	65	61	853	150	0	0	24	126
Precinct 7326 - Vote By Mail	106	122	853	256	1	0	27	228
Precinct 7327 - Election Day	30	16	684	62	0	0	16	46
Precinct 7327 - Vote By Mail	119	109	684	277	-3	0	52	228
Precinct 7328 - Election Day	32	21	950	70	0	0	17	53
Precinct 7328 - Vote By Mail	151	129	950	391	-1	1	111	280
Precinct 7329 - Election Day	26	43	610	71	-1	0	3	69
Precinct 7329 - Vote By Mail	64	109	610	205	-1	1	32	173
Precinct 7331 - Election Day	47	70	860	130	0	0	13	117
Precinct 7331 - Vote By Mail	126	199	860	357	-3	1	34	325
Precinct 7332 - Election Day	71	66	799	154	0	0	17	137
Precinct 7332 - Vote By Mail	107	80	799	209	0	0	22	187
Precinct 7333 - Election Day	59	89	974	174	0	0	26	148
Precinct 7333 - Vote By Mail	115	164	974	323	3	0	41	279
Precinct 7334 - Election Day	50	55	854	113	0	0	8	105
Precinct 7334 - Vote By Mail	96	151	854	275	0	0	28	247
Precinct 7335 - Election Day	59	69	936	144	0	0	16	128
Precinct 7335 - Vote By Mail	111	211	936	354	-2	1	33	322
Precinct 7336 - Election Day	65	78	920	155	0	0	12	143
Precinct 7336 - Vote By Mail	106	187	920	324	0	0	31	293
Precinct 7337 - Election Day	45	56	825	115	-1	0	15	101
Precinct 7337 - Vote By Mail	90	177	825	305	2	0	36	267
Precinct 7338 - Election Day	39	40	884	100	1	0	20	79
Precinct 7338 - Vote By Mail	152	138	884	364	-7	0	81	290
Precinct 7339 - Election Day	48	56	618	111	-1	0	8	104
Precinct 7339 - Vote By Mail	89	69	618	181	-1	0	24	158
Precinct 7341 - Election Day	49	62	877	124	-1	0	14	111
Precinct 7341 - Vote By Mail	105	119	877	246	-1	0	23	224
Precinct 7342 - Election Day	97	108	911	234	2	0	27	205
Precinct 7342 - Vote By Mail	96	136	911	251	0	0	19	232
Precinct 7343 - Election Day	82	50	707	144	0	0	12	132
Precinct 7343 - Vote By Mail	83	85	707	186	1	0	17	168
Precinct 7344 - Election Day	80	81	1,039	179	-1	0	19	161
Precinct 7344 - Vote By Mail	158	155	1,039	334	-2	0	23	313
Precinct 7345 - Election Day	90	78	1,077	183	0	0	15	168
Precinct 7345 - Vote By Mail	102	152	1,077	283	2	0	27	254
Precinct 7346 - Election Day	87	57	877	168	1	0	23	144
Precinct 7346 - Vote By Mail	104	98	877	221	-1	0	20	202
Precinct 7347 - Election Day	74	54	968	137	0	0	9	128
Precinct 7347 - Vote By Mail	141	123	968	279	-1	0	16	264
Precinct 7348 - Election Day	68	63	832	139	-1	0	9	131
Precinct 7348 - Vote By Mail	101	73	832	202	3	0	25	174
Precinct 7349 - Election Day	68	65	921	147	-1	0	15	133
Precinct 7349 - Vote By Mail	110	134	921	282	3	0	35	244
Precinct 7501 - Election Day	26	81	554	118	-1	0	12	107
Precinct 7501 - Vote By Mail	41	104	554	168	0	0	23	145
Precinct 7502 - Election Day	53	48	741	113	1	0	11	101
Precinct 7502 - Vote By Mail	102	221	741	349	-8	0	34	323
Precinct 7503 - Election Day	38	75	727	132	0	0	19	113
Precinct 7503 - Vote By Mail	78	123	727	226	-1	0	26	201
Precinct 7504 - Election Day	25	39	484	76	0	0	12	64
Precinct 7504 - Vote By Mail	64	80	484	158	4	0	10	144
Precinct 7505 - Election Day	42	72	871	131	0	0	17	114
Precinct 7505 - Vote By Mail	127	239	871	417	1	1	49	366
Precinct 7506 - Election Day	61	59	920	133	-1	0	14	120
Precinct 7506 - Vote By Mail	86	129	920	252	0	0	37	215
Precinct 7507 - Election Day	68	63	919	158	-2	0	29	131
Precinct 7507 - Vote By Mail	118	107	919	255	4	0	26	225
Precinct 7508 - Election Day	46	48	702	106	0	0	12	94
Precinct 7508 - Vote By Mail	143	151	702	340	-1	0	47	294
Precinct 7509/7511 - Election Day	75	89	909	171	-2	0	9	164
Precinct 7509/7511 - Vote By Mail	141	137	909	319	1	0	40	278
Precinct 7512 - Election Day	31	53	604	96	-1	0	13	84
Precinct 7512 - Vote By Mail	76	97	604	196	3	0	20	173
Precinct 7513 - Election Day	59	65	790	142	-2	0	20	124
Precinct 7513 - Vote By Mail	83	97	790	208	2	0	26	180
Precinct 7514 - Election Day	39	32	863	95	-3	0	27	71
Precinct 7514 - Vote By Mail	92	95	863	235	1	0	47	187
Precinct 7515 - Election Day	63	68	845	150	0	1	18	131
Precinct 7515 - Vote By Mail	104	151	845	289	3	0	31	255
Precinct 7516 - Election Day	58	70	886	145	0	0	17	128
Precinct 7516 - Vote By Mail	142	193	886	378	-3	0	46	335
Precinct 7517 - Election Day	99	105	863	228	-1	0	25	204
Precinct 7517 - Vote By Mail	108	122	863	251	-2	0	23	230
Precinct 7518 - Election Day	99	116	939	235	0	0	20	215
Precinct 7518 - Vote By Mail	118	148	939	298	-1	0	33	266
Precinct 7519 - Election Day	97	67	726	179	0	0	15	164
Precinct 7519 - Vote By Mail	79	89	726	185	0	0	17	168
Precinct 7521 - Election Day	85	100	802	211	1	0	25	185
Precinct 7521 - Vote By Mail	85	102	802	215	-1	0	29	187
Precinct 7522 - Election Day	86	71	743	175	-1	0	19	157
Precinct 7522 - Vote By Mail	99	107	743	240	0	0	34	206
Precinct 7523 - Election Day	113	74	737	208	0	0	21	187
Precinct 7523 - Vote By Mail	85	118	737	223	-3	0	23	203
Precinct 7524 - Election Day	58	66	646	143	3	0	16	124
Precinct 7524 - Vote By Mail	65	81	646	165	2	0	17	146
Precinct 7525 - Election Day	50	73	779	145	-1	0	23	123
Precinct 7525 - Vote By Mail	74	113	779	214	1	0	26	187
Precinct 7526 - Election Day	84	92	947	197	1	0	20	176
Precinct 7526 - Vote By Mail	116	166	947	313	3	2	26	282
Precinct 7527/7528 - Election Day	68	71	729	162	-2	0	25	139
Precinct 7527/7528 - Vote By Mail	95	123	729	237	1	0	18	218
Precinct 7529 - Election Day	107	87	925	214	0	0	20	194
Precinct 7529 - Vote By Mail	116	148	925	300	1	0	35	264
Precinct 7531 - Election Day	78	86	847	179	-1	0	16	164
Precinct 7531 - Vote By Mail	104	127	847	263	2	0	30	231
Precinct 7532 - Election Day	64	88	823	172	1	0	19	152
Precinct 7532 - Vote By Mail	86	120	823	226	1	1	18	206
Precinct 7533 - Election Day	124	126	951	268	-1	0	19	250
Precinct 7533 - Vote By Mail	132	143	951	297	1	0	21	275
Precinct 7534 - Election Day	112	111	883	241	0	0	18	223
Precinct 7534 - Vote By Mail	87	132	883	240	0	0	21	219
Precinct 7535 - Election Day	95	91	743	201	0	0	15	186
Precinct 7535 - Vote By Mail	109	130	743	251	-1	0	13	239
Precinct 7536 - Election Day	82	108	856	206	-1	0	17	190
Precinct 7536 - Vote By Mail	116	143	856	279	-2	0	22	259
Precinct 7537 - Election Day	74	101	734	187	0	0	12	175
Precinct 7537 - Vote By Mail	91	115	734	225	2	0	17	206
Precinct 7538 - Election Day	117	90	757	223	0	0	16	207
Precinct 7538 - Vote By Mail	83	155	757	256	-2	0	20	238
Precinct 7539 - Election Day	125	93	884	250	2	1	29	218
Precinct 7539 - Vote By Mail	121	151	884	286	-3	0	17	272
Precinct 7541 - Election Day	80	107	791	215	0	0	28	187
Precinct 7541 - Vote By Mail	105	114	791	245	0	0	26	219
Precinct 7542 - Election Day	82	89	787	183	-1	0	13	171
Precinct 7542 - Vote By Mail	105	116	787	247	-3	2	27	221
Precinct 7543 - Election Day	73	91	910	187	2	0	21	164
Precinct 7543 - Vote By Mail	120	183	910	332	1	1	27	303
Precinct 7544 - Election Day	74	89	877	186	0	0	23	163
Precinct 7544 - Vote By Mail	131	169	877	331	-2	0	33	300
Precinct 7545 - Election Day	87	77	877	179	0	0	15	164
Precinct 7545 - Vote By Mail	120	153	877	291	-1	0	19	273
Precinct 7546 - Election Day	92	100	913	219	0	0	27	192
Precinct 7546 - Vote By Mail	133	148	913	310	2	0	27	281
Precinct 7547 - Election Day	118	101	987	244	-2	0	27	219
Precinct 7547 - Vote By Mail	133	156	987	322	6	0	27	289
Precinct 7548 - Election Day	111	117	1,054	236	-1	0	9	228
Precinct 7548 - Vote By Mail	122	192	1,054	345	2	0	29	314
Precinct 7549 - Election Day	74	77	785	165	-1	0	15	151
Precinct 7549 - Vote By Mail	98	141	785	281	3	0	39	239
Precinct 7551 - Election Day	73	102	705	199	0	0	24	175
Precinct 7551 - Vote By Mail	87	132	705	240	-2	0	23	219
Precinct 7552 - Election Day	70	105	718	191	0	0	16	175
Precinct 7552 - Vote By Mail	72	133	718	232	-2	0	29	205
Precinct 7553 MB - Vote By Mail	30	45	171	87	0	0	12	75
Precinct 7554 - Election Day	65	100	785	179	-1	0	15	165
Precinct 7554 - Vote By Mail	91	214	785	323	0	0	18	305
Precinct 7555 - Election Day	70	150	847	242	0	0	22	220
Precinct 7555 - Vote By Mail	88	192	847	304	2	0	22	280
Precinct 7556/7557 - Election Day	79	127	961	223	-1	0	18	206
Precinct 7556/7557 - Vote By Mail	111	268	961	422	0	0	43	379
Precinct 7601 - Election Day	68	49	744	128	-4	0	15	117
Precinct 7601 - Vote By Mail	97	66	744	185	6	0	16	163
Precinct 7602 - Election Day	78	51	880	147	0	0	18	129
Precinct 7602 - Vote By Mail	120	98	880	243	-1	0	26	218
Precinct 7603 - Election Day	82	55	826	152	-1	1	15	137
Precinct 7603 - Vote By Mail	104	84	826	215	-1	0	28	188
Precinct 7604 - Election Day	62	54	906	133	0	0	17	116
Precinct 7604 - Vote By Mail	108	98	906	233	0	0	27	206
Precinct 7605 - Election Day	40	26	651	77	0	0	11	66
Precinct 7605 - Vote By Mail	65	63	651	155	1	0	26	128
Precinct 7606 - Election Day	68	40	895	127	2	0	17	108
Precinct 7606 - Vote By Mail	102	96	895	212	1	0	13	198
Precinct 7607 - Election Day	59	50	955	120	0	0	11	109
Precinct 7607 - Vote By Mail	130	118	955	265	-3	0	20	248
Precinct 7608 - Election Day	24	19	388	46	0	0	3	43
Precinct 7608 - Vote By Mail	52	48	388	119	0	0	19	100
Precinct 7609 - Election Day	41	39	916	101	1	0	20	80
Precinct 7609 - Vote By Mail	144	93	916	297	1	0	59	237
Precinct 7611 - Election Day	35	27	756	76	0	0	14	62
Precinct 7611 - Vote By Mail	99	78	756	204	2	0	25	177
Precinct 7612 - Election Day	30	36	574	76	2	0	8	66
Precinct 7612 - Vote By Mail	80	103	574	210	1	0	26	183
Precinct 7613 - Election Day	73	53	887	140	-1	0	15	126
Precinct 7613 - Vote By Mail	102	91	887	215	0	0	22	193
Precinct 7614 - Election Day	59	52	1,015	123	-3	0	15	111
Precinct 7614 - Vote By Mail	110	109	1,015	238	1	0	18	219
Precinct 7615 - Election Day	50	34	832	108	0	0	24	84
Precinct 7615 - Vote By Mail	77	71	832	170	0	0	22	148
Precinct 7616 - Election Day	53	62	951	129	1	0	13	115
Precinct 7616 - Vote By Mail	103	201	951	331	-1	0	28	304
Precinct 7617 - Election Day	36	32	751	84	0	0	16	68
Precinct 7617 - Vote By Mail	93	103	751	223	-2	0	29	196
Precinct 7618 - Election Day	50	57	866	123	0	0	16	107
Precinct 7618 - Vote By Mail	107	130	866	272	2	0	33	237
Precinct 7619 - Election Day	64	73	993	154	-1	0	18	137
Precinct 7619 - Vote By Mail	133	140	993	308	-3	0	38	273
Precinct 7621 - Election Day	83	68	1,132	163	-1	0	13	151
