Subtotal Area	MARK BURNS	CATHLEEN GALGIANI	BARRY CHANG	MALIA COHEN	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
All Precincts	24,445	38,518	22,778	109,076	481,991	253,583	246	358	56,380	196,599	1,782
All Precincts - None	7,168	14,338	6,010	39,755	481,991	89,756	-68	85	21,635	68,104	833
All Precincts - None	17,277	24,180	16,768	69,321	481,991	163,827	314	273	34,745	128,495	949
Precinct 1101 - None	9	11	9	40	544	83	0	0	14	69	0
Precinct 1101 - None	23	23	38	85	544	198	0	0	29	169	0
Precinct 1102 - None	14	26	11	97	964	188	-2	0	41	149	1
Precinct 1102 - None	41	58	28	146	964	337	1	0	61	275	2
Precinct 1103 - None	17	23	12	78	914	163	0	1	26	136	6
Precinct 1103 - None	61	30	50	157	914	348	1	1	46	300	2
Precinct 1104/1105 - None	29	22	10	76	953	167	0	1	29	137	0
Precinct 1104/1105 - None	30	31	43	131	953	292	0	1	52	239	4
Precinct 1106 - None	11	14	10	65	740	113	0	0	13	100	0
Precinct 1106 - None	41	18	41	94	740	231	0	0	37	194	0
Precinct 1107 - None	7	12	9	58	721	101	0	0	13	88	2
Precinct 1107 - None	33	25	28	111	721	240	5	0	37	198	1
Precinct 1108 - None	9	12	14	85	882	156	-1	0	35	122	2
Precinct 1108 - None	25	58	46	156	882	328	3	0	39	286	1
Precinct 1109 - None	10	18	14	63	758	124	0	0	18	106	1
Precinct 1109 - None	36	39	49	95	758	265	0	0	46	219	0
Precinct 1111 - None	8	13	16	68	938	132	-1	0	26	107	2
Precinct 1111 - None	49	42	58	119	938	330	3	1	55	271	3
Precinct 1112 - None	6	9	15	48	702	96	0	1	15	80	2
Precinct 1112 - None	24	17	50	89	702	221	1	0	39	181	1
Precinct 1113 - None	7	7	7	33	701	82	0	0	25	57	3
Precinct 1113 - None	31	30	64	93	701	272	2	1	51	218	0
Precinct 1114 - None	13	24	13	54	915	139	0	0	34	105	1
Precinct 1114 - None	43	35	53	103	915	280	0	0	44	236	2
Precinct 1115 - None	6	12	12	50	835	97	-1	0	16	82	2
Precinct 1115 - None	42	30	48	110	835	279	1	1	47	230	0
Precinct 1116 - None	11	21	5	80	842	141	0	0	23	118	1
Precinct 1116 - None	31	26	48	126	842	275	1	1	41	232	1
Precinct 1117 - None	10	13	8	88	827	138	-3	0	21	120	1
Precinct 1117 - None	29	28	33	115	827	240	1	0	33	206	1
Precinct 1118 - None	13	21	9	90	974	158	0	0	21	137	4
Precinct 1118 - None	40	38	45	156	974	335	0	1	53	281	2
Precinct 1119 - None	6	16	2	51	745	97	0	0	21	76	1
Precinct 1119 - None	40	39	27	130	745	274	0	1	36	237	1
Precinct 1121 - None	16	19	12	41	653	104	-1	0	17	88	0
Precinct 1121 - None	30	41	37	69	653	221	2	0	42	177	0
Precinct 1122 - None	7	9	11	31	607	69	0	0	10	59	1
Precinct 1122 - None	41	15	42	58	607	213	0	1	54	158	2
Precinct 1123 - None	9	13	5	73	876	118	0	0	14	104	4
Precinct 1123 - None	32	23	50	118	876	254	1	1	28	224	1
Precinct 1124 - None	10	13	6	53	773	109	0	0	24	85	3
Precinct 1124 - None	19	23	42	89	773	200	-1	1	26	174	1
Precinct 1125 - None	6	12	7	29	987	80	-1	0	24	57	3
Precinct 1125 - None	51	47	55	131	987	329	-1	2	41	287	3
Precinct 1126 - None	3	14	11	44	900	92	-2	0	19	75	3
Precinct 1126 - None	35	34	73	111	900	292	1	0	37	254	1
Precinct 1127 - None	14	32	18	56	875	141	-1	1	18	123	3
Precinct 1127 - None	48	50	40	96	875	277	1	1	40	235	1
Precinct 1128 - None	16	9	12	49	813	104	0	0	17	87	1
Precinct 1128 - None	43	34	50	86	813	246	0	0	31	215	2
Precinct 1129 - None	12	12	23	49	924	120	0	0	21	99	3
Precinct 1129 - None	43	41	41	115	924	274	2	0	30	242	2
Precinct 1131 - None	12	14	10	34	783	85	0	0	13	72	2
Precinct 1131 - None	45	55	60	86	783	288	1	3	37	247	1
Precinct 1132 - None	5	24	7	52	910	112	0	0	22	90	2
Precinct 1132 - None	51	45	66	110	910	324	0	0	52	272	0
Precinct 1133 - None	10	15	6	44	826	99	0	0	23	76	1
Precinct 1133 - None	36	55	48	98	826	292	-2	0	53	241	4
Precinct 1134 - None	8	21	16	54	727	126	0	0	25	101	2
Precinct 1134 - None	28	37	50	79	727	241	0	0	46	195	1
Precinct 1135 - None	4	15	4	29	511	71	0	0	18	53	1
Precinct 1135 - None	30	42	25	83	511	217	0	0	37	180	0
Precinct 1136 - None	10	16	11	42	807	97	0	0	17	80	1
Precinct 1136 - None	47	49	49	101	807	287	1	0	40	246	0
Precinct 1141 - None	15	21	14	72	998	149	0	0	26	123	1
Precinct 1141 - None	39	59	59	158	998	368	0	1	49	318	3
Precinct 1142 - None	7	21	17	56	822	120	0	0	19	101	0
Precinct 1142 - None	34	37	40	107	822	266	1	0	47	218	0
Precinct 1143 - None	11	22	9	74	989	147	-1	0	30	118	2
Precinct 1143 - None	39	45	40	116	989	311	0	2	66	243	3
Precinct 1144 - None	12	32	9	69	870	148	-1	1	25	123	1
Precinct 1144 - None	46	46	38	85	870	264	-2	0	46	220	5
Precinct 1145 - None	11	26	8	67	879	136	1	0	22	113	1
Precinct 1145 - None	30	56	53	159	879	370	0	0	70	300	2
Precinct 1146 - None	10	23	12	56	971	124	1	0	19	104	3
Precinct 1146 - None	28	67	64	121	971	326	0	3	42	281	1
Precinct 1147 - None	16	14	9	83	853	166	1	0	40	125	3
Precinct 1147 - None	33	49	47	97	853	279	-1	1	52	227	1
Precinct 1148 - None	17	24	9	49	918	121	0	0	22	99	0
Precinct 1148 - None	42	54	75	95	918	314	1	0	47	266	0
Precinct 1149 - None	16	23	13	69	873	148	-2	0	28	122	1
Precinct 1149 - None	38	63	37	104	873	285	0	3	39	243	1
Precinct 1152 - None	18	24	8	50	838	125	-1	0	24	102	2
Precinct 1152 - None	31	48	67	96	838	286	1	1	40	244	2
Precinct 1153 - None	21	30	13	49	909	139	0	0	26	113	0
Precinct 1153 - None	44	60	49	112	909	306	0	1	38	267	2
Precinct 7001 - None	3	18	2	60	735	119	-2	0	38	83	0
Precinct 7001 - None	15	33	15	129	735	266	6	1	66	193	1
Precinct 7002 - None	5	29	8	61	641	132	1	0	28	103	0
Precinct 7002 - None	15	37	9	82	641	173	0	0	28	145	2
Precinct 7003 - None	7	39	9	91	864	188	-1	0	42	147	1
Precinct 7003 - None	30	63	13	150	864	340	1	0	79	260	4
Precinct 7004 - None	12	35	12	70	835	175	-1	0	47	129	0
Precinct 7004 - None	26	47	17	135	835	306	6	1	73	226	1
Precinct 7005 - None	5	42	9	80	812	180	-1	0	44	137	1
Precinct 7005 - None	19	64	10	131	812	295	2	0	66	227	3
Precinct 7006 - None	9	30	14	96	884	213	-1	0	65	149	0
Precinct 7006 - None	15	47	15	132	884	290	1	1	73	215	6
Precinct 7007 - None	8	53	13	124	916	233	-4	0	37	200	2
Precinct 7007 - None	15	72	13	133	916	323	2	0	82	239	6
Precinct 7008 - None	13	43	7	75	861	187	0	0	48	139	1
Precinct 7008 - None	24	63	14	156	861	345	0	0	86	259	2
Precinct 7009 - None	6	27	12	57	864	133	-1	0	30	104	2
Precinct 7009 - None	13	72	26	144	864	312	-2	0	59	255	0
Precinct 7011 - None	4	27	6	66	976	141	0	0	37	104	1
Precinct 7011 - None	10	43	15	88	976	205	1	0	47	157	1
Precinct 7012 - None	22	49	12	97	1,061	224	0	0	43	181	1
Precinct 7012 - None	26	67	28	163	1,061	383	0	0	95	288	4
Precinct 7013 - None	3	28	4	61	805	132	0	0	33	99	3
Precinct 7013 - None	15	51	16	117	805	251	2	1	48	200	1
Precinct 7014 - None	8	42	4	94	1,213	188	-2	1	38	151	3
Precinct 7014 - None	25	63	26	245	1,213	434	-1	0	72	363	4
Precinct 7015 MB - None	2	8	2	15	93	34	0	0	6	28	1
Precinct 7016 - None	5	16	13	56	891	112	2	0	19	91	1
Precinct 7016 - None	13	33	49	81	891	221	2	0	42	177	1
Precinct 7017 - None	2	13	1	43	734	79	0	1	19	59	0
Precinct 7017 - None	5	27	15	100	734	167	1	0	19	147	0
Precinct 7018 - None	10	12	9	45	908	88	-1	0	13	76	0
Precinct 7018 - None	34	45	78	136	908	343	5	3	41	294	1
Precinct 7019 - None	4	19	6	67	864	111	2	0	13	96	0
Precinct 7019 - None	38	57	54	164	864	349	-1	1	36	313	0
Precinct 7021 - None	6	27	6	63	927	129	0	0	24	105	3
Precinct 7021 - None	16	45	27	100	927	220	-1	0	32	189	1
Precinct 7022 - None	9	22	6	105	923	164	-1	3	20	142	0
Precinct 7022 - None	16	35	36	147	923	270	2	0	34	234	0
Precinct 7023 - None	8	21	6	78	906	131	-1	0	19	113	0
Precinct 7023 - None	21	41	32	170	906	301	-3	1	36	267	3
Precinct 7024 - None	0	4	2	24	386	30	0	0	0	30	0
Precinct 7024 - None	5	6	11	22	386	47	1	0	2	44	0
Precinct 7025 - None	7	9	5	38	448	66	1	0	6	59	0
Precinct 7025 - None	4	12	7	40	448	78	2	0	11	65	2
Precinct 7026 - None	3	20	13	43	971	90	-1	0	12	79	0
Precinct 7026 - None	32	42	105	109	971	350	8	1	51	290	2
Precinct 7027 - None	6	22	6	76	845	136	2	0	21	113	3
Precinct 7027 - None	27	50	50	107	845	271	2	0	35	234	0
Precinct 7028 - None	5	19	6	109	835	157	-1	0	19	139	0
Precinct 7028 - None	4	28	27	95	835	180	0	0	23	157	3
Precinct 7029 - None	3	14	8	77	855	115	1	0	12	102	0
Precinct 7029 - None	8	17	23	97	855	166	2	1	16	147	2
Precinct 7030 - None	15	12	21	34	729	94	0	0	12	82	0
Precinct 7030 - None	49	30	68	90	729	277	0	1	38	238	1
Precinct 7031 - None	3	6	5	29	611	50	0	0	7	43	0
Precinct 7031 - None	27	32	45	91	611	224	0	0	28	196	1
Precinct 7032 - None	14	19	8	66	867	126	-2	0	21	107	0
Precinct 7032 - None	22	34	37	110	867	238	1	2	32	203	0
Precinct 7033 - None	12	15	12	77	765	135	0	1	15	119	3
Precinct 7033 - None	11	31	15	99	765	181	0	0	25	156	0
Precinct 7034 - None	6	12	5	58	914	97	0	2	14	81	0
Precinct 7034 - None	4	23	11	100	914	154	-1	0	17	138	0
Precinct 7035 - None	6	11	2	40	553	73	-1	0	15	59	0
Precinct 7035 - None	19	12	8	111	553	170	1	1	18	150	0
Precinct 7036 - None	8	7	5	26	898	52	0	0	6	46	0
Precinct 7036 - None	38	40	57	106	898	265	0	1	22	242	1
Precinct 7037 - None	5	6	5	43	730	73	0	0	14	59	0
Precinct 7037 - None	11	7	8	32	730	64	1	0	5	58	0
Precinct 7038 - None	14	13	4	41	880	84	0	0	11	73	1
Precinct 7038 - None	24	47	53	85	880	255	0	1	44	210	1
Precinct 7039 - None	19	14	12	56	768	111	0	0	10	101	0
Precinct 7039 - None	35	25	53	72	768	225	3	0	37	185	0
Precinct 7041 MB - None	3	1	5	11	60	24	1	0	3	20	0
Precinct 7042 - None	6	11	8	36	632	75	0	0	11	64	3
Precinct 7042 - None	19	29	35	81	632	191	0	0	26	165	1
Precinct 7043 - None	4	9	4	64	915	97	0	0	16	81	0
Precinct 7043 - None	15	46	55	127	915	282	0	1	38	243	0
Precinct 7044 - None	2	5	7	58	805	86	-1	0	14	73	1
Precinct 7044 - None	19	17	16	55	805	125	-1	0	19	107	0
Precinct 7045 - None	13	9	8	40	763	87	0	0	17	70	0
Precinct 7045 - None	35	31	88	67	763	282	1	0	58	223	2
Precinct 7046 - None	5	4	5	32	385	54	0	0	8	46	0
Precinct 7046 - None	19	21	22	57	385	136	-1	0	18	119	0
Precinct 7047 - None	3	9	6	38	781	68	-1	1	12	56	0
Precinct 7047 - None	36	44	71	104	781	298	2	4	36	256	1
Precinct 7048 - None	4	13	8	60	815	94	0	0	8	86	1
Precinct 7048 - None	24	36	50	104	815	248	1	0	29	218	4
Precinct 7049 - None	11	16	25	38	751	108	0	0	17	91	1
Precinct 7049 - None	41	26	57	76	751	241	0	1	40	200	0
Precinct 7051 - None	6	10	9	34	839	70	-1	0	10	61	2
Precinct 7051 - None	51	39	93	80	839	302	2	1	36	263	0
Precinct 7052 - None	10	21	15	57	806	120	-1	0	17	104	1
Precinct 7052 - None	34	30	71	109	806	278	1	0	33	244	0
Precinct 7053 - None	2	2	6	29	548	44	0	0	5	39	0
Precinct 7053 - None	20	28	32	90	548	205	3	0	29	173	3
Precinct 7054 - None	6	12	11	92	1,024	141	0	1	17	123	2
Precinct 7054 - None	17	47	34	139	1,024	275	1	0	31	243	6
Precinct 7055 - None	6	8	6	36	699	83	-1	0	27	57	1
Precinct 7055 - None	19	29	62	99	699	256	2	0	44	210	1
Precinct 7101 MB - None	3	20	4	31	141	83	0	1	24	58	0
Precinct 7201 - None	18	24	4	60	900	147	0	0	40	107	1
Precinct 7201 - None	54	60	15	129	900	333	0	0	73	260	2
Precinct 7202 - None	21	26	10	44	830	138	-1	0	36	103	2
Precinct 7202 - None	58	56	12	94	830	271	-2	2	51	220	0
Precinct 7203 - None	13	31	8	65	867	174	0	0	57	117	0
Precinct 7203 - None	26	41	9	108	867	243	1	0	58	184	0
Precinct 7204 - None	15	30	7	60	888	157	0	0	45	112	0
Precinct 7204 - None	40	70	9	130	888	340	2	2	81	255	6
Precinct 7205 - None	21	38	5	73	847	183	0	0	46	137	0
Precinct 7205 - None	49	69	7	115	847	309	0	1	68	240	0
Precinct 7206 - None	4	26	1	34	375	88	0	0	22	66	1
Precinct 7206 - None	12	28	6	50	375	124	1	0	26	97	1
Precinct 7207 - None	14	20	5	40	744	119	0	0	37	82	3
Precinct 7207 - None	25	35	12	107	744	231	2	0	48	181	2
Precinct 7208 - None	6	15	2	32	567	76	0	0	21	55	0
Precinct 7208 - None	26	48	19	70	567	206	1	0	39	166	3
Precinct 7209 - None	7	11	7	32	586	69	0	0	12	57	0
Precinct 7209 - None	40	55	23	133	586	326	3	0	69	254	3
Precinct 7301 - None	10	36	18	57	1,002	150	0	0	28	122	1
Precinct 7301 - None	41	48	51	93	1,002	299	3	0	63	233	0
Precinct 7302 - None	11	22	12	38	806	121	0	0	38	83	0
Precinct 7302 - None	52	59	53	124	806	352	0	0	63	289	1
Precinct 7303 - None	15	31	10	69	986	167	-1	0	42	126	1
Precinct 7303 - None	32	49	45	111	986	318	1	2	75	240	3
Precinct 7304 - None	16	39	4	86	972	203	1	1	55	146	1
Precinct 7304 - None	35	53	31	124	972	330	0	1	84	245	2
Precinct 7305 - None	24	46	8	51	851	171	0	0	42	129	0
Precinct 7305 - None	42	40	17	136	851	306	-1	2	65	240	5
Precinct 7306 - None	15	29	20	58	1,014	179	0	0	53	126	4
Precinct 7306 - None	32	37	42	110	1,014	302	-2	1	81	222	1
Precinct 7307 - None	11	32	17	57	726	143	0	0	26	117	0
Precinct 7307 - None	25	39	24	83	726	226	2	0	53	171	0
Precinct 7308 - None	17	23	7	51	598	133	0	1	34	98	0
Precinct 7308 - None	24	32	11	89	598	204	-1	0	49	156	0
Precinct 7309 - None	14	27	10	66	826	160	-2	1	43	118	1
Precinct 7309 - None	27	39	5	87	826	209	0	0	50	159	1
Precinct 7311 - None	18	38	2	61	901	175	-1	0	56	120	1
Precinct 7311 - None	24	35	24	118	901	266	0	0	65	201	0
Precinct 7312 - None	18	22	9	45	810	128	0	0	34	94	0
Precinct 7312 - None	43	53	33	112	810	332	3	1	85	243	2
Precinct 7313 - None	4	30	9	47	925	135	0	0	45	90	0
Precinct 7313 - None	39	42	38	126	925	315	-1	0	70	246	1
Precinct 7314 - None	9	12	12	30	760	92	0	1	28	63	0
Precinct 7314 - None	13	33	65	57	760	213	-1	0	45	169	1
Precinct 7315 - None	7	21	16	46	725	119	0	0	28	91	1
Precinct 7315 - None	19	37	35	56	725	178	1	0	29	148	1
Precinct 7316 - None	13	29	7	45	824	122	0	0	28	94	0
Precinct 7316 - None	20	49	45	89	824	266	0	0	61	205	2
Precinct 7317 - None	11	24	10	47	886	117	0	0	25	92	0
Precinct 7317 - None	48	66	33	125	886	340	2	2	64	272	0
Precinct 7318 - None	8	22	10	44	709	123	0	0	39	84	0
Precinct 7318 - None	19	37	66	74	709	243	-2	2	44	199	3
Precinct 7319 - None	18	41	11	67	1,035	182	0	1	43	138	1
Precinct 7319 - None	48	41	30	103	1,035	296	0	0	72	224	2
Precinct 7321 - None	5	21	19	24	644	100	0	1	29	70	1
Precinct 7321 - None	33	46	45	53	644	211	0	0	34	177	0
Precinct 7322 - None	3	6	11	21	859	60	0	0	19	41	0
Precinct 7322 - None	13	40	116	59	859	304	-1	0	77	228	0
Precinct 7323 - None	13	15	17	63	881	146	1	2	34	109	1
Precinct 7323 - None	31	39	37	98	881	273	0	1	65	207	2
Precinct 7324 - None	15	18	10	42	687	125	0	0	38	87	2
Precinct 7324 - None	12	26	43	58	687	198	0	0	57	141	2
Precinct 7325 - None	14	27	11	56	870	150	0	0	42	108	0
Precinct 7325 - None	22	36	45	89	870	276	0	1	81	194	2
Precinct 7326 - None	10	26	25	49	853	150	1	0	38	111	1
Precinct 7326 - None	25	39	52	82	853	256	-1	0	59	198	0
Precinct 7327 - None	6	12	13	14	684	62	0	0	17	45	0
Precinct 7327 - None	28	47	115	42	684	277	1	0	44	232	0
Precinct 7328 - None	7	13	14	19	950	70	0	0	17	53	0
Precinct 7328 - None	35	69	115	77	950	391	0	1	93	297	1
Precinct 7329 - None	16	15	2	25	610	71	-1	0	13	59	1
Precinct 7329 - None	46	27	32	67	610	205	-2	0	35	172	0
Precinct 7331 - None	33	15	5	54	860	130	0	0	23	107	0
Precinct 7331 - None	62	55	21	147	860	357	-1	2	71	285	0
Precinct 7332 - None	6	41	12	60	799	154	0	0	34	120	1
Precinct 7332 - None	23	35	32	78	799	209	0	0	38	171	3
Precinct 7333 - None	13	31	18	67	974	174	1	0	43	130	1
Precinct 7333 - None	35	44	43	110	974	323	0	0	88	235	3
Precinct 7334 - None	10	17	9	35	854	113	0	0	42	71	0
Precinct 7334 - None	27	46	33	109	854	275	-2	0	60	217	2
Precinct 7335 - None	8	32	6	54	936	144	0	0	43	101	1
Precinct 7335 - None	51	66	23	141	936	354	-2	1	73	282	1
Precinct 7336 - None	10	37	6	61	920	155	2	0	38	115	1
Precinct 7336 - None	57	60	17	117	920	324	0	0	73	251	0
Precinct 7337 - None	13	12	17	38	825	115	0	0	35	80	0
Precinct 7337 - None	51	37	35	108	825	305	0	1	72	232	1
Precinct 7338 - None	6	18	15	35	884	100	1	0	25	74	0
Precinct 7338 - None	37	62	101	82	884	364	-3	0	83	284	2
Precinct 7339 - None	10	22	6	41	618	111	-1	0	32	80	1
Precinct 7339 - None	10	30	34	70	618	181	1	1	34	145	1
Precinct 7341 - None	7	28	8	45	877	124	0	1	33	90	2
Precinct 7341 - None	21	42	25	118	877	246	-2	0	42	206	0
Precinct 7342 - None	23	48	17	84	911	234	3	0	57	174	2
Precinct 7342 - None	19	39	13	116	911	251	0	0	64	187	0
Precinct 7343 - None	5	27	9	58	707	144	0	0	45	99	0
Precinct 7343 - None	18	28	13	81	707	186	3	0	43	140	0
Precinct 7344 - None	18	41	12	68	1,039	179	-1	0	40	140	1
Precinct 7344 - None	26	70	30	145	1,039	334	-1	0	62	273	2
Precinct 7345 - None	11	44	14	75	1,077	183	0	0	37	146	2
Precinct 7345 - None	21	45	10	138	1,077	283	2	0	65	216	2
Precinct 7346 - None	12	30	12	69	877	168	1	0	43	124	1
Precinct 7346 - None	17	38	17	94	877	221	-1	1	54	167	1
Precinct 7347 - None	5	35	7	61	968	137	0	0	27	110	2
Precinct 7347 - None	13	54	22	142	968	279	0	0	46	233	2
Precinct 7348 - None	13	30	15	53	832	139	-1	0	27	113	2
Precinct 7348 - None	22	32	13	93	832	202	1	0	40	161	1
Precinct 7349 - None	13	30	11	60	921	147	-1	1	32	115	1
Precinct 7349 - None	34	49	34	105	921	282	0	1	58	223	1
Precinct 7501 - None	8	23	5	45	554	118	-1	0	38	81	0
Precinct 7501 - None	23	23	6	60	554	168	0	0	55	113	1
Precinct 7502 - None	8	14	8	48	741	113	1	0	33	79	1
Precinct 7502 - None	35	72	21	132	741	349	-4	0	88	265	5
Precinct 7503 - None	8	30	6	53	727	132	1	0	33	98	1
Precinct 7503 - None	26	38	7	92	727	226	2	1	59	164	1
Precinct 7504 - None	5	15	7	33	484	76	0	0	16	60	0
Precinct 7504 - None	11	25	18	65	484	158	1	0	36	121	2
Precinct 7505 - None	9	21	14	57	871	131	0	1	29	101	0
Precinct 7505 - None	32	99	29	158	871	417	1	1	93	322	4
Precinct 7506 - None	9	19	10	63	920	133	1	0	30	102	1
Precinct 7506 - None	19	41	18	127	920	252	2	0	45	205	0
Precinct 7507 - None	7	21	14	78	919	158	-1	1	35	123	3
Precinct 7507 - None	14	44	31	118	919	255	4	0	44	207	0
Precinct 7508 - None	9	22	13	32	702	106	0	1	27	78	2
Precinct 7508 - None	24	62	46	135	702	340	0	0	73	267	0
Precinct 7509/7511 - None	13	49	9	69	909	171	-2	0	31	142	2
Precinct 7509/7511 - None	19	60	29	145	909	319	0	0	62	257	4
Precinct 7512 - None	9	17	7	36	604	96	2	1	23	70	1
Precinct 7512 - None	34	37	8	75	604	196	2	2	38	154	0
Precinct 7513 - None	7	19	10	70	790	142	0	1	34	107	1
Precinct 7513 - None	25	21	19	99	790	208	0	6	38	164	0
Precinct 7514 - None	5	14	13	47	863	95	-2	0	18	79	0
Precinct 7514 - None	19	24	35	120	863	235	2	1	34	198	0
Precinct 7515 - None	7	24	10	74	845	150	0	0	35	115	0
Precinct 7515 - None	20	41	34	127	845	289	3	1	62	223	1
Precinct 7516 - None	12	21	7	71	886	145	0	0	33	112	1
Precinct 7516 - None	35	73	44	167	886	378	0	0	58	320	1
Precinct 7517 - None	9	38	11	107	863	228	-1	0	60	169	4
Precinct 7517 - None	6	40	9	124	863	251	0	0	70	181	2
Precinct 7518 - None	8	39	11	118	939	235	0	0	57	178	2
Precinct 7518 - None	11	45	12	133	939	298	0	0	95	203	2
Precinct 7519 - None	5	29	8	79	726	179	0	0	56	123	2
Precinct 7519 - None	8	35	3	84	726	185	1	0	54	130	0
Precinct 7521 - None	7	34	11	100	802	211	0	0	58	153	1
Precinct 7521 - None	4	32	7	99	802	215	-1	0	72	144	2
Precinct 7522 - None	7	29	12	82	743	175	-1	0	46	130	0
Precinct 7522 - None	5	29	5	123	743	240	-2	0	79	163	1
Precinct 7523 - None	5	37	15	90	737	208	0	0	58	150	3
Precinct 7523 - None	12	40	3	117	737	223	-2	0	51	174	2
Precinct 7524 - None	6	27	7	60	646	143	2	0	38	103	3
Precinct 7524 - None	8	31	10	83	646	165	1	0	31	133	1
Precinct 7525 - None	1	25	6	69	779	145	-3	0	45	103	2
Precinct 7525 - None	7	29	5	115	779	214	4	2	50	158	2
Precinct 7526 - None	8	35	8	95	947	197	1	0	45	151	5
Precinct 7526 - None	15	49	16	141	947	313	2	0	86	225	4
Precinct 7527/7528 - None	9	22	13	64	729	162	0	1	51	110	2
Precinct 7527/7528 - None	18	42	20	93	729	237	4	2	57	174	1
Precinct 7529 - None	3	38	7	91	925	214	-1	0	72	143	4
Precinct 7529 - None	13	48	7	149	925	300	2	1	78	219	2
Precinct 7531 - None	2	31	5	90	847	179	0	0	51	128	0
Precinct 7531 - None	8	42	8	129	847	263	0	0	75	188	1
Precinct 7532 - None	8	33	8	75	823	172	1	0	44	127	3
Precinct 7532 - None	19	33	11	99	823	226	0	1	60	165	3
Precinct 7533 - None	14	60	10	115	951	268	-1	0	65	204	5
Precinct 7533 - None	26	52	12	119	951	297	0	0	80	217	8
Precinct 7534 - None	4	45	12	105	883	241	0	0	71	170	4
Precinct 7534 - None	14	37	8	119	883	240	-1	0	61	180	2
Precinct 7535 - None	8	39	10	81	743	201	0	0	60	141	3
Precinct 7535 - None	5	35	13	124	743	251	0	0	70	181	4
Precinct 7536 - None	5	38	9	82	856	206	-1	1	72	134	0
Precinct 7536 - None	10	39	16	139	856	279	0	0	73	206	2
Precinct 7537 - None	8	24	7	90	734	187	0	0	57	130	1
Precinct 7537 - None	3	26	8	119	734	225	1	0	65	159	3
Precinct 7538 - None	4	42	12	93	757	223	0	0	69	154	3
Precinct 7538 - None	5	31	9	146	757	256	0	0	64	192	1
Precinct 7539 - None	9	43	8	113	884	250	1	0	75	174	1
Precinct 7539 - None	9	46	13	139	884	286	-1	2	73	212	5
Precinct 7541 - None	7	43	8	83	791	215	1	0	71	143	2
Precinct 7541 - None	6	51	11	114	791	245	1	0	61	183	1
Precinct 7542 - None	5	25	7	89	787	183	0	0	54	129	3
Precinct 7542 - None	7	27	16	132	787	247	1	1	62	183	1
Precinct 7543 - None	6	30	7	84	910	187	-2	0	58	131	4
Precinct 7543 - None	11	38	18	178	910	332	0	2	83	247	2
Precinct 7544 - None	12	28	8	84	877	186	0	0	51	135	3
Precinct 7544 - None	11	56	13	163	877	331	-3	0	89	245	2
Precinct 7545 - None	9	38	9	81	877	179	-1	0	43	137	0
Precinct 7545 - None	23	42	16	137	877	291	0	0	70	221	3
Precinct 7546 - None	7	43	3	101	913	219	0	0	62	157	3
Precinct 7546 - None	16	58	14	139	913	310	1	0	80	229	2
Precinct 7547 - None	4	49	9	91	987	244	-2	0	91	155	2
Precinct 7547 - None	9	45	7	153	987	322	5	0	99	218	4
Precinct 7548 - None	7	34	12	108	1,054	236	1	0	70	165	4
Precinct 7548 - None	18	47	14	182	1,054	345	4	1	75	265	4
Precinct 7549 - None	5	26	13	70	785	165	-2	0	53	114	0
Precinct 7549 - None	16	43	18	129	785	281	1	0	70	210	4
Precinct 7551 - None	8	42	12	78	705	199	-1	0	60	140	0
Precinct 7551 - None	7	26	9	124	705	240	2	0	71	167	1
Precinct 7552 - None	4	35	3	90	718	191	0	0	55	136	4
Precinct 7552 - None	15	29	5	113	718	232	0	0	67	165	3
Precinct 7553 MB - None	4	18	3	45	171	87	2	0	15	70	0
Precinct 7554 - None	10	27	5	73	785	179	-1	0	63	117	2
Precinct 7554 - None	24	46	7	146	785	323	0	0	96	227	4
Precinct 7555 - None	10	44	8	122	847	242	0	0	56	186	2
Precinct 7555 - None	12	51	10	138	847	304	1	0	89	214	3
Precinct 7556/7557 - None	19	34	10	93	961	223	-3	0	70	156	0
Precinct 7556/7557 - None	27	60	20	200	961	422	1	0	114	307	0
Precinct 7601 - None	18	27	9	46	744	128	-1	1	26	102	2
Precinct 7601 - None	20	25	26	73	744	185	3	1	35	146	2
Precinct 7602 - None	11	27	17	64	880	147	-3	0	30	120	1
Precinct 7602 - None	13	49	22	101	880	243	3	2	52	186	1
Precinct 7603 - None	4	29	7	65	826	152	1	0	45	106	1
Precinct 7603 - None	16	35	22	93	826	215	0	0	47	168	2
Precinct 7604 - None	16	24	11	50	906	133	0	0	30	103	2
Precinct 7604 - None	20	39	21	112	906	233	-2	0	41	194	2
Precinct 7605 - None	4	14	9	33	651	77	0	0	17	60	0
Precinct 7605 - None	13	35	18	55	651	155	3	1	28	123	2
Precinct 7606 - None	20	21	7	48	895	127	1	0	28	98	2
Precinct 7606 - None	18	44	12	92	895	212	1	1	41	169	3
Precinct 7607 - None	8	26	8	54	955	120	0	0	24	96	0
Precinct 7607 - None	22	42	33	122	955	265	-4	1	47	221	2
Precinct 7608 - None	7	8	8	11	388	46	1	0	11	34	0
Precinct 7608 - None	13	28	32	31	388	119	-2	0	17	104	0
Precinct 7609 - None	5	21	8	42	916	101	0	0	24	77	1
Precinct 7609 - None	32	64	65	79	916	297	2	2	50	243	3
Precinct 7611 - None	7	14	5	32	756	76	0	1	16	59	1
