Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 7053 - Election Day	18	21	548	44	0	0	5	39
Precinct 7053 - Vote By Mail	115	73	548	205	1	0	16	188
Precinct 7054 - Election Day	73	59	1,024	141	3	0	6	132
Precinct 7054 - Vote By Mail	142	112	1,024	275	1	0	20	254
Precinct 7055 - Election Day	34	41	699	83	-3	0	11	75
Precinct 7055 - Vote By Mail	101	140	699	256	-1	0	16	241
Precinct 7101 MB - Vote By Mail	18	55	141	83	0	0	10	73
Precinct 7201 - Election Day	48	80	900	147	2	0	17	128
Precinct 7201 - Vote By Mail	118	195	900	333	-1	1	20	313
Precinct 7202 - Election Day	47	80	830	138	0	0	11	127
Precinct 7202 - Vote By Mail	110	141	830	271	0	0	20	251
Precinct 7203 - Election Day	48	107	867	174	-1	0	20	155
Precinct 7203 - Vote By Mail	79	149	867	243	3	1	11	228
Precinct 7204 - Election Day	47	95	888	157	0	0	15	142
Precinct 7204 - Vote By Mail	108	214	888	340	-4	2	20	322
Precinct 7205 - Election Day	59	115	847	183	0	0	9	174
Precinct 7205 - Vote By Mail	105	189	847	309	3	0	12	294
Precinct 7206 - Election Day	33	50	375	88	0	1	4	83
Precinct 7206 - Vote By Mail	48	64	375	124	0	1	11	112
Precinct 7207 - Election Day	45	64	744	119	-1	0	11	109
Precinct 7207 - Vote By Mail	109	105	744	231	0	0	17	214
Precinct 7208 - Election Day	30	42	567	76	0	0	4	72
Precinct 7208 - Vote By Mail	92	100	567	206	0	0	14	192
Precinct 7209 - Election Day	18	45	586	69	0	0	6	63
Precinct 7209 - Vote By Mail	106	202	586	326	1	0	17	308
Precinct 7301 - Election Day	55	79	1,002	150	0	0	16	134
Precinct 7301 - Vote By Mail	147	122	1,002	299	2	1	27	269
Precinct 7302 - Election Day	38	67	806	121	0	1	15	105
Precinct 7302 - Vote By Mail	156	173	806	352	3	0	20	329
Precinct 7303 - Election Day	53	97	986	167	-2	0	19	150
Precinct 7303 - Vote By Mail	110	176	986	318	4	0	28	286
Precinct 7304 - Election Day	69	125	972	203	0	0	9	194
Precinct 7304 - Vote By Mail	111	192	972	330	2	1	24	303
Precinct 7305 - Election Day	66	94	851	171	-1	0	12	160
Precinct 7305 - Vote By Mail	115	171	851	306	1	3	16	286
Precinct 7306 - Election Day	61	104	1,014	179	0	0	14	165
Precinct 7306 - Vote By Mail	121	151	1,014	302	2	0	28	272
Precinct 7307 - Election Day	45	81	726	143	0	0	17	126
Precinct 7307 - Vote By Mail	89	117	726	226	5	1	14	206
Precinct 7308 - Election Day	49	77	598	133	0	0	7	126
Precinct 7308 - Vote By Mail	69	126	598	204	1	0	8	195
Precinct 7309 - Election Day	40	108	826	160	1	0	11	148
Precinct 7309 - Vote By Mail	75	118	826	209	2	0	14	193
Precinct 7311 - Election Day	54	115	901	175	0	0	6	169
Precinct 7311 - Vote By Mail	79	166	901	266	1	1	19	245
Precinct 7312 - Election Day	51	68	810	128	-1	0	10	119
Precinct 7312 - Vote By Mail	115	192	810	332	4	0	21	307
Precinct 7313 - Election Day	35	85	925	135	1	0	14	120
Precinct 7313 - Vote By Mail	114	181	925	315	-1	0	21	295
Precinct 7314 - Election Day	30	43	760	92	0	0	19	73
Precinct 7314 - Vote By Mail	108	65	760	213	0	0	40	173
Precinct 7315 - Election Day	34	73	725	119	0	0	12	107
Precinct 7315 - Vote By Mail	69	100	725	178	2	0	7	169
Precinct 7316 - Election Day	45	64	824	122	0	0	13	109
Precinct 7316 - Vote By Mail	125	115	824	266	0	0	26	240
Precinct 7317 - Election Day	41	73	886	117	0	0	3	114
Precinct 7317 - Vote By Mail	141	180	886	340	2	2	15	321
Precinct 7318 - Election Day	40	69	709	123	0	0	14	109
Precinct 7318 - Vote By Mail	105	110	709	243	-3	1	30	215
Precinct 7319 - Election Day	63	105	1,035	182	0	1	13	168
Precinct 7319 - Vote By Mail	101	167	1,035	296	0	1	27	268
Precinct 7321 - Election Day	40	43	644	100	0	0	17	83
Precinct 7321 - Vote By Mail	90	104	644	211	3	0	14	194
Precinct 7322 - Election Day	18	31	859	60	0	0	11	49
Precinct 7322 - Vote By Mail	149	89	859	304	-4	0	70	238
Precinct 7323 - Election Day	52	80	881	146	2	0	12	132
Precinct 7323 - Vote By Mail	99	158	881	273	0	1	15	257
Precinct 7324 - Election Day	49	66	687	125	0	0	10	115
Precinct 7324 - Vote By Mail	82	101	687	198	-3	0	18	183
Precinct 7325 - Election Day	51	87	870	150	0	0	12	138
Precinct 7325 - Vote By Mail	91	160	870	276	-1	0	26	251
Precinct 7326 - Election Day	52	83	853	150	0	0	15	135
Precinct 7326 - Vote By Mail	96	137	853	256	1	0	22	233
Precinct 7327 - Election Day	22	26	684	62	0	1	13	48
Precinct 7327 - Vote By Mail	139	96	684	277	-3	0	45	235
Precinct 7328 - Election Day	28	28	950	70	0	0	14	56
Precinct 7328 - Vote By Mail	197	100	950	391	-1	1	94	297
Precinct 7329 - Election Day	23	43	610	71	-1	0	6	66
Precinct 7329 - Vote By Mail	76	103	610	205	-1	0	27	179
Precinct 7331 - Election Day	45	73	860	130	0	0	12	118
Precinct 7331 - Vote By Mail	152	188	860	357	-3	2	18	340
Precinct 7332 - Election Day	55	86	799	154	0	0	13	141
Precinct 7332 - Vote By Mail	81	109	799	209	0	0	19	190
Precinct 7333 - Election Day	53	106	974	174	0	1	14	159
Precinct 7333 - Vote By Mail	106	187	974	323	3	0	27	293
Precinct 7334 - Election Day	36	72	854	113	0	0	5	108
Precinct 7334 - Vote By Mail	99	156	854	275	0	0	20	255
Precinct 7335 - Election Day	45	91	936	144	0	0	8	136
Precinct 7335 - Vote By Mail	142	186	936	354	-2	0	28	328
Precinct 7336 - Election Day	67	78	920	155	0	0	10	145
Precinct 7336 - Vote By Mail	119	182	920	324	0	1	22	301
Precinct 7337 - Election Day	42	67	825	115	-1	0	7	109
Precinct 7337 - Vote By Mail	121	162	825	305	2	0	20	283
Precinct 7338 - Election Day	32	50	884	100	1	0	17	82
Precinct 7338 - Vote By Mail	175	132	884	364	-7	0	64	307
Precinct 7339 - Election Day	39	65	618	111	-1	0	8	104
Precinct 7339 - Vote By Mail	84	84	618	181	-1	0	14	168
Precinct 7341 - Election Day	38	81	877	124	-1	0	6	119
Precinct 7341 - Vote By Mail	92	147	877	246	-1	0	8	239
Precinct 7342 - Election Day	78	140	911	234	2	2	12	218
Precinct 7342 - Vote By Mail	100	137	911	251	0	0	14	237
Precinct 7343 - Election Day	52	84	707	144	0	0	8	136
Precinct 7343 - Vote By Mail	70	107	707	186	1	0	8	177
Precinct 7344 - Election Day	61	107	1,039	179	-1	0	12	168
Precinct 7344 - Vote By Mail	137	187	1,039	334	-2	0	12	324
Precinct 7345 - Election Day	63	110	1,077	183	0	0	10	173
Precinct 7345 - Vote By Mail	95	165	1,077	283	2	0	21	260
Precinct 7346 - Election Day	64	93	877	168	1	0	10	157
Precinct 7346 - Vote By Mail	96	111	877	221	-1	0	15	207
Precinct 7347 - Election Day	36	92	968	137	0	0	9	128
Precinct 7347 - Vote By Mail	102	168	968	279	-1	1	9	270
Precinct 7348 - Election Day	56	78	832	139	-1	0	6	134
Precinct 7348 - Vote By Mail	91	95	832	202	3	0	13	186
Precinct 7349 - Election Day	56	80	921	147	-1	0	12	136
Precinct 7349 - Vote By Mail	120	133	921	282	3	0	26	253
Precinct 7501 - Election Day	33	78	554	118	-1	0	8	111
Precinct 7501 - Vote By Mail	61	93	554	168	0	0	14	154
Precinct 7502 - Election Day	32	72	741	113	1	0	8	104
Precinct 7502 - Vote By Mail	126	207	741	349	-8	0	24	333
Precinct 7503 - Election Day	46	68	727	132	0	0	18	114
Precinct 7503 - Vote By Mail	78	136	727	226	-1	0	13	214
Precinct 7504 - Election Day	33	36	484	76	0	0	7	69
Precinct 7504 - Vote By Mail	58	83	484	158	4	0	13	141
Precinct 7505 - Election Day	41	75	871	131	0	0	15	116
Precinct 7505 - Vote By Mail	145	237	871	417	1	1	33	382
Precinct 7506 - Election Day	51	72	920	133	-1	0	11	123
Precinct 7506 - Vote By Mail	101	128	920	252	0	0	23	229
Precinct 7507 - Election Day	59	76	919	158	-2	1	24	135
Precinct 7507 - Vote By Mail	106	124	919	255	4	3	18	230
Precinct 7508 - Election Day	36	59	702	106	0	0	11	95
Precinct 7508 - Vote By Mail	131	176	702	340	-1	0	34	307
Precinct 7509/7511 - Election Day	62	104	909	171	-2	0	7	166
Precinct 7509/7511 - Vote By Mail	132	164	909	319	1	0	22	296
Precinct 7512 - Election Day	36	50	604	96	-1	0	11	86
Precinct 7512 - Vote By Mail	80	98	604	196	3	0	15	178
Precinct 7513 - Election Day	37	91	790	142	-2	0	16	128
Precinct 7513 - Vote By Mail	85	102	790	208	2	0	19	187
Precinct 7514 - Election Day	43	36	863	95	-3	0	19	79
Precinct 7514 - Vote By Mail	105	95	863	235	1	0	34	200
Precinct 7515 - Election Day	53	85	845	150	0	1	11	138
Precinct 7515 - Vote By Mail	116	154	845	289	3	0	16	270
Precinct 7516 - Election Day	48	86	886	145	0	0	11	134
Precinct 7516 - Vote By Mail	142	212	886	378	-3	0	27	354
Precinct 7517 - Election Day	60	155	863	228	-1	1	13	215
Precinct 7517 - Vote By Mail	61	180	863	251	-2	0	12	241
Precinct 7518 - Election Day	46	181	939	235	0	1	7	227
Precinct 7518 - Vote By Mail	79	201	939	298	-1	0	19	280
Precinct 7519 - Election Day	39	135	726	179	0	0	5	174
Precinct 7519 - Vote By Mail	48	127	726	185	0	1	9	175
Precinct 7521 - Election Day	47	147	802	211	1	0	16	194
Precinct 7521 - Vote By Mail	39	161	802	215	-1	0	16	200
Precinct 7522 - Election Day	35	131	743	175	-1	0	10	166
Precinct 7522 - Vote By Mail	61	162	743	240	0	0	17	223
Precinct 7523 - Election Day	49	147	737	208	0	0	12	196
Precinct 7523 - Vote By Mail	48	162	737	223	-3	0	16	210
Precinct 7524 - Election Day	40	89	646	143	3	0	11	129
Precinct 7524 - Vote By Mail	62	91	646	165	2	0	10	153
Precinct 7525 - Election Day	53	76	779	145	-1	0	17	129
Precinct 7525 - Vote By Mail	67	133	779	214	1	2	11	200
Precinct 7526 - Election Day	51	131	947	197	1	0	14	182
Precinct 7526 - Vote By Mail	69	225	947	313	3	1	15	294
Precinct 7527/7528 - Election Day	44	99	729	162	-2	0	21	143
Precinct 7527/7528 - Vote By Mail	69	151	729	237	1	0	16	220
Precinct 7529 - Election Day	56	147	925	214	0	0	11	203
Precinct 7529 - Vote By Mail	56	227	925	300	1	0	16	283
Precinct 7531 - Election Day	37	131	847	179	-1	0	12	168
Precinct 7531 - Vote By Mail	63	181	847	263	2	0	17	244
Precinct 7532 - Election Day	55	108	823	172	1	0	8	163
Precinct 7532 - Vote By Mail	69	140	823	226	1	1	15	209
Precinct 7533 - Election Day	51	206	951	268	-1	0	12	257
Precinct 7533 - Vote By Mail	72	214	951	297	1	1	9	286
Precinct 7534 - Election Day	56	174	883	241	0	0	11	230
Precinct 7534 - Vote By Mail	54	171	883	240	0	0	15	225
Precinct 7535 - Election Day	44	149	743	201	0	0	8	193
Precinct 7535 - Vote By Mail	75	172	743	251	-1	0	5	247
Precinct 7536 - Election Day	43	150	856	206	-1	0	14	193
Precinct 7536 - Vote By Mail	60	201	856	279	-2	0	20	261
Precinct 7537 - Election Day	50	128	734	187	0	0	9	178
Precinct 7537 - Vote By Mail	52	162	734	225	2	0	9	214
Precinct 7538 - Election Day	49	166	757	223	0	0	8	215
Precinct 7538 - Vote By Mail	45	199	757	256	-2	0	14	244
Precinct 7539 - Election Day	54	177	884	250	2	0	17	231
Precinct 7539 - Vote By Mail	55	219	884	286	-3	0	15	274
Precinct 7541 - Election Day	50	149	791	215	0	0	16	199
Precinct 7541 - Vote By Mail	54	177	791	245	0	0	14	231
Precinct 7542 - Election Day	49	130	787	183	-1	0	5	179
Precinct 7542 - Vote By Mail	68	172	787	247	-3	0	10	240
Precinct 7543 - Election Day	41	127	910	187	2	0	17	168
Precinct 7543 - Vote By Mail	68	240	910	332	1	0	23	308
Precinct 7544 - Election Day	46	131	877	186	0	0	9	177
Precinct 7544 - Vote By Mail	83	226	877	331	-2	0	24	309
Precinct 7545 - Election Day	45	127	877	179	0	1	6	172
Precinct 7545 - Vote By Mail	96	184	877	291	-1	0	12	280
Precinct 7546 - Election Day	51	151	913	219	0	0	17	202
Precinct 7546 - Vote By Mail	74	223	913	310	2	0	11	297
Precinct 7547 - Election Day	57	176	987	244	-2	0	13	233
Precinct 7547 - Vote By Mail	70	229	987	322	6	0	17	299
Precinct 7548 - Election Day	59	170	1,054	236	-1	0	8	229
Precinct 7548 - Vote By Mail	90	240	1,054	345	2	0	13	330
Precinct 7549 - Election Day	47	107	785	165	-1	0	12	154
Precinct 7549 - Vote By Mail	65	194	785	281	3	0	19	259
Precinct 7551 - Election Day	39	147	705	199	0	0	13	186
Precinct 7551 - Vote By Mail	62	165	705	240	-2	0	15	227
Precinct 7552 - Election Day	35	149	718	191	0	0	7	184
Precinct 7552 - Vote By Mail	47	173	718	232	-2	0	14	220
Precinct 7553 MB - Vote By Mail	19	60	171	87	0	0	8	79
Precinct 7554 - Election Day	43	125	785	179	-1	0	12	168
Precinct 7554 - Vote By Mail	73	232	785	323	0	0	18	305
Precinct 7555 - Election Day	55	176	847	242	0	0	11	231
Precinct 7555 - Vote By Mail	80	204	847	304	2	0	18	284
Precinct 7556/7557 - Election Day	54	157	961	223	-1	0	13	211
Precinct 7556/7557 - Vote By Mail	95	306	961	422	0	0	21	401
Precinct 7601 - Election Day	53	69	744	128	-4	0	10	122
Precinct 7601 - Vote By Mail	75	92	744	185	6	0	12	167
Precinct 7602 - Election Day	56	74	880	147	0	1	16	130
Precinct 7602 - Vote By Mail	98	126	880	243	-1	0	20	224
Precinct 7603 - Election Day	46	97	826	152	-1	1	9	143
Precinct 7603 - Vote By Mail	76	125	826	215	-1	0	15	201
Precinct 7604 - Election Day	57	68	906	133	0	0	8	125
Precinct 7604 - Vote By Mail	94	126	906	233	0	0	13	220
Precinct 7605 - Election Day	31	38	651	77	0	0	8	69
Precinct 7605 - Vote By Mail	75	65	651	155	1	0	14	140
Precinct 7606 - Election Day	47	64	895	127	2	0	14	111
Precinct 7606 - Vote By Mail	85	119	895	212	1	0	7	204
Precinct 7607 - Election Day	47	64	955	120	0	0	9	111
Precinct 7607 - Vote By Mail	103	148	955	265	-3	0	17	251
Precinct 7608 - Election Day	23	18	388	46	0	0	5	41
Precinct 7608 - Vote By Mail	76	26	388	119	0	1	16	102
Precinct 7609 - Election Day	41	46	916	101	1	0	13	87
Precinct 7609 - Vote By Mail	136	106	916	297	1	0	54	242
Precinct 7611 - Election Day	30	35	756	76	0	0	11	65
Precinct 7611 - Vote By Mail	107	67	756	204	2	1	27	174
Precinct 7612 - Election Day	31	38	574	76	2	0	5	69
Precinct 7612 - Vote By Mail	98	92	574	210	1	0	19	190
Precinct 7613 - Election Day	52	77	887	140	-1	0	12	129
Precinct 7613 - Vote By Mail	97	100	887	215	0	1	17	197
Precinct 7614 - Election Day	51	60	1,015	123	-3	0	15	111
Precinct 7614 - Vote By Mail	104	116	1,015	238	1	0	17	220
Precinct 7615 - Election Day	43	44	832	108	0	0	21	87
Precinct 7615 - Vote By Mail	80	71	832	170	0	0	19	151
Precinct 7616 - Election Day	37	80	951	129	1	0	11	117
Precinct 7616 - Vote By Mail	109	203	951	331	-1	0	20	312
Precinct 7617 - Election Day	38	31	751	84	0	0	15	69
Precinct 7617 - Vote By Mail	92	113	751	223	-2	0	20	205
Precinct 7618 - Election Day	40	72	866	123	0	0	11	112
Precinct 7618 - Vote By Mail	95	160	866	272	2	0	15	255
Precinct 7619 - Election Day	56	91	993	154	-1	0	8	147
Precinct 7619 - Vote By Mail	111	176	993	308	-3	0	24	287
Precinct 7621 - Election Day	70	88	1,132	163	-1	0	6	158
