Subtotal Area	GERALD PLUMMER	TOM PALZER	JOHN THOMPSON PARKER	DOUGLAS HOWARD PIERCE	HERBERT G. PETERS	JAMES P BRADLEY	ARUN K. BHUMITRA	JERRY JOSEPH LAWS	PATRICK LITTLE	TIM GILDERSLEEVE	MICHAEL FAHMY GIRGIS	DON J. GRUNDMANN	RASH BIHARI GHOSH	LING LING SHI	JOHN "JACK" CREW	ERIN CRUZ	DERRICK MICHAEL REID	DIANNE FEINSTEIN	COLLEEN SHEA FERNALD	ADRIENNE NICOLE EDWARDS	PAUL A TAYLOR	DONNIE O. TURNER	PAT HARRIS	ALISON HARTSON	JASON M. HANANIA	DAVID HILDEBRAND	LEE OLSON	ROQUE "ROCKY" DE LA FUENTE	KEVIN DE LEON	KEVIN MOTTUS	DAVID MOORE	MARIO NABLIBA	SEELAM PRABHAKAR REDDY	MICHAEL V. ZIESING	URSULA M. SCHILLING	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9406 - None	0	1	0	1	1	7	3	0	0	0	0	3	1	1	0	1	1	86	2	1	5	1	7	1	0	2	3	7	27	0	1	0	0	0	0	815	179	0	1	15	163	0
Precinct 9406 - None	0	1	1	0	0	2	4	0	0	0	0	1	0	4	0	6	1	151	1	4	11	0	1	7	1	0	3	1	56	0	0	4	0	0	0	815	277	1	0	16	260	0
Precinct 9407 - None	2	0	0	0	3	4	3	0	1	0	0	0	0	2	0	1	0	98	0	2	2	2	5	5	0	1	0	2	40	1	0	3	0	0	0	861	191	1	0	12	178	1
Precinct 9407 - None	1	2	2	1	1	4	8	3	0	1	0	0	0	2	1	5	2	131	1	3	7	1	3	10	1	0	5	3	60	4	2	1	0	0	0	861	284	-1	1	18	266	1
Precinct 9408 - None	0	1	3	2	0	1	1	2	1	0	0	0	1	5	1	1	0	76	2	2	1	1	4	6	0	1	1	2	56	0	2	0	0	0	0	837	187	1	0	13	173	0
Precinct 9408 - None	0	0	0	1	1	2	2	0	1	0	0	0	1	2	1	0	1	118	0	6	0	1	2	7	0	1	1	4	74	0	0	0	0	0	0	837	246	-2	0	22	226	0
Precinct 9409 - None	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	72	1	5	1	1	5	2	0	1	1	1	41	0	0	1	0	0	0	565	140	0	0	4	136	0
Precinct 9409 - None	0	3	0	2	0	4	2	0	1	0	0	1	1	0	0	2	1	86	0	0	2	0	5	2	1	0	3	1	38	0	0	0	0	0	0	565	170	2	1	12	155	0
Precinct 9411 - None	0	0	3	1	1	1	3	1	0	0	1	0	0	0	1	1	2	79	0	4	1	2	6	0	1	0	1	1	53	0	0	2	0	0	0	936	175	-1	0	10	166	1
Precinct 9411 - None	0	0	1	0	0	3	3	0	2	0	0	2	0	3	0	1	2	134	0	0	7	3	5	10	1	0	0	1	63	2	2	1	0	0	0	936	261	1	2	10	248	2
Precinct 9412 - None	0	0	4	1	1	4	1	3	1	0	0	0	0	1	1	1	2	89	3	3	4	0	3	4	0	0	1	0	24	1	1	0	0	0	0	843	164	0	0	9	155	2
Precinct 9412 - None	1	0	2	1	1	3	1	0	1	0	0	4	0	3	1	0	0	161	0	0	10	0	3	1	2	1	0	3	43	1	3	0	0	0	0	843	285	0	2	37	246	0
Precinct 9413 - None	1	0	1	0	1	3	2	0	0	0	1	1	1	3	1	3	2	85	3	1	2	1	8	3	0	0	0	1	35	1	1	1	0	0	0	858	172	-1	0	10	163	1
Precinct 9413 - None	0	0	1	2	0	9	5	1	0	0	0	0	1	11	1	3	1	180	0	3	4	1	2	4	2	1	3	1	38	3	1	5	0	0	0	858	310	3	0	24	283	0
Precinct 9414 - None	0	2	2	1	1	4	1	0	1	0	0	0	0	3	3	2	3	77	1	1	3	0	3	3	1	1	1	0	23	0	1	0	0	0	0	862	159	1	1	19	138	0
Precinct 9414 - None	0	1	3	0	1	4	5	0	0	0	0	0	1	3	2	6	1	176	0	3	5	1	3	7	1	3	3	2	43	2	0	5	0	0	0	862	307	1	1	22	283	2
Precinct 9415 - None	0	4	0	0	2	1	0	0	1	0	0	0	0	0	0	1	1	64	1	3	2	0	4	1	1	1	0	0	22	1	1	1	0	0	0	755	121	0	0	9	112	0
Precinct 9415 - None	1	4	1	0	1	11	5	1	0	0	0	0	1	7	0	6	2	141	0	1	5	0	6	8	1	3	4	0	49	5	1	1	0	0	0	755	284	-2	1	20	265	0
Precinct 9416 - None	0	1	2	3	1	1	0	2	0	0	0	0	0	3	0	2	1	107	1	1	3	0	3	4	0	0	2	0	41	2	0	1	0	0	0	962	198	0	1	16	181	0
Precinct 9416 - None	1	1	1	2	0	6	4	4	2	0	0	0	1	7	1	2	3	175	1	3	5	0	2	5	0	0	1	0	46	0	1	2	0	0	0	962	316	3	4	27	282	6
Precinct 9417 - None	0	1	1	0	0	5	2	0	0	0	0	0	3	1	2	1	0	54	0	0	0	0	3	5	0	0	1	2	24	0	0	0	0	0	0	714	117	-1	1	12	105	0
Precinct 9417 - None	0	4	1	1	2	7	4	3	4	1	0	0	0	2	0	2	1	141	2	4	7	3	6	9	2	0	4	5	31	2	2	2	0	0	0	714	286	8	3	23	252	0
Precinct 9418 - None	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	2	3	86	0	3	5	0	2	1	0	0	0	2	28	2	1	0	0	0	0	753	157	1	0	15	141	0
Precinct 9418 - None	0	4	0	1	0	4	4	0	3	0	0	0	0	4	2	0	2	154	0	2	9	0	2	3	1	3	1	2	35	3	2	3	0	0	0	753	269	0	0	22	247	3
Precinct 9419 - None	0	2	1	1	0	2	4	2	0	0	0	1	1	0	0	2	0	74	1	2	5	2	4	4	0	1	1	3	33	0	0	0	0	0	0	893	167	0	0	21	146	0
Precinct 9419 - None	0	2	0	0	1	14	14	4	0	2	0	0	0	6	1	2	0	183	1	4	12	1	1	6	1	2	1	4	37	2	0	1	0	0	0	893	326	1	1	22	302	0
Precinct 9421 - None	0	0	1	0	0	4	1	1	0	1	0	0	0	1	1	0	1	76	1	1	2	1	2	3	0	1	1	2	26	2	0	3	0	0	0	878	150	-1	1	18	132	0
Precinct 9421 - None	0	2	1	0	2	17	4	0	0	0	0	0	1	6	0	4	4	175	1	3	11	0	4	7	0	1	1	2	39	0	0	3	0	0	0	878	316	-1	1	26	290	2
Precinct 9422 - None	1	1	1	1	0	4	2	1	0	0	0	0	0	3	0	0	2	103	0	2	10	1	4	0	0	1	2	1	43	2	0	2	0	0	0	1,010	200	-1	0	13	188	1
Precinct 9422 - None	0	1	1	2	0	3	8	0	0	3	1	0	1	8	0	1	2	189	3	1	20	2	4	5	2	2	4	2	56	3	1	3	0	0	0	1,010	358	0	5	23	330	2
Precinct 9423 - None	1	1	0	3	0	2	1	0	2	0	0	0	0	1	1	1	0	76	0	1	2	1	4	1	0	0	1	1	35	0	0	0	0	0	0	853	147	0	2	8	137	2
Precinct 9423 - None	2	0	2	0	0	6	2	1	0	0	0	0	1	1	0	8	0	166	0	0	11	1	5	3	0	1	1	1	57	0	1	1	0	0	0	853	292	-1	0	21	272	1
Precinct 9424 - None	0	3	2	0	1	2	1	0	0	0	0	0	0	0	2	0	3	61	0	5	4	2	3	0	0	3	1	0	33	1	1	1	0	0	0	910	146	1	1	15	129	0
Precinct 9424 - None	0	2	1	1	1	11	2	0	1	0	0	2	1	2	1	2	1	197	1	4	4	4	4	5	0	1	4	4	45	0	0	2	0	0	0	910	331	-1	4	22	306	3
Precinct 9425 - None	0	0	4	1	0	5	0	1	0	0	0	0	0	0	0	0	0	72	0	2	2	0	7	3	1	1	1	2	18	2	1	0	0	0	0	903	136	1	0	12	123	0
Precinct 9425 - None	0	1	1	0	1	7	4	4	5	0	0	2	0	6	1	1	0	183	0	3	8	1	5	4	1	0	3	3	39	2	1	3	0	0	0	903	313	3	1	20	289	0
Precinct 9426 - None	0	2	2	0	1	6	1	1	1	1	0	0	1	1	1	2	0	66	1	2	4	1	3	3	1	0	0	3	21	2	1	2	0	0	0	801	143	-1	0	14	130	0
Precinct 9426 - None	0	2	2	0	0	12	6	1	0	0	0	0	1	6	1	3	5	149	1	4	4	1	0	4	2	3	2	2	30	4	1	6	0	0	0	801	283	1	2	27	253	1
Precinct 9427 - None	0	1	0	1	0	3	3	3	0	0	0	1	0	1	0	1	0	73	0	2	5	1	2	1	0	0	3	1	15	2	0	0	0	0	0	889	129	-1	1	10	119	0
Precinct 9427 - None	0	4	2	1	1	13	6	0	6	0	0	1	0	4	1	8	0	149	3	3	14	0	2	4	1	0	5	4	49	1	2	4	0	0	0	889	333	1	3	36	293	5
Precinct 9428 - None	0	0	1	1	0	2	2	0	2	0	0	0	0	1	0	1	3	50	0	7	6	1	4	1	2	0	1	0	21	0	0	1	0	0	0	892	122	-1	0	16	107	0
Precinct 9428 - None	3	0	1	4	0	13	5	0	0	0	1	0	0	5	1	2	4	180	5	2	5	1	8	11	0	0	5	0	50	0	1	0	0	0	0	892	346	-1	3	36	308	1
Precinct 9429 - None	0	2	5	0	0	8	0	0	2	0	0	0	0	2	1	4	0	92	0	2	7	0	2	5	0	0	1	2	24	1	1	0	0	0	0	866	173	0	0	12	161	0
Precinct 9429 - None	0	4	3	0	1	8	7	1	1	1	0	0	0	7	2	5	0	149	0	2	9	0	2	4	2	4	5	4	45	2	2	3	0	0	0	866	308	0	2	32	274	1
Precinct 9431 - None	0	1	0	0	0	7	0	1	0	0	0	0	1	2	0	2	0	81	0	3	3	2	4	5	1	1	1	1	24	2	2	0	0	0	0	954	152	-1	0	8	145	1
Precinct 9431 - None	0	2	5	2	1	11	3	5	2	0	0	0	0	12	1	5	3	193	3	4	11	2	4	6	2	0	1	1	36	2	0	6	0	0	0	954	352	4	3	21	324	1
Precinct 9432 - None	0	2	0	1	1	3	0	0	0	0	0	0	0	5	1	0	0	84	1	0	7	0	5	1	1	1	0	1	29	0	0	0	0	0	0	901	155	0	2	10	143	0
Precinct 9432 - None	0	1	2	0	1	6	2	1	3	0	0	1	0	5	1	1	0	173	0	4	10	1	4	9	0	3	2	0	37	1	1	0	0	0	0	901	307	0	5	30	272	3
Precinct 9433 - None	0	1	1	1	0	1	5	0	1	0	1	0	0	2	0	2	2	76	1	3	6	1	7	1	0	0	2	4	20	1	0	0	0	0	0	912	155	0	0	15	140	1
Precinct 9433 - None	0	1	1	0	0	12	1	0	1	0	0	1	2	1	4	5	0	175	0	3	14	3	9	6	0	0	2	5	42	1	2	0	0	0	0	912	317	-2	2	26	291	0
Precinct 9434 - None	0	1	1	1	0	3	2	0	0	0	0	0	0	2	0	4	2	95	1	3	8	0	7	3	1	1	2	1	29	2	0	0	0	0	0	963	188	0	1	18	169	0
Precinct 9434 - None	0	1	1	0	0	13	7	0	6	0	0	2	0	14	3	5	2	202	1	6	2	0	4	5	1	1	6	1	46	2	1	0	0	0	0	963	349	-1	1	15	334	2
Precinct 9435 - None	0	1	2	1	1	4	1	0	2	0	0	1	0	4	2	6	1	107	1	3	3	0	6	3	0	1	2	3	32	1	0	2	0	0	0	934	195	0	1	4	190	0
Precinct 9435 - None	0	0	0	1	3	10	10	0	1	0	0	4	0	4	1	4	0	175	2	5	10	2	3	4	0	0	2	1	40	3	1	1	0	0	0	934	320	2	1	29	288	1
Precinct 9436 - None	1	2	0	0	0	4	4	0	1	0	0	2	0	1	3	2	1	81	0	1	4	2	3	2	2	0	1	1	24	4	0	0	0	0	0	941	161	0	0	13	148	2
Precinct 9436 - None	0	1	3	1	0	7	6	2	2	0	1	0	0	16	1	1	1	188	0	1	17	2	6	6	1	1	2	6	35	2	5	3	0	0	0	941	337	0	1	18	318	1
Precinct 9437 - None	0	0	0	0	1	4	2	1	0	0	0	0	0	3	0	2	0	102	0	3	3	1	6	1	0	0	2	1	20	1	2	0	0	0	0	873	170	0	0	14	156	1
Precinct 9437 - None	0	5	2	1	1	11	11	3	0	0	0	0	1	5	2	1	1	167	2	5	12	1	3	5	2	1	2	4	33	6	0	2	0	0	0	873	324	1	3	31	289	0
Precinct 9438 - None	0	0	1	0	1	5	1	2	1	0	0	0	0	0	0	0	0	59	0	3	6	1	4	5	0	0	0	1	26	1	1	0	0	0	0	918	129	1	1	9	118	0
Precinct 9438 - None	0	6	1	0	1	9	5	1	1	0	0	0	1	3	2	6	1	193	0	3	8	0	8	6	0	1	4	6	37	2	2	1	0	0	0	918	336	-1	1	26	310	2
Precinct 9439 - None	0	2	1	0	1	1	1	0	0	0	0	0	0	4	0	1	0	70	0	4	2	1	2	1	0	0	1	1	18	0	0	1	0	0	0	827	126	0	0	13	113	1
Precinct 9439 - None	0	7	1	2	0	12	11	1	2	0	0	1	2	2	1	1	0	167	0	2	10	1	1	2	3	2	1	3	35	3	0	2	0	0	0	827	314	-1	2	35	278	3
Precinct 9441 - None	0	1	2	0	1	3	2	0	0	0	0	0	2	1	2	1	3	89	3	3	3	1	5	3	1	2	5	1	49	1	0	3	0	0	0	939	205	-1	0	18	188	1
Precinct 9441 - None	0	1	2	2	0	7	2	3	3	1	0	3	0	5	0	0	5	176	3	1	10	1	7	6	1	4	4	1	49	3	3	0	0	0	0	939	337	-1	4	30	304	1
Precinct 9442 - None	1	1	3	1	1	9	2	2	0	0	0	0	0	0	0	2	2	107	1	5	4	0	2	2	1	0	0	1	36	0	1	0	0	0	0	970	200	0	0	14	186	2
Precinct 9442 - None	0	0	6	0	2	11	5	0	4	0	0	2	2	8	2	4	1	161	0	2	13	0	7	4	2	3	1	2	51	0	2	1	0	0	0	970	325	0	2	25	298	2
Precinct 9443 - None	0	0	1	0	1	1	2	1	0	0	0	0	0	0	0	1	2	78	0	0	3	0	3	4	0	1	1	4	26	0	1	1	0	0	0	886	138	0	0	6	132	1
Precinct 9443 - None	0	3	2	0	0	8	3	1	2	1	0	0	3	9	1	2	1	169	0	5	3	2	10	3	2	1	1	3	40	1	0	2	0	0	0	886	304	2	0	23	279	1
Precinct 9444 - None	0	3	2	0	0	5	1	0	1	0	0	1	0	1	1	0	1	63	1	1	1	1	2	1	0	0	0	1	15	2	1	1	0	0	0	901	118	-1	0	13	106	0
Precinct 9444 - None	0	4	1	0	0	8	2	0	0	0	0	1	0	4	1	1	3	177	2	4	24	2	4	3	0	1	1	4	31	3	3	0	0	0	0	901	312	-1	2	23	288	4
Precinct 9445 - None	1	0	1	0	1	3	1	2	1	1	0	1	1	2	1	2	2	78	1	3	4	1	2	1	0	0	0	2	29	2	0	2	0	0	0	945	154	0	0	7	147	2
Precinct 9445 - None	1	5	3	2	1	9	5	2	2	0	0	2	0	5	2	4	1	193	1	4	7	1	5	3	2	0	3	3	49	2	1	1	0	0	0	945	342	0	1	20	321	2
Precinct 9446 - None	0	3	1	0	2	0	3	0	0	0	0	0	0	1	1	0	0	93	1	2	7	0	2	2	0	0	1	0	29	2	0	0	0	0	0	1,043	164	2	1	11	150	0
Precinct 9446 - None	0	8	5	0	0	23	4	0	4	0	2	0	5	10	1	1	1	241	1	4	15	0	8	2	1	1	2	2	39	0	1	2	0	0	0	1,043	417	-3	3	33	384	1
Precinct 9447 - None	1	0	2	1	0	3	4	0	0	0	0	0	0	0	0	0	1	105	0	2	1	2	3	2	0	0	1	1	33	0	0	0	0	0	0	891	171	1	0	8	162	0
Precinct 9447 - None	0	3	1	1	0	12	9	1	1	1	0	0	0	8	1	1	2	192	2	6	4	0	1	2	1	0	3	0	42	2	2	2	0	0	0	891	327	1	3	22	301	1
Precinct 9448 - None	0	1	0	1	1	1	2	2	2	0	0	0	1	2	0	2	1	76	0	3	2	1	6	1	0	1	1	0	31	5	1	1	0	0	0	877	159	0	1	12	146	1
Precinct 9448 - None	0	2	3	1	0	5	3	0	2	1	0	5	0	20	0	3	1	161	0	3	6	1	9	1	0	2	6	1	36	7	0	2	0	1	0	877	307	-2	1	22	286	4
Precinct 9449 - None	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	53	0	2	4	2	1	2	0	0	0	0	18	4	1	1	0	0	0	784	97	-1	0	3	95	0
Precinct 9449 - None	1	1	1	0	0	8	4	5	4	0	0	4	1	12	1	3	3	154	0	6	7	1	2	2	0	3	5	3	33	1	2	0	0	0	0	784	302	4	5	25	268	1
Precinct 9451 - None	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	39	0	0	1	0	0	4	0	0	0	0	7	0	0	0	0	0	0	414	57	0	0	1	56	0
Precinct 9451 - None	0	2	1	0	1	5	4	0	2	0	0	0	1	0	0	5	1	81	0	3	6	0	2	0	1	0	0	1	19	6	0	0	0	0	0	414	154	3	1	9	141	0
Precinct 9452 - None	0	4	1	0	0	2	5	1	0	0	0	0	0	3	1	1	1	95	1	1	4	0	1	3	1	1	0	0	30	1	0	3	0	0	0	799	175	1	0	12	162	2
Precinct 9452 - None	0	0	2	0	0	9	2	4	1	1	0	0	3	3	0	7	0	166	0	1	5	0	1	3	1	0	0	2	38	3	0	1	0	0	0	799	281	0	1	26	254	1
Precinct 9453 - None	0	0	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	54	0	1	5	1	1	1	2	0	0	2	13	0	1	0	0	0	0	488	90	0	0	2	88	1
Precinct 9453 - None	0	1	0	1	0	2	3	0	2	0	0	0	0	6	0	3	4	96	0	0	3	0	1	3	1	0	3	1	34	0	0	2	0	0	0	488	175	0	2	7	166	0
Precinct 9501 MB - None	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	47	0	2	2	1	1	1	0	1	1	0	5	0	0	1	0	0	0	149	71	-2	0	6	67	0
Precinct 9502 MB - None	0	1	1	0	0	1	2	1	0	0	0	0	1	0	0	2	0	66	0	0	1	1	0	6	0	0	0	0	30	0	0	0	0	0	0	233	116	0	1	2	113	0
Precinct 9503/9504 - None	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	75	1	3	2	0	5	2	0	1	1	0	17	0	1	1	0	0	0	725	128	-2	1	14	115	1
Precinct 9503/9504 - None	0	0	2	0	1	3	2	0	0	0	0	0	0	0	0	2	3	112	0	3	3	0	5	3	0	3	1	0	28	0	0	2	0	0	0	725	184	0	2	9	173	0
Precinct 9505 - None	0	2	2	0	0	1	0	0	2	0	1	0	1	0	2	1	0	95	0	1	2	0	4	0	0	2	0	0	14	1	0	1	0	0	0	756	147	-2	2	15	132	0
Precinct 9505 - None	1	0	0	3	0	2	0	0	1	0	0	0	0	1	2	1	2	161	0	7	0	0	4	3	0	8	1	1	37	1	2	0	0	0	0	756	274	0	1	32	241	3
Precinct 9506 - None	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	75	2	3	1	1	5	1	3	0	0	1	25	1	0	0	0	0	0	771	134	0	2	10	122	1
Precinct 9506 - None	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	122	1	8	2	0	7	2	0	1	1	1	47	1	1	0	0	0	0	771	217	1	3	14	199	1
Precinct 9507 - None	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	95	0	6	0	0	1	0	0	1	0	0	48	0	0	0	0	0	0	733	170	1	0	13	156	1
Precinct 9507 - None	1	0	2	0	0	2	3	0	0	0	0	1	0	0	1	0	0	113	0	2	2	0	3	5	0	0	1	0	73	0	0	0	0	0	0	733	218	-2	1	10	209	0
Precinct 9508 - None	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	89	1	1	0	1	8	4	1	1	0	0	58	0	0	0	0	0	0	784	180	0	0	8	172	2
Precinct 9508 - None	0	1	2	0	0	2	0	0	0	0	0	0	0	0	2	0	1	142	0	3	0	0	0	5	0	3	0	0	89	0	0	0	0	0	0	784	258	3	0	5	250	0
Precinct 9509 - None	0	0	5	1	0	4	0	0	1	1	0	0	0	0	1	0	0	82	0	2	2	1	2	3	0	0	0	0	48	0	1	1	0	0	0	719	165	0	1	6	158	3
Precinct 9509 - None	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	141	2	1	0	0	3	5	0	1	0	0	71	0	0	0	0	0	0	719	239	-1	0	10	230	0
Precinct 9511 - None	0	0	0	1	1	2	2	0	1	0	0	1	0	0	0	2	0	63	0	1	2	0	6	3	0	0	2	2	47	0	1	0	0	0	0	600	147	0	0	10	137	0
Precinct 9511 - None	0	1	1	0	1	4	0	0	0	0	0	1	0	0	1	1	1	81	0	3	2	0	2	4	0	1	0	0	59	0	0	0	0	0	0	600	177	2	1	9	165	2
Precinct 9512 - None	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	85	0	4	1	0	6	3	0	0	1	1	45	0	0	0	0	0	0	771	161	0	2	11	148	0
Precinct 9512 - None	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	2	4	130	0	1	0	0	7	3	0	2	0	0	83	3	2	0	0	0	0	771	251	-5	2	11	243	1
Precinct 9513 - None	2	1	2	3	0	1	0	0	1	0	0	0	1	0	1	2	1	105	0	5	0	1	6	1	0	1	0	1	50	0	1	1	0	0	0	864	200	0	0	13	187	0
Precinct 9513 - None	0	0	0	2	0	2	1	0	0	0	0	0	1	0	1	1	1	132	0	2	1	0	4	10	0	0	0	0	79	1	0	0	0	0	0	864	261	5	1	16	239	1
Precinct 9514/9522 - None	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	3	116	1	1	3	1	4	5	0	1	3	1	70	1	0	1	0	0	0	869	229	0	1	10	218	0
Precinct 9514/9522 - None	0	0	4	0	0	0	2	0	0	0	0	1	0	1	1	1	2	147	0	0	1	1	3	6	1	0	0	0	74	0	0	0	0	0	0	869	257	1	2	9	245	0
Precinct 9515 - None	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	88	0	4	2	0	2	4	0	1	0	1	40	0	0	0	0	0	0	685	159	0	0	8	151	0
Precinct 9515 - None	0	0	2	0	0	11	2	0	0	0	0	0	0	0	1	1	2	126	0	0	1	0	4	4	0	1	1	1	66	0	0	0	0	0	0	685	243	0	1	17	225	2
Precinct 9516 - None	2	1	1	0	3	5	1	0	1	1	0	0	2	0	0	0	1	102	1	1	2	2	3	2	2	0	0	1	59	2	2	0	0	0	0	864	206	0	0	9	197	0
Precinct 9516 - None	1	1	4	0	0	3	0	1	1	0	0	0	2	3	0	2	0	155	1	6	2	1	4	4	0	0	0	1	57	4	2	0	0	0	0	864	269	1	2	9	257	2
Precinct 9517 - None	0	0	4	0	0	0	1	1	1	0	0	0	3	1	1	0	0	98	1	5	2	0	1	1	3	1	0	1	55	0	0	0	0	0	0	768	197	0	2	15	180	0
Precinct 9517 - None	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	123	0	1	5	0	3	1	2	0	0	0	71	5	0	5	0	0	0	768	235	1	2	11	221	0
Precinct 9518 - None	0	0	2	2	0	1	0	1	0	0	0	0	1	0	1	0	0	93	0	2	2	0	6	3	0	1	0	0	53	0	1	0	0	0	0	783	180	1	0	9	170	1
Precinct 9518 - None	0	1	1	1	2	3	0	0	0	0	0	0	0	1	1	1	0	126	1	4	7	0	0	5	0	1	3	1	76	0	0	0	0	0	0	783	242	0	0	7	235	0
Precinct 9519 - None	0	0	1	0	0	2	2	0	0	0	0	0	1	2	0	0	0	114	0	3	3	1	6	3	1	1	1	1	57	1	0	1	0	0	0	850	217	0	0	16	201	0
Precinct 9519 - None	0	2	3	0	0	2	3	0	1	0	0	0	0	1	1	0	3	173	0	0	0	0	2	6	0	0	1	0	91	0	0	0	0	0	0	850	294	-1	1	5	289	0
Precinct 9521 - None	0	0	4	0	0	2	1	0	1	1	1	0	1	0	0	1	2	132	2	3	0	0	10	3	0	3	0	2	72	0	0	1	0	0	0	893	254	0	0	10	244	2
Precinct 9521 - None	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	3	2	180	0	1	0	1	2	5	0	0	0	1	74	0	0	0	0	0	0	893	290	3	2	9	276	0
Precinct 9701 - None	0	0	1	0	0	2	0	0	0	0	0	0	0	4	1	1	1	78	1	4	1	0	0	5	0	1	0	0	49	0	0	0	0	0	0	665	156	0	0	7	149	0
Precinct 9701 - None	0	2	1	0	0	4	6	3	0	0	0	0	0	5	0	2	1	112	0	1	6	0	4	6	1	0	0	1	55	2	1	0	0	0	0	665	235	0	1	19	215	2
Precinct 9702 - None	0	2	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	114	0	0	0	0	2	2	0	0	0	1	54	1	0	1	0	0	0	710	194	0	0	10	184	2
Precinct 9702 - None	0	1	1	1	2	4	2	0	0	0	0	0	0	2	0	0	0	122	0	2	4	0	0	1	0	2	1	2	58	1	0	0	0	0	0	710	231	0	0	25	206	0
Precinct 9703 - None	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	2	2	111	0	2	7	0	2	2	2	0	2	1	27	2	2	1	0	0	0	931	182	1	0	10	171	0
Precinct 9703 - None	0	4	2	1	0	11	2	2	0	0	0	0	0	4	2	2	3	216	2	2	2	3	5	6	0	3	1	8	48	3	1	1	0	0	0	931	373	1	2	35	335	1
Precinct 9704 - None	0	0	1	0	0	2	3	0	1	0	0	0	0	2	0	1	1	108	0	4	1	0	1	2	0	2	0	0	46	1	0	1	0	0	0	942	191	0	0	14	177	0
Precinct 9704 - None	0	2	6	1	1	10	2	2	1	0	0	0	1	0	0	1	0	211	0	0	6	0	3	6	1	2	0	0	77	2	0	1	0	0	0	942	354	-1	0	19	336	0
Precinct 9705 - None	0	0	2	0	0	2	1	0	1	0	0	1	0	0	1	0	0	110	1	0	2	0	8	3	0	1	1	2	60	2	0	0	0	0	0	879	208	1	0	9	198	0
Precinct 9705 - None	0	0	2	0	0	5	1	0	0	0	0	1	1	4	0	2	1	186	0	1	2	0	4	3	3	1	0	1	69	3	2	2	0	0	0	879	309	0	1	14	294	0
Precinct 9706 MB - None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	1	2	0	0	0	0	0	5	0	0	0	0	0	0	51	32	0	0	0	32	0
Precinct 9707 - None	0	0	1	0	0	4	2	1	0	0	0	0	0	0	1	1	0	71	0	1	2	0	2	0	1	0	0	3	21	0	1	1	0	0	0	799	121	0	1	7	113	0
Precinct 9707 - None	0	3	2	2	2	6	10	0	1	0	0	0	0	6	2	0	3	209	0	3	16	2	6	10	2	0	4	0	45	2	1	0	0	0	0	799	355	-4	1	19	339	2
Precinct 9708 - None	0	1	0	2	2	0	1	0	3	0	0	0	1	1	0	0	0	109	0	1	2	0	6	2	0	2	2	0	44	3	0	0	0	0	0	919	193	1	1	8	183	1
Precinct 9708 - None	0	2	1	0	0	3	3	0	1	0	1	0	0	4	0	3	0	195	1	2	7	2	2	7	0	3	0	1	56	1	1	0	0	0	0	919	324	2	3	21	298	2
Precinct 9709 - None	0	1	0	2	2	1	3	0	0	0	0	0	0	2	3	2	1	105	1	3	5	2	3	4	0	1	1	1	33	2	1	1	0	0	0	998	196	1	0	15	180	0
Precinct 9709 - None	1	1	0	1	0	5	2	1	2	0	0	0	0	4	4	3	1	221	1	3	8	1	5	8	1	0	1	4	44	0	0	1	0	0	0	998	355	1	2	28	324	1
Precinct 9711 - None	0	2	1	0	1	1	2	1	1	0	0	0	0	0	2	1	0	98	2	2	4	2	4	2	0	0	0	1	28	0	0	3	0	0	0	625	167	0	0	9	158	0
Precinct 9711 - None	0	0	1	2	0	4	3	0	1	0	0	0	0	3	0	1	4	165	2	0	3	0	3	6	1	0	3	2	35	3	0	1	0	0	0	625	254	0	0	11	243	0
Precinct 9712 - None	0	1	0	1	0	4	1	0	1	0	0	0	1	1	1	0	0	82	0	1	1	0	2	2	0	0	0	2	27	0	0	0	0	0	0	651	134	-1	0	5	130	2
Precinct 9712 - None	0	0	0	0	0	9	11	1	0	0	0	0	0	1	2	1	3	188	0	0	4	0	1	0	1	1	0	4	47	1	1	0	0	0	0	651	288	1	0	10	277	1
