Subtotal Area	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN "HAWK" MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	K. PEARCE	VERONIKA FIMBRES	ARMANDO M. ARREOLA	ARMAN SOLTANI	PETER CRAWFORD VALENTINO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted	Writein Votes
Precinct 7621 - Election Day	2	0	0	0	22	0	0	0	2	2	0	1	0	0	1	0	1	8	9	2	30	0	0	1	0	77	0	0	0	0	0	0	1,132	163	0	0	4	159	1
Precinct 7621 - Vote By Mail	1	0	0	0	33	1	0	0	4	0	0	1	0	0	2	0	2	34	22	10	34	0	0	1	0	185	2	0	0	0	0	0	1,132	346	0	9	5	332	0
Precinct 7622 - Election Day	0	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	3	4	6	2	10	0	0	0	0	55	0	0	0	0	0	0	964	99	0	3	1	95	0
Precinct 7622 - Vote By Mail	0	3	1	1	19	0	1	0	4	0	0	0	0	0	0	0	2	15	10	4	19	0	0	0	1	88	1	0	0	0	0	0	964	193	0	10	14	169	0
Precinct 7623 - Election Day	1	0	0	1	8	1	0	0	2	1	0	0	0	0	1	0	0	8	3	1	21	0	0	0	0	62	1	0	0	0	0	0	712	122	0	9	2	111	0
Precinct 7623 - Vote By Mail	0	1	0	1	19	0	2	0	5	0	0	0	0	2	0	0	0	18	10	2	16	0	0	0	0	113	0	0	0	0	0	0	712	196	0	4	3	189	0
Precinct 7624 - Election Day	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	2	7	4	2	8	0	0	0	0	65	0	0	0	0	0	0	905	104	0	0	2	102	0
Precinct 7624 - Vote By Mail	0	0	0	0	10	0	1	0	3	0	0	0	0	0	0	0	2	7	11	0	21	1	0	0	1	122	0	0	0	0	0	0	905	195	0	11	5	179	0
Precinct 7625 - Election Day	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	8	4	5	1	0	0	0	0	38	0	0	0	0	0	0	821	73	0	1	10	62	0
Precinct 7625 - Vote By Mail	0	0	1	1	21	2	1	0	14	0	0	0	0	3	0	0	2	80	26	3	12	0	0	0	0	195	3	0	0	0	0	0	821	415	0	32	19	364	0
Precinct 7626 - Election Day	0	1	0	0	15	0	0	0	3	0	0	0	0	0	1	0	0	8	3	2	12	0	0	0	0	79	0	0	0	0	0	0	1,081	128	0	1	3	124	0
Precinct 7626 - Vote By Mail	1	2	0	0	35	0	0	0	4	1	0	0	0	2	2	0	1	43	19	4	22	0	0	0	1	217	0	0	0	0	0	0	1,081	361	0	3	2	356	2
Precinct 7627 - Election Day	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	1	0	7	9	3	12	0	0	0	0	73	2	0	0	0	0	0	1,075	116	0	0	0	116	0
Precinct 7627 - Vote By Mail	0	0	0	0	30	0	0	0	9	0	0	1	0	1	2	0	0	14	30	10	17	0	0	1	0	197	0	0	0	0	0	0	1,075	319	0	2	5	312	0
Precinct 7628 - Election Day	0	0	0	0	6	0	1	0	2	0	0	1	0	1	2	0	1	5	4	1	30	0	0	0	1	95	0	0	0	0	0	0	906	156	0	4	2	150	0
Precinct 7628 - Vote By Mail	1	0	1	0	21	0	0	0	4	1	0	0	0	0	0	1	1	15	8	10	41	0	0	0	0	141	0	0	0	0	0	0	906	267	0	9	13	245	0
Precinct 7629 - Election Day	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	6	1	3	24	0	0	0	0	57	0	0	0	0	0	0	805	108	0	3	2	103	0
Precinct 7629 - Vote By Mail	0	0	1	0	12	1	1	0	1	0	0	1	0	1	1	0	0	11	12	1	24	0	0	0	0	131	0	0	0	0	0	0	805	206	0	7	1	198	0
Precinct 7631 - Election Day	0	0	0	1	13	0	0	0	1	0	0	1	1	0	0	1	1	11	7	3	20	0	0	0	0	79	0	0	0	0	0	0	1,085	146	0	3	4	139	0
Precinct 7631 - Vote By Mail	0	1	0	0	23	0	0	0	8	0	0	1	0	0	4	0	1	30	21	5	27	0	0	0	0	209	0	0	0	0	0	0	1,085	339	0	5	4	330	0
Precinct 7632 - Election Day	0	0	1	0	19	0	1	0	1	1	0	0	0	0	0	1	1	14	6	2	27	0	0	0	0	83	1	0	0	0	0	0	965	167	0	2	7	158	0
Precinct 7632 - Vote By Mail	0	0	1	0	28	0	0	0	1	0	0	0	0	1	4	2	2	13	9	3	51	0	1	1	1	162	0	0	0	0	0	0	965	286	0	2	4	280	0
Precinct 7633 - Election Day	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	8	9	0	11	0	0	0	0	52	0	0	0	0	0	0	702	90	0	0	1	89	0
Precinct 7633 - Vote By Mail	0	0	0	0	12	0	0	0	4	0	0	0	0	0	1	0	1	45	11	4	17	0	0	0	0	143	0	0	0	0	0	0	702	253	0	8	7	238	0
Precinct 7634 - Election Day	0	0	1	0	6	1	0	0	4	0	0	0	0	1	0	0	1	16	7	0	8	0	0	0	0	67	0	0	0	0	0	0	859	120	0	2	6	112	0
Precinct 7634 - Vote By Mail	0	1	2	0	22	1	0	0	3	0	0	2	2	1	0	0	1	29	20	3	13	0	1	0	0	163	1	0	0	0	0	0	859	291	0	14	12	265	0
Precinct 7635 - Election Day	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	8	7	0	10	0	0	0	0	58	0	0	0	0	0	0	782	89	0	1	0	88	0
Precinct 7635 - Vote By Mail	1	0	1	0	17	0	0	0	4	0	0	0	0	1	1	0	0	19	7	5	32	0	0	0	0	140	0	0	0	0	0	0	782	242	0	7	5	230	2
Precinct 7636 - Election Day	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	1	9	5	4	13	1	1	0	0	83	0	0	0	0	0	0	920	134	0	0	8	126	0
Precinct 7636 - Vote By Mail	0	0	0	0	19	0	0	0	8	0	0	0	0	1	3	0	0	23	14	7	18	0	0	0	0	150	0	0	0	0	0	0	920	251	0	2	6	243	0
Precinct 7637 - Election Day	0	0	0	1	10	0	0	0	1	0	0	0	0	0	0	0	0	9	6	3	8	0	1	0	0	47	0	0	0	0	0	0	732	89	0	0	2	87	1
Precinct 7637 - Vote By Mail	0	0	0	1	16	0	0	0	2	0	0	0	0	1	2	1	1	31	15	6	11	0	0	1	0	151	2	0	0	0	0	0	732	249	0	2	6	241	0
Precinct 7638 - Election Day	0	0	0	1	11	0	0	0	2	0	0	0	0	0	0	0	1	10	17	3	5	0	0	0	0	73	0	0	0	0	0	0	1,365	129	0	4	2	123	0
Precinct 7638 - Vote By Mail	0	0	0	0	41	0	0	1	15	0	0	0	0	2	2	0	1	53	53	5	24	0	0	0	0	288	0	0	0	0	0	0	1,365	492	0	2	5	485	0
Precinct 7639 - Election Day	0	0	0	0	5	1	0	1	2	0	0	0	0	1	0	0	0	8	8	2	6	0	0	0	0	67	1	0	0	0	0	0	962	110	0	3	5	102	0
Precinct 7639 - Vote By Mail	1	0	0	1	24	0	0	1	4	0	0	0	0	3	1	0	0	40	24	7	17	0	0	0	0	189	2	0	0	0	0	0	962	319	0	2	3	314	0
Precinct 7641 - Election Day	0	0	0	0	9	0	0	0	0	0	0	1	0	2	0	0	0	7	13	1	10	0	0	0	0	70	0	0	0	0	0	0	931	114	0	0	1	113	0
Precinct 7641 - Vote By Mail	1	1	2	0	24	0	0	0	16	0	1	0	0	0	4	0	0	35	30	6	27	0	0	0	0	218	3	0	0	0	0	0	931	374	0	0	6	368	0
Precinct 7642 - Election Day	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	3	2	3	5	0	0	0	0	60	0	0	0	0	0	0	909	84	0	1	3	80	0
Precinct 7642 - Vote By Mail	0	4	0	0	22	0	0	0	3	0	0	0	0	1	0	0	2	13	24	5	18	0	0	0	0	166	0	0	0	0	0	0	909	268	0	3	7	258	0
Precinct 7643 - Election Day	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	9	4	0	4	0	0	0	0	72	0	0	0	0	0	0	871	99	0	2	4	93	0
Precinct 7643 - Vote By Mail	0	0	0	1	22	0	0	0	12	0	0	0	0	1	4	1	4	54	17	3	25	1	0	0	0	195	0	0	0	0	0	0	871	355	0	8	7	340	0
Precinct 7644 - Election Day	0	1	1	0	15	0	0	0	1	0	0	0	0	1	0	0	1	18	2	3	22	0	0	0	0	86	0	0	0	0	0	0	1,082	156	0	1	4	151	0
Precinct 7644 - Vote By Mail	1	1	0	1	32	1	0	0	3	0	0	0	0	0	2	0	2	31	14	5	21	0	0	0	2	166	1	0	0	0	0	0	1,082	291	0	3	5	283	0
Precinct 7645 - Election Day	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	9	10	3	2	0	0	0	0	31	0	0	0	0	0	0	631	63	0	1	2	60	0
Precinct 7645 - Vote By Mail	0	1	0	2	20	0	0	0	0	0	0	0	0	2	2	0	0	10	25	5	11	0	0	1	0	154	0	0	0	0	0	0	631	241	0	2	6	233	0
Precinct 7646 - Election Day	0	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	1	11	2	5	12	0	0	1	0	62	0	0	0	0	0	0	1,035	110	0	1	6	103	0
Precinct 7646 - Vote By Mail	0	1	1	0	26	1	0	0	5	0	0	0	0	2	0	0	1	29	24	9	21	0	0	0	1	197	0	0	0	0	0	0	1,035	326	0	1	6	319	1
Precinct 7647 - Election Day	0	0	2	0	14	1	1	0	4	0	0	0	0	0	1	0	0	8	3	1	10	0	1	0	1	53	2	0	0	0	0	0	1,027	107	0	3	2	102	0
Precinct 7647 - Vote By Mail	0	0	3	1	15	0	0	0	2	0	0	0	0	0	0	0	1	10	2	2	19	0	0	2	0	117	0	0	0	0	0	0	1,027	185	0	6	5	174	0
Precinct 7648 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Precinct 7649 - Election Day	0	0	3	0	11	0	0	0	1	2	0	1	0	1	0	1	0	6	1	1	14	0	0	0	0	47	0	0	0	0	0	0	877	97	0	4	4	89	0
Precinct 7649 - Vote By Mail	0	1	3	0	16	0	0	0	13	0	0	1	0	1	0	0	1	24	9	2	26	0	0	1	0	121	2	0	0	0	0	0	877	234	0	7	5	222	1
Precinct 7651 - Election Day	0	0	1	0	5	0	0	0	0	0	0	0	0	0	2	0	1	2	3	2	2	0	0	0	0	29	0	0	0	0	0	0	555	48	0	1	0	47	0
Precinct 7651 - Vote By Mail	0	1	0	0	11	0	0	0	2	0	0	0	0	1	1	0	0	22	8	6	7	0	1	0	0	90	0	0	0	0	0	0	555	155	0	1	4	150	0
Precinct 7652 - Election Day	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	6	0	1	0	0	39	1	0	0	0	0	0	580	68	0	2	0	66	0
Precinct 7652 - Vote By Mail	0	0	1	0	15	0	0	1	4	0	0	0	0	0	0	0	0	10	3	2	13	0	0	0	0	109	0	0	0	0	0	0	580	163	0	4	1	158	0
Precinct 7653 - Election Day	0	0	0	1	13	0	0	0	2	0	0	1	1	0	0	0	1	12	4	7	11	0	0	1	0	78	1	0	0	0	0	0	1,092	137	0	1	3	133	0
Precinct 7653 - Vote By Mail	0	0	1	0	32	0	0	0	3	0	0	4	0	2	0	1	0	20	18	10	18	0	0	0	0	206	1	0	0	0	0	0	1,092	321	0	2	3	316	0
Precinct 7701 - Election Day	0	0	1	0	15	0	0	0	2	1	0	0	0	0	0	0	2	12	16	1	34	0	0	0	1	131	1	0	0	0	0	0	1,012	225	0	1	7	217	0
Precinct 7701 - Vote By Mail	1	1	1	0	33	0	0	0	7	0	0	0	1	4	1	0	0	31	27	6	39	0	0	0	0	220	0	0	0	0	0	0	1,012	383	0	2	9	372	0
Precinct 7702 - Election Day	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	1	10	14	1	13	0	0	0	0	60	1	0	0	0	0	0	704	117	0	0	3	114	0
Precinct 7702 - Vote By Mail	0	0	1	2	26	2	0	0	5	0	0	0	0	0	2	0	1	28	33	5	15	0	0	0	0	169	0	0	0	0	0	0	704	302	0	6	7	289	0
Precinct 7703 MB - Vote By Mail	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	1	0	0	0	42	1	0	0	0	0	0	172	66	0	7	2	57	0
Precinct 7704 - Election Day	1	0	2	0	14	0	0	0	6	0	0	0	0	0	0	0	1	15	22	4	11	0	0	0	0	126	3	0	0	0	0	0	977	208	0	0	3	205	0
Precinct 7704 - Vote By Mail	1	1	2	1	23	2	0	0	9	0	0	0	0	1	2	0	2	31	55	2	20	0	0	0	0	233	0	0	0	0	0	0	977	396	0	3	7	386	1
Precinct 7705 - Election Day	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	14	10	0	4	0	0	1	0	76	0	0	0	0	0	0	547	123	0	1	1	121	0
Precinct 7705 - Vote By Mail	0	0	1	0	17	1	0	0	6	0	2	0	0	0	1	0	0	14	20	5	13	0	0	0	1	139	0	0	0	0	0	0	547	227	0	2	5	220	0
Precinct 7706 - Election Day	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	11	22	0	24	0	0	0	1	111	1	0	0	0	0	0	821	189	0	0	2	187	0
Precinct 7706 - Vote By Mail	1	0	1	0	29	0	0	0	5	0	2	0	0	4	3	0	1	26	33	4	29	0	0	0	0	198	0	0	0	0	0	0	821	341	0	1	4	336	0
Precinct 7707 - Election Day	0	0	1	0	17	0	0	0	0	0	0	0	0	2	0	0	0	12	20	0	19	0	0	0	0	124	0	0	0	0	0	0	839	200	0	2	3	195	0
Precinct 7707 - Vote By Mail	1	0	0	0	28	0	0	0	3	1	0	0	0	1	0	0	0	31	31	2	28	0	0	0	0	245	1	0	0	0	0	0	839	379	0	3	4	372	0
Precinct 7708 - Election Day	1	0	0	0	19	1	0	0	1	0	0	0	0	0	0	0	0	10	15	3	11	0	0	0	0	114	1	0	0	0	0	0	860	181	0	1	3	177	1
Precinct 7708 - Vote By Mail	2	0	0	1	40	0	0	0	8	0	0	1	0	0	1	0	3	43	26	2	31	1	0	0	0	232	0	0	0	0	0	0	860	400	0	5	4	391	0
Precinct 7709 - Election Day	0	0	1	0	7	0	0	0	2	0	0	0	0	0	1	0	1	9	4	0	11	1	0	0	0	46	0	0	0	0	0	0	383	85	0	0	2	83	0
Precinct 7709 - Vote By Mail	0	0	1	0	19	0	0	0	4	0	0	0	0	0	0	0	0	8	11	3	29	0	0	0	0	95	0	0	0	0	0	0	383	174	0	1	3	170	0
Precinct 7711 - Election Day	0	0	2	0	16	0	0	0	1	0	0	0	0	0	0	0	1	17	5	1	20	0	0	1	0	95	0	0	0	0	0	0	772	162	0	2	1	159	0
Precinct 7711 - Vote By Mail	0	0	6	0	34	2	0	0	10	0	1	1	0	0	1	1	1	30	16	1	31	0	0	0	1	194	2	0	1	0	0	0	772	344	0	3	8	333	0
Precinct 7712 - Election Day	2	0	1	0	10	0	0	0	2	0	0	1	0	2	0	0	0	13	7	0	18	0	2	0	1	71	0	0	0	0	0	0	524	131	0	0	1	130	0
Precinct 7712 - Vote By Mail	1	0	2	4	18	0	0	0	2	0	0	0	0	1	0	0	1	19	10	4	32	3	1	4	1	118	0	0	1	0	0	0	524	230	0	4	4	222	0
Precinct 7801 - Election Day	0	0	1	0	28	0	0	0	1	0	0	0	0	0	0	1	0	16	5	1	33	0	0	0	0	140	0	0	0	0	0	0	970	230	0	1	3	226	0
Precinct 7801 - Vote By Mail	0	0	0	0	36	0	0	0	4	0	1	0	0	0	3	0	0	15	16	7	48	0	0	0	0	283	0	0	0	0	0	0	970	424	0	5	6	413	0
Precinct 7802 - Election Day	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	15	2	2	30	0	0	0	0	132	1	0	0	0	0	0	762	205	0	4	3	198	0
Precinct 7802 - Vote By Mail	0	1	1	0	22	0	0	0	2	0	0	1	0	1	1	1	0	10	11	7	37	0	0	1	0	208	1	0	0	0	0	0	762	313	0	3	5	305	0
Precinct 7803 - Election Day	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	25	0	0	0	0	91	0	0	0	0	0	0	823	143	0	0	1	142	0
Precinct 7803 - Vote By Mail	1	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	27	19	3	38	0	0	0	0	276	0	0	0	0	0	0	823	412	0	2	5	405	0
Precinct 7804 - Election Day	1	0	1	0	23	0	0	1	3	0	0	0	0	1	1	0	0	8	3	0	32	0	0	1	0	155	0	0	0	0	0	0	891	236	0	1	5	230	0
Precinct 7804 - Vote By Mail	2	1	1	0	40	0	0	0	1	0	0	0	0	2	1	1	0	23	9	0	29	0	0	0	0	278	0	0	0	0	0	0	891	394	0	0	6	388	0
Precinct 7805 - Election Day	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	33	0	1	0	0	118	0	0	0	0	0	0	785	176	0	1	0	175	0
Precinct 7805 - Vote By Mail	3	0	2	0	31	0	0	0	2	0	0	0	0	1	1	0	0	16	7	3	34	0	0	0	0	236	1	0	0	0	0	0	785	348	0	5	6	337	0
Precinct 7806 - Election Day	0	0	2	0	15	0	0	0	0	1	0	0	0	0	1	0	1	9	0	4	35	0	0	0	0	89	0	0	0	0	0	0	699	163	0	2	4	157	0
Precinct 7806 - Vote By Mail	0	1	1	0	26	0	0	0	2	0	0	0	0	3	0	0	1	12	10	4	43	0	0	0	0	173	1	0	0	0	0	0	699	283	0	2	4	277	0
Precinct 7807 - Election Day	1	0	0	0	28	0	0	0	1	0	0	0	0	0	1	0	0	6	2	1	45	0	0	0	0	138	0	0	0	0	0	0	796	228	0	0	5	223	0
Precinct 7807 - Vote By Mail	0	0	1	0	31	0	0	0	1	0	0	1	1	0	2	0	1	15	5	5	37	0	0	0	0	166	0	0	0	0	0	0	796	273	0	0	6	267	1
Precinct 7808 - Election Day	2	0	0	0	13	0	0	0	0	0	0	0	0	3	1	0	3	11	1	2	17	0	0	0	1	119	0	0	0	0	0	0	655	178	0	3	2	173	0
Precinct 7808 - Vote By Mail	0	1	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	16	4	3	47	0	0	0	0	136	0	0	0	0	0	0	655	243	0	3	4	236	0
Precinct 7809 - Election Day	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	1	6	2	3	24	0	0	0	0	97	0	0	0	0	0	0	742	160	0	5	2	153	0
Precinct 7809 - Vote By Mail	3	0	0	0	25	0	0	0	3	0	0	0	0	1	0	0	1	11	2	3	33	0	0	0	0	179	0	0	0	0	0	0	742	267	0	4	2	261	0
Precinct 7811 - Election Day	0	0	3	0	11	0	0	0	2	1	0	0	0	0	0	0	1	8	4	1	45	0	0	0	0	105	0	0	0	0	0	0	726	186	0	0	5	181	0
Precinct 7811 - Vote By Mail	0	0	2	0	24	0	0	0	1	1	0	0	0	1	0	0	0	16	5	3	48	0	1	0	0	133	1	0	0	0	0	0	726	243	0	1	6	236	0
Precinct 7812 - Election Day	0	0	2	1	19	0	0	0	3	0	0	0	0	0	0	0	0	19	13	1	42	0	0	0	0	102	0	0	0	0	0	0	843	207	0	2	3	202	0
Precinct 7812 - Vote By Mail	1	1	3	0	26	0	0	0	4	0	0	0	0	1	0	0	1	19	5	2	33	1	0	0	0	186	0	0	0	0	0	0	843	292	0	5	4	283	0
Precinct 7813 - Election Day	1	0	0	1	21	0	0	0	1	0	0	0	0	1	0	0	1	16	2	1	53	0	0	0	0	142	2	0	0	0	0	0	988	251	0	0	9	242	0
Precinct 7813 - Vote By Mail	0	0	2	0	39	0	1	0	0	3	0	0	0	1	2	0	0	13	8	3	56	0	0	1	0	220	1	0	0	0	0	0	988	362	0	5	7	350	0
Precinct 7814 - Election Day	1	0	1	0	14	2	0	0	1	1	0	0	0	0	0	1	2	11	6	1	35	0	1	0	4	80	1	0	0	0	0	0	892	173	0	5	6	162	0
Precinct 7814 - Vote By Mail	0	0	1	0	24	0	0	1	6	0	0	0	0	1	1	2	0	18	5	4	28	0	0	0	0	126	0	0	0	0	0	0	892	223	0	3	3	217	0
Precinct 7815 - Election Day	0	0	1	0	7	0	0	0	2	0	0	0	0	0	0	1	1	4	6	0	21	0	0	0	0	131	1	0	0	0	0	0	914	178	0	0	3	175	0
Precinct 7815 - Vote By Mail	3	1	1	0	32	0	0	0	5	0	0	0	0	0	3	0	0	19	4	6	45	0	1	0	0	282	0	0	0	0	0	0	914	407	0	3	2	402	0
Precinct 7816 - Election Day	0	0	2	0	24	0	0	0	0	0	0	1	0	1	0	0	0	12	6	1	27	0	0	0	0	127	0	0	0	0	0	0	858	202	0	0	1	201	0
Precinct 7816 - Vote By Mail	0	0	1	1	44	0	0	0	1	0	0	0	1	0	0	0	0	11	8	0	26	0	0	0	0	290	0	0	0	0	0	0	858	390	0	1	6	383	0
Precinct 7817 - Election Day	1	1	1	0	17	0	0	0	2	0	0	1	0	0	0	0	1	13	2	1	32	0	0	0	0	143	0	0	0	0	0	0	795	215	0	0	0	215	0
Precinct 7817 - Vote By Mail	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	18	4	3	58	0	0	0	1	189	0	0	0	0	0	0	795	309	0	0	7	302	0
Precinct 7818 - Election Day	0	1	1	0	19	0	0	0	0	0	0	0	0	0	0	0	1	9	2	3	23	0	0	0	0	110	0	0	0	0	0	0	823	172	0	1	2	169	0
Precinct 7818 - Vote By Mail	1	1	0	0	38	0	0	0	3	0	0	0	0	0	2	0	1	13	3	2	51	0	0	0	0	212	0	0	0	0	0	0	823	335	0	5	3	327	0
Precinct 7819 - Election Day	1	1	0	0	15	0	0	0	1	0	0	0	0	0	2	0	0	6	5	1	37	0	0	0	0	93	0	0	0	0	0	0	760	169	0	4	3	162	0
Precinct 7819 - Vote By Mail	0	0	3	2	26	0	0	0	5	0	0	1	0	4	1	0	0	20	5	6	39	0	0	0	0	170	0	0	0	0	0	0	760	297	0	7	7	283	1
Precinct 7821 - Election Day	0	0	0	0	22	0	0	0	1	0	0	2	0	0	1	0	0	10	0	3	32	0	0	2	0	152	0	0	0	0	0	0	947	229	0	0	4	225	0
Precinct 7821 - Vote By Mail	1	0	1	0	39	0	0	0	2	0	0	1	0	1	2	1	0	25	15	5	48	0	0	0	0	286	0	0	0	0	0	0	947	439	0	2	10	427	0
Precinct 7822 - Election Day	0	0	0	0	21	0	0	0	1	0	0	0	0	1	0	1	1	10	8	5	46	0	0	0	0	149	0	0	0	0	0	0	927	244	0	0	1	243	0
Precinct 7822 - Vote By Mail	1	1	0	0	22	0	0	0	2	0	0	0	0	1	0	0	0	10	16	3	31	0	0	0	0	238	0	0	1	0	0	0	927	343	0	5	11	327	1
Precinct 7823 - Election Day	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	38	0	1	0	0	159	0	0	0	0	0	0	857	237	0	2	3	232	0
Precinct 7823 - Vote By Mail	4	0	0	0	19	0	0	1	2	0	0	0	0	0	1	0	0	23	6	3	38	0	0	0	0	243	0	0	0	0	0	0	857	347	0	4	3	340	0
Precinct 7824 - Election Day	1	0	0	0	8	0	0	0	1	0	0	0	1	1	0	1	0	12	5	1	26	0	0	0	2	108	0	0	0	0	0	0	756	170	0	1	1	168	1
Precinct 7824 - Vote By Mail	1	0	0	0	32	0	1	0	4	0	0	0	0	0	1	1	0	18	5	2	38	0	0	0	0	166	0	0	0	0	0	0	756	274	0	2	3	269	0
Precinct 7825 - Election Day	0	0	0	0	14	1	0	0	1	0	0	1	0	0	2	0	0	7	4	1	28	0	0	0	0	95	0	0	0	0	0	0	580	160	0	3	3	154	0
Precinct 7825 - Vote By Mail	1	0	1	0	13	0	1	0	1	0	0	0	0	0	0	0	0	16	8	3	37	0	1	0	0	126	0	0	0	0	0	0	580	215	0	4	3	208	0
Precinct 7826 - Election Day	1	0	1	0	29	0	0	0	0	1	0	0	0	0	0	0	1	11	6	1	45	0	0	0	0	113	1	0	0	0	0	0	665	214	0	1	3	210	0
Precinct 7826 - Vote By Mail	1	0	0	0	15	0	0	0	1	0	0	0	0	1	0	1	0	12	7	0	48	0	0	0	1	102	0	0	0	0	0	0	665	194	0	1	4	189	0
Precinct 7827 - Election Day	2	0	0	1	19	0	0	0	0	1	0	0	0	1	0	0	2	12	3	4	49	0	0	0	0	91	0	0	0	0	0	0	828	199	0	4	10	185	0
Precinct 7827 - Vote By Mail	2	0	1	0	23	1	0	0	5	0	0	0	0	0	2	0	1	18	8	3	62	0	0	0	0	117	0	0	0	0	0	0	828	252	0	5	3	244	1
Precinct 7828 - Election Day	0	0	1	0	19	0	0	0	1	1	0	0	0	2	0	0	2	7	8	0	20	1	0	1	0	139	1	0	0	0	0	0	976	205	0	1	1	203	0
Precinct 7828 - Vote By Mail	1	1	1	0	36	0	0	0	8	0	1	0	0	0	1	0	1	15	14	2	35	0	0	0	1	269	0	0	1	0	0	0	976	397	0	1	8	388	1
Precinct 7829 - Election Day	3	0	0	0	25	0	0	0	1	0	0	1	0	1	0	0	1	9	6	0	26	0	0	0	0	125	0	0	0	0	0	0	882	199	0	0	1	198	0
Precinct 7829 - Vote By Mail	1	1	0	0	29	0	0	0	1	0	0	1	0	0	1	0	1	14	17	1	28	0	0	0	0	284	0	0	0	0	0	0	882	391	0	2	10	379	0
Precinct 7831 - Election Day	1	0	0	0	17	0	1	0	0	0	0	0	0	1	0	0	1	6	2	1	26	0	0	0	0	140	2	0	0	0	0	0	828	202	0	0	4	198	0
Precinct 7831 - Vote By Mail	0	1	0	1	34	0	0	0	3	0	0	0	0	0	1	0	1	15	6	1	31	0	0	1	0	269	1	0	0	0	0	0	828	369	0	1	3	365	0
Precinct 7832 - Election Day	1	0	0	0	17	0	1	0	1	0	0	0	0	0	0	0	1	6	7	1	17	0	0	0	0	106	1	0	0	0	0	0	781	162	0	0	2	160	1
Precinct 7832 - Vote By Mail	1	0	1	0	31	1	0	0	1	0	0	0	0	1	0	0	0	16	11	3	31	0	0	0	0	241	0	0	0	0	0	0	781	343	0	4	0	339	1
Precinct 7833 - Election Day	1	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0	0	9	4	5	40	0	0	0	0	99	0	0	0	0	0	0	745	182	0	1	3	178	0
Precinct 7833 - Vote By Mail	1	1	0	0	21	0	0	0	3	0	0	0	0	0	1	0	0	11	7	2	68	0	0	0	0	147	0	0	0	0	0	0	745	271	0	5	4	262	0
Precinct 7834 - Election Day	2	0	2	0	24	0	0	0	0	0	0	0	0	1	0	0	1	9	5	0	57	0	1	0	0	118	0	0	0	0	0	0	836	225	0	1	3	221	1
Precinct 7834 - Vote By Mail	2	0	2	0	36	0	2	0	0	0	0	0	0	0	1	0	0	12	2	3	72	0	0	0	0	148	0	0	0	0	0	0	836	288	0	2	6	280	0
Precinct 7835 - Election Day	0	0	0	0	12	0	0	0	1	0	0	0	0	1	0	1	0	16	6	3	20	0	0	0	0	108	1	0	0	0	0	0	808	175	0	1	5	169	0
