Subtotal Area	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN "HAWK" MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	K. PEARCE	VERONIKA FIMBRES	ARMANDO M. ARREOLA	ARMAN SOLTANI	PETER CRAWFORD VALENTINO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted	Writein Votes
All Precincts	824	267	821	550	22,211	172	140	38	5,327	206	56	266	87	632	552	300	543	21,711	15,977	3,135	28,240	153	188	194	336	140,264	701	0	25	0	0	1	481,991	253,583	0	4,174	5,272	244,137	220
All Precincts - Election Day	373	109	379	138	8,284	57	72	17	1,159	101	16	122	33	241	188	133	273	6,125	5,176	1,128	12,458	51	107	67	181	49,630	247	0	7	0	0	1	481,991	89,756	0	966	1,819	86,971	98
All Precincts - Vote By Mail	451	158	442	412	13,927	115	68	21	4,168	105	40	144	54	391	364	167	270	15,586	10,801	2,007	15,782	102	81	127	155	90,634	454	0	18	0	0	0	481,991	163,827	0	3,208	3,453	157,166	122
Precinct 1101 - Election Day	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	9	0	0	0	0	50	0	0	0	0	0	0	544	83	0	1	1	81	0
Precinct 1101 - Vote By Mail	0	0	0	0	18	0	0	0	2	0	0	0	0	0	1	0	0	25	20	2	13	0	0	0	0	108	3	0	0	0	0	0	544	198	0	4	2	192	0
Precinct 1102 - Election Day	0	0	1	0	28	1	0	0	3	0	0	0	0	0	1	0	0	9	10	1	24	0	0	0	1	102	1	0	0	0	0	0	964	188	0	3	3	182	0
Precinct 1102 - Vote By Mail	2	0	1	0	45	0	1	0	16	0	0	0	2	0	0	1	0	22	27	5	30	0	0	0	0	169	1	0	0	0	0	0	964	337	0	8	7	322	0
Precinct 1103 - Election Day	0	1	0	0	9	0	0	0	3	0	0	0	0	0	0	2	0	14	9	1	18	0	0	1	2	100	0	0	0	0	0	0	914	163	0	2	1	160	0
Precinct 1103 - Vote By Mail	2	0	1	2	26	0	0	0	17	0	0	0	0	0	1	1	0	31	34	3	31	1	0	0	0	185	1	0	0	0	0	0	914	348	0	6	6	336	0
Precinct 1104/1105 - Election Day	2	1	1	1	16	0	0	0	7	0	0	0	0	1	0	1	0	9	17	2	22	0	0	0	0	81	2	0	0	0	0	0	953	167	0	3	1	163	0
Precinct 1104/1105 - Vote By Mail	1	0	2	5	37	1	0	0	15	0	0	0	0	0	0	2	0	32	12	4	26	1	0	0	0	143	1	0	0	0	0	0	953	292	0	7	3	282	0
Precinct 1106 - Election Day	1	0	0	1	10	0	0	0	1	0	0	0	0	1	0	0	0	17	12	2	11	0	0	0	0	52	0	0	0	0	0	0	740	113	0	3	2	108	0
Precinct 1106 - Vote By Mail	1	1	1	0	14	1	0	0	15	1	0	0	0	1	0	0	0	15	25	6	19	1	0	0	0	117	2	0	0	0	0	0	740	231	0	6	5	220	0
Precinct 1107 - Election Day	1	0	0	0	6	0	0	0	3	0	0	0	0	1	0	0	0	9	5	1	8	0	0	0	1	62	0	0	0	0	0	0	721	101	0	1	3	97	0
Precinct 1107 - Vote By Mail	1	1	2	0	15	0	1	0	11	0	0	0	0	0	0	0	0	27	15	2	12	0	0	0	1	135	1	0	0	0	0	0	721	240	0	8	7	225	1
Precinct 1108 - Election Day	1	0	0	2	11	0	0	0	2	0	0	1	0	1	1	0	0	16	2	2	19	0	0	0	0	90	1	0	0	0	0	0	882	156	0	0	7	149	0
Precinct 1108 - Vote By Mail	1	0	0	2	29	0	0	0	10	0	0	1	1	0	2	0	0	38	14	2	26	0	0	0	1	191	0	0	0	0	0	0	882	328	0	6	4	318	0
Precinct 1109 - Election Day	0	0	3	1	9	0	0	0	1	0	0	0	0	1	0	0	0	9	9	2	14	0	0	0	0	69	0	0	0	0	0	0	758	124	0	4	2	118	0
Precinct 1109 - Vote By Mail	3	1	0	6	9	0	0	0	18	0	0	0	0	2	0	0	0	35	21	1	18	1	0	2	0	132	1	0	0	0	0	0	758	265	0	5	9	251	1
Precinct 1111 - Election Day	0	0	2	0	16	0	0	0	4	0	0	0	0	0	0	0	0	9	3	1	21	0	0	0	0	68	0	0	0	0	0	0	938	132	0	1	7	124	0
Precinct 1111 - Vote By Mail	1	0	1	6	15	2	0	0	18	0	0	0	0	1	0	0	0	41	23	5	25	0	0	0	0	166	1	0	0	0	0	0	938	330	0	7	17	306	1
Precinct 1112 - Election Day	0	0	1	0	14	0	0	0	2	1	0	0	0	0	0	0	0	13	1	1	8	0	0	0	0	46	0	0	0	0	0	0	702	96	0	8	1	87	0
Precinct 1112 - Vote By Mail	0	0	0	4	11	0	0	0	6	0	0	0	0	1	0	0	0	35	15	6	14	0	1	0	0	110	0	0	0	0	0	0	702	221	0	9	8	204	1
Precinct 1113 - Election Day	0	0	1	0	6	0	0	0	4	0	0	1	0	1	0	0	0	8	5	1	13	1	0	0	0	40	0	0	0	0	0	0	701	82	0	1	0	81	0
Precinct 1113 - Vote By Mail	0	0	5	2	23	0	0	0	17	0	0	0	0	1	0	0	1	48	23	2	25	1	0	2	1	108	1	0	0	0	0	0	701	272	0	9	3	260	0
Precinct 1114 - Election Day	0	0	1	1	15	0	1	0	0	0	0	0	0	0	0	2	0	16	12	1	17	0	0	0	0	63	0	0	0	0	0	0	915	139	0	7	3	129	0
Precinct 1114 - Vote By Mail	1	2	0	1	30	0	0	0	9	0	0	0	0	1	0	0	0	33	28	5	32	0	0	0	0	117	0	0	0	0	0	0	915	280	0	12	9	259	0
Precinct 1115 - Election Day	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	1	0	13	3	3	10	0	0	0	1	52	1	0	0	0	0	0	835	97	0	0	1	96	0
Precinct 1115 - Vote By Mail	0	1	1	3	19	0	1	0	18	0	0	2	0	1	1	0	2	43	18	3	17	0	0	1	0	127	0	0	0	0	0	0	835	279	0	9	12	258	0
Precinct 1116 - Election Day	0	0	1	0	12	0	0	0	1	1	1	0	0	0	1	0	0	8	3	3	16	0	0	0	2	84	1	0	0	0	0	0	842	141	0	3	4	134	0
Precinct 1116 - Vote By Mail	0	0	0	0	23	0	0	0	15	1	0	1	0	0	0	0	0	34	20	4	22	0	0	0	1	133	0	0	0	0	0	0	842	275	0	13	8	254	0
Precinct 1117 - Election Day	1	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	3	10	7	4	11	0	0	0	0	79	0	0	0	0	0	0	827	138	0	2	4	132	0
Precinct 1117 - Vote By Mail	0	1	0	2	24	0	0	0	18	0	0	0	0	1	0	0	0	26	10	4	20	0	0	1	0	117	2	0	0	0	0	0	827	240	0	8	5	227	1
Precinct 1118 - Election Day	2	1	2	2	23	0	0	0	3	0	0	0	0	1	0	2	2	16	4	2	20	0	0	0	0	72	0	0	0	0	0	0	974	158	0	2	4	152	0
Precinct 1118 - Vote By Mail	0	0	0	0	33	1	0	0	17	0	0	0	0	0	0	2	0	26	21	1	25	0	0	1	0	178	0	0	0	0	0	0	974	335	0	19	11	305	0
Precinct 1119 - Election Day	0	0	0	0	13	0	0	0	1	0	0	1	0	0	0	0	0	3	4	1	10	0	0	0	0	59	0	0	0	0	0	0	745	97	0	3	2	92	0
Precinct 1119 - Vote By Mail	0	0	1	0	36	2	0	0	14	0	0	0	0	2	0	0	0	17	21	6	19	0	0	0	1	143	0	0	0	0	0	0	745	274	0	6	6	262	0
Precinct 1121 - Election Day	1	0	0	1	7	0	0	0	3	2	0	0	0	1	0	0	1	12	12	1	10	0	0	0	1	46	0	0	0	0	0	0	653	104	0	3	3	98	0
Precinct 1121 - Vote By Mail	1	0	3	0	7	0	1	0	9	0	0	0	0	0	0	0	0	33	21	6	15	0	0	0	1	110	1	0	0	0	0	0	653	221	0	4	9	208	0
Precinct 1122 - Election Day	0	0	0	1	5	0	0	0	2	1	0	0	0	2	0	0	0	4	5	1	4	0	0	0	0	40	2	0	0	0	0	0	607	69	0	1	1	67	0
Precinct 1122 - Vote By Mail	0	0	0	7	13	0	0	1	13	0	0	0	0	0	1	0	0	40	15	1	13	0	0	0	0	89	5	0	0	0	0	0	607	213	0	7	8	198	0
Precinct 1123 - Election Day	1	0	0	1	10	0	0	0	3	2	0	0	0	0	1	0	1	4	4	1	13	0	1	0	0	73	0	0	0	0	0	0	876	118	0	3	0	115	0
Precinct 1123 - Vote By Mail	0	0	1	2	25	0	0	0	20	0	0	0	0	1	0	0	0	24	14	6	15	0	0	0	1	126	1	0	0	0	0	0	876	254	0	11	6	237	1
Precinct 1124 - Election Day	0	1	1	0	16	0	0	0	4	0	0	0	0	0	0	0	1	8	3	0	7	0	0	0	1	57	1	0	0	0	0	0	773	109	0	3	5	101	1
Precinct 1124 - Vote By Mail	0	0	1	1	27	0	0	0	12	1	0	0	0	2	0	1	0	24	6	1	7	0	0	1	0	99	1	0	0	0	0	0	773	200	0	12	4	184	0
Precinct 1125 - Election Day	0	1	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	4	3	1	11	0	0	0	1	45	0	0	0	0	0	0	987	80	0	0	2	78	0
Precinct 1125 - Vote By Mail	0	0	0	1	29	1	1	0	24	0	0	0	0	2	0	0	0	41	28	3	9	0	1	0	0	164	1	0	0	0	0	0	987	329	0	13	11	305	0
Precinct 1126 - Election Day	0	0	2	0	14	0	0	0	0	1	0	1	0	0	0	0	0	5	2	2	9	0	0	0	0	50	1	0	0	0	0	0	900	92	0	3	2	87	0
Precinct 1126 - Vote By Mail	1	0	0	2	27	0	1	0	10	0	1	0	1	0	0	1	0	33	17	4	11	0	0	1	0	161	3	0	0	0	0	0	900	292	0	12	4	276	2
Precinct 1127 - Election Day	0	0	2	1	11	0	2	0	1	0	0	0	0	0	0	0	0	11	13	2	16	0	0	1	1	72	1	0	0	0	0	0	875	141	0	2	4	135	1
Precinct 1127 - Vote By Mail	1	0	4	4	12	0	0	0	14	0	0	0	0	0	0	0	0	26	34	5	16	0	1	0	0	139	2	0	0	0	0	0	875	277	0	10	9	258	0
Precinct 1128 - Election Day	1	0	1	0	11	0	0	0	6	0	0	0	1	0	0	0	0	7	9	1	6	1	0	0	0	54	0	0	0	0	0	0	813	104	0	4	2	98	0
Precinct 1128 - Vote By Mail	0	0	0	0	23	0	2	0	14	2	1	1	1	1	1	0	0	25	29	2	8	1	0	0	2	112	3	0	0	0	0	0	813	246	0	14	4	228	0
Precinct 1129 - Election Day	2	0	0	0	18	0	1	0	1	0	0	1	0	0	1	0	0	8	11	0	8	0	2	1	1	58	2	0	0	0	0	0	924	120	0	3	2	115	0
Precinct 1129 - Vote By Mail	0	0	0	1	26	0	2	0	20	0	0	0	0	0	0	0	0	38	17	5	18	1	0	0	1	126	3	0	0	0	0	0	924	274	0	13	2	259	1
Precinct 1131 - Election Day	1	0	1	0	16	0	1	0	1	0	0	0	0	0	0	0	0	10	11	0	4	0	0	0	0	38	0	0	0	0	0	0	783	85	0	1	1	83	0
Precinct 1131 - Vote By Mail	0	0	0	5	22	0	0	0	14	0	0	0	0	1	0	0	0	46	23	5	11	2	0	0	0	135	2	0	0	0	0	0	783	288	0	16	5	267	1
Precinct 1132 - Election Day	1	1	3	2	8	0	0	0	1	0	0	0	0	1	0	0	0	9	6	2	13	1	0	0	0	60	0	0	0	0	0	0	910	112	0	1	3	108	0
Precinct 1132 - Vote By Mail	0	0	2	2	25	0	1	0	18	0	0	0	0	1	0	1	0	40	38	1	15	1	0	0	0	141	3	0	0	0	0	0	910	324	0	17	18	289	0
Precinct 1133 - Election Day	0	0	3	0	11	0	0	0	2	0	0	0	0	0	0	0	0	10	8	0	7	0	0	1	0	52	0	0	0	0	0	0	826	99	0	2	3	94	0
Precinct 1133 - Vote By Mail	0	0	1	2	24	1	1	0	6	0	0	0	1	0	0	0	0	29	24	3	26	0	0	0	0	156	0	0	0	0	0	0	826	292	0	9	8	275	1
Precinct 1134 - Election Day	0	0	4	0	19	0	0	0	1	0	0	0	0	0	1	0	2	9	3	4	13	1	0	0	0	66	0	0	0	0	0	0	727	126	0	2	1	123	0
Precinct 1134 - Vote By Mail	0	0	0	3	15	0	0	0	9	0	0	0	0	0	0	0	0	26	24	2	15	0	0	0	1	136	1	0	0	0	0	0	727	241	0	2	7	232	0
Precinct 1135 - Election Day	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	3	0	0	0	0	46	0	0	0	0	0	0	511	71	0	0	3	68	0
Precinct 1135 - Vote By Mail	1	1	0	0	14	1	0	0	6	0	0	1	0	1	0	0	0	31	17	3	20	0	0	0	0	103	0	0	0	0	0	0	511	217	0	9	9	199	0
Precinct 1136 - Election Day	1	1	0	0	6	0	0	0	6	0	0	0	0	1	0	0	0	9	5	1	11	0	0	0	0	46	2	0	0	0	0	0	807	97	0	3	4	90	1
Precinct 1136 - Vote By Mail	0	0	1	1	20	0	1	0	15	0	0	1	1	0	2	0	0	17	28	4	15	1	0	0	2	161	2	0	0	0	0	0	807	287	0	11	4	272	0
Precinct 1141 - Election Day	0	0	1	0	15	0	0	0	5	0	0	0	0	0	1	0	1	13	12	3	20	1	0	0	0	75	0	0	0	0	0	0	998	149	0	0	2	147	0
Precinct 1141 - Vote By Mail	0	0	1	0	40	0	0	0	12	0	0	0	0	0	0	0	4	44	24	7	42	0	0	0	0	174	0	0	0	0	0	0	998	368	0	15	5	348	0
Precinct 1142 - Election Day	0	0	1	1	13	0	0	0	2	0	0	0	0	0	0	0	3	10	10	2	9	0	0	0	0	64	1	0	0	0	0	0	822	120	0	3	1	116	0
Precinct 1142 - Vote By Mail	0	0	1	1	29	1	0	0	8	0	0	0	0	1	0	0	1	41	22	1	31	1	0	0	0	118	0	0	0	0	0	0	822	266	0	7	3	256	0
Precinct 1143 - Election Day	1	1	3	1	28	0	0	0	1	0	0	0	0	0	0	1	1	13	3	6	23	0	0	0	0	61	1	0	0	0	0	0	989	147	0	0	3	144	0
Precinct 1143 - Vote By Mail	1	0	3	2	37	0	0	0	15	0	0	0	0	0	0	0	3	28	25	7	35	0	0	0	2	130	5	0	0	0	0	0	989	311	0	13	5	293	0
Precinct 1144 - Election Day	0	0	1	0	15	1	0	0	2	0	0	0	0	0	0	1	1	6	13	2	17	0	0	0	1	84	0	0	0	0	0	0	870	148	0	3	1	144	0
Precinct 1144 - Vote By Mail	0	0	1	0	20	0	0	0	18	0	0	0	0	0	0	1	0	28	29	3	30	0	0	0	0	114	0	0	0	0	0	0	870	264	0	12	8	244	0
Precinct 1145 - Election Day	1	1	0	0	10	1	0	0	2	0	0	0	0	0	0	0	1	10	8	1	25	0	1	0	1	67	1	0	0	0	0	0	879	136	0	1	5	130	0
Precinct 1145 - Vote By Mail	0	0	2	0	32	0	0	0	6	0	0	0	0	0	0	0	0	47	27	5	40	0	0	0	1	197	0	0	0	0	0	0	879	370	0	8	5	357	0
Precinct 1146 - Election Day	0	1	1	0	13	0	0	1	1	1	0	0	0	0	0	1	1	9	7	1	29	0	0	0	0	53	1	0	0	0	0	0	971	124	0	2	2	120	0
Precinct 1146 - Vote By Mail	0	0	1	0	26	0	0	0	9	0	0	0	0	0	0	0	0	54	19	1	31	0	0	0	0	161	0	0	0	0	0	0	971	326	0	15	9	302	0
Precinct 1147 - Election Day	2	0	1	0	26	0	0	0	8	0	0	0	0	0	0	0	0	10	5	1	25	0	1	0	0	79	1	0	0	0	0	0	853	166	0	0	7	159	0
Precinct 1147 - Vote By Mail	1	0	1	0	18	0	1	0	9	0	0	0	0	1	0	1	1	50	15	3	32	1	0	0	0	122	2	0	0	0	0	0	853	279	0	15	6	258	0
Precinct 1148 - Election Day	2	1	1	1	18	0	0	0	3	1	0	0	0	1	0	0	0	14	16	2	10	0	0	0	0	45	0	0	0	0	0	0	918	121	0	4	2	115	0
Precinct 1148 - Vote By Mail	3	0	0	0	21	0	0	0	21	0	0	1	0	1	0	0	3	62	19	6	20	0	0	2	0	137	2	0	0	0	0	0	918	314	0	13	3	298	0
Precinct 1149 - Election Day	1	0	5	0	27	0	0	0	4	0	0	0	0	1	0	2	1	7	10	3	12	0	0	0	1	69	0	0	0	0	0	0	873	148	0	2	3	143	0
Precinct 1149 - Vote By Mail	2	0	3	0	28	1	0	0	19	0	0	0	0	0	1	0	0	35	13	0	24	4	0	0	0	134	0	0	0	0	0	0	873	285	0	14	7	264	0
Precinct 1152 - Election Day	0	0	2	0	15	0	0	0	4	0	0	0	0	0	0	0	1	6	14	1	17	1	0	0	0	57	1	0	0	0	0	0	838	125	0	2	3	120	1
Precinct 1152 - Vote By Mail	0	0	4	1	27	0	1	0	7	0	0	0	0	1	0	0	2	43	24	2	20	0	1	0	0	134	2	0	0	0	0	0	838	286	0	13	4	269	0
Precinct 1153 - Election Day	1	0	0	0	11	0	1	0	13	0	0	0	0	1	0	0	1	17	11	0	9	0	0	0	0	64	0	0	0	0	0	0	909	139	0	6	4	129	0
Precinct 1153 - Vote By Mail	0	0	0	0	29	0	0	0	17	1	0	0	0	0	0	0	0	47	21	2	18	0	0	0	0	155	0	0	0	0	0	0	909	306	0	12	4	290	0
Precinct 7001 - Election Day	0	0	0	0	12	0	0	0	0	0	0	0	1	1	0	0	0	9	0	5	19	0	0	0	1	71	0	0	0	0	0	0	735	119	0	0	0	119	0
Precinct 7001 - Vote By Mail	3	0	1	0	31	0	0	0	0	0	0	0	0	0	0	1	0	22	8	3	37	0	0	0	0	157	0	0	0	0	0	0	735	266	0	0	3	263	0
Precinct 7002 - Election Day	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	6	2	1	23	0	0	0	0	89	1	0	0	0	0	0	641	132	0	0	1	131	0
Precinct 7002 - Vote By Mail	0	2	1	0	13	0	0	0	1	0	0	1	0	1	1	1	1	13	15	2	29	0	0	0	0	89	0	0	0	0	0	0	641	173	0	1	2	170	0
Precinct 7003 - Election Day	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	1	0	11	8	2	34	0	0	2	1	109	0	0	0	0	0	0	864	188	0	1	1	186	0
Precinct 7003 - Vote By Mail	3	0	0	0	40	0	0	0	6	0	0	0	0	4	0	1	0	23	16	3	45	0	0	0	0	190	0	0	0	0	0	0	864	340	0	4	5	331	0
Precinct 7004 - Election Day	1	0	0	0	12	0	0	0	4	1	0	0	0	1	1	1	2	19	5	1	19	0	0	0	0	107	1	0	0	0	0	0	835	175	0	0	0	175	0
Precinct 7004 - Vote By Mail	0	1	0	0	27	1	0	0	5	0	0	0	0	0	1	0	0	19	18	1	44	0	0	0	0	182	1	0	0	0	0	0	835	306	0	0	6	300	0
Precinct 7005 - Election Day	1	0	0	0	18	0	0	0	0	0	0	0	0	0	1	1	0	11	3	2	37	0	0	0	0	101	0	0	0	0	0	0	812	180	0	0	5	175	0
Precinct 7005 - Vote By Mail	1	1	0	0	34	0	0	0	1	0	1	0	0	0	1	0	0	25	7	2	45	0	0	0	0	172	0	0	0	0	0	0	812	295	0	2	1	292	2
Precinct 7006 - Election Day	1	0	1	0	25	0	0	0	1	0	0	0	0	1	0	0	3	8	5	5	62	0	0	0	0	94	0	0	0	0	0	0	884	213	0	2	5	206	0
Precinct 7006 - Vote By Mail	3	1	1	0	44	1	1	0	3	0	0	0	0	1	2	0	0	25	10	4	47	0	0	0	0	138	0	0	0	0	0	0	884	290	0	3	6	281	0
Precinct 7007 - Election Day	1	0	0	0	18	0	0	0	2	0	0	1	0	1	1	2	0	13	3	3	25	0	0	0	1	158	0	0	0	0	0	0	916	233	0	0	4	229	0
Precinct 7007 - Vote By Mail	1	0	0	0	39	0	0	0	0	0	0	0	0	0	1	0	0	19	9	3	41	0	0	0	0	203	1	0	0	0	0	0	916	323	0	0	6	317	0
Precinct 7008 - Election Day	0	0	0	0	28	0	0	0	4	0	0	1	0	0	0	0	0	10	7	2	22	0	0	0	0	107	0	0	0	0	0	0	861	187	0	1	5	181	0
Precinct 7008 - Vote By Mail	1	0	1	0	25	1	1	0	2	0	0	1	0	1	0	0	0	19	14	5	31	0	0	1	1	226	0	0	0	0	0	0	861	345	0	4	10	331	1
Precinct 7009 - Election Day	0	0	1	0	11	0	0	0	1	0	0	0	0	0	0	0	1	9	9	0	24	0	1	0	0	73	1	0	0	0	0	0	864	133	0	0	2	131	0
Precinct 7009 - Vote By Mail	0	0	0	3	31	0	0	0	2	1	0	1	0	0	0	2	2	27	15	3	43	0	0	0	0	173	0	0	0	0	0	0	864	312	0	1	8	303	0
Precinct 7011 - Election Day	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	14	1	0	0	0	82	0	0	0	0	0	0	976	141	0	2	9	130	0
Precinct 7011 - Vote By Mail	1	2	0	0	21	0	0	0	1	1	0	2	0	0	1	1	2	12	6	1	25	0	0	0	0	122	0	0	0	0	0	0	976	205	0	4	3	198	0
Precinct 7012 - Election Day	1	0	0	0	17	0	0	0	6	1	0	0	0	1	0	0	0	11	19	3	30	0	0	0	0	131	0	0	0	0	0	0	1,061	224	0	0	4	220	0
Precinct 7012 - Vote By Mail	3	0	1	1	36	0	0	0	5	0	0	0	0	3	0	0	1	31	14	4	39	1	0	1	0	227	1	0	0	0	0	0	1,061	383	0	4	11	368	0
Precinct 7013 - Election Day	0	0	0	0	11	0	0	0	2	1	0	0	0	0	0	1	3	9	5	2	23	0	0	0	0	73	0	0	0	0	0	0	805	132	0	1	1	130	0
Precinct 7013 - Vote By Mail	0	0	0	0	34	0	0	0	4	0	0	1	0	0	1	2	1	17	9	1	36	0	0	0	0	140	1	0	0	0	0	0	805	251	0	0	4	247	0
Precinct 7014 - Election Day	0	0	0	0	32	0	0	0	1	0	0	0	0	0	4	0	1	10	4	2	24	0	0	0	0	106	0	0	0	0	0	0	1,213	188	0	1	2	185	1
Precinct 7014 - Vote By Mail	0	0	0	0	34	1	0	0	4	0	0	0	0	2	1	0	0	41	13	9	53	1	0	0	0	262	0	0	0	0	0	0	1,213	434	0	1	11	422	1
Precinct 7015 MB - Vote By Mail	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	0	0	20	0	0	0	0	0	0	93	34	0	0	0	34	0
Precinct 7016 - Election Day	1	0	2	1	19	0	1	0	3	0	0	0	0	0	0	0	1	8	1	2	6	0	1	0	1	48	0	0	0	0	0	0	891	112	0	5	12	95	0
Precinct 7016 - Vote By Mail	0	0	0	1	25	0	0	0	8	0	0	0	0	0	0	0	2	32	6	3	8	0	0	0	0	103	1	0	0	0	0	0	891	221	0	20	12	189	0
Precinct 7017 - Election Day	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	1	50	1	0	0	0	0	0	734	79	0	8	4	67	0
Precinct 7017 - Vote By Mail	0	0	2	0	13	0	0	0	3	0	0	0	0	0	0	0	0	16	3	1	6	1	0	0	0	113	0	0	0	0	0	0	734	167	0	6	3	158	0
Precinct 7018 - Election Day	0	0	1	0	12	0	0	0	1	0	0	0	0	0	0	0	0	9	3	0	11	0	0	0	0	47	1	0	0	0	0	0	908	88	0	2	1	85	0
Precinct 7018 - Vote By Mail	0	0	1	0	17	0	0	0	22	0	0	0	0	0	0	0	1	76	16	3	8	0	0	0	1	164	0	0	0	0	0	0	908	343	0	24	10	309	0
Precinct 7019 - Election Day	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	9	0	0	0	2	77	0	0	0	0	0	0	864	111	0	0	2	109	0
Precinct 7019 - Vote By Mail	3	0	1	1	24	0	0	0	18	0	0	0	0	0	1	0	2	49	17	1	17	0	2	0	0	196	0	0	0	0	0	0	864	349	0	12	4	333	1
Precinct 7021 - Election Day	0	0	1	0	14	0	0	0	0	0	0	0	0	0	1	0	3	5	4	1	15	0	0	0	2	76	1	0	0	0	0	0	927	129	0	2	4	123	0
Precinct 7021 - Vote By Mail	0	0	1	0	25	0	0	0	6	1	0	1	0	0	0	1	1	20	10	2	19	0	0	0	0	117	1	0	0	0	0	0	927	220	0	5	10	205	0
Precinct 7022 - Election Day	1	2	1	0	19	1	0	0	0	0	0	0	0	0	1	0	2	7	5	1	12	0	0	0	1	104	0	0	0	0	0	0	923	164	0	5	2	157	0
Precinct 7022 - Vote By Mail	0	0	1	2	33	0	0	0	5	0	0	0	0	0	1	0	4	25	10	0	24	0	1	0	1	137	0	0	0	0	0	0	923	270	0	20	6	244	0
Precinct 7023 - Election Day	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	1	3	7	2	0	12	1	0	0	0	84	0	0	0	0	0	0	906	131	0	6	2	123	0
Precinct 7023 - Vote By Mail	1	1	2	0	17	3	0	0	7	0	0	1	0	0	0	0	2	30	8	4	21	0	1	0	0	183	0	0	0	0	0	0	906	301	0	10	9	282	1
Precinct 7024 - Election Day	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	21	0	0	0	0	0	0	386	30	0	3	2	25	0
Precinct 7024 - Vote By Mail	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	2	6	1	0	0	0	0	0	0	28	1	0	0	0	0	0	386	47	0	3	0	44	0
Precinct 7025 - Election Day	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	4	3	1	6	0	0	0	0	42	0	0	0	0	0	0	448	66	0	2	3	61	0
Precinct 7025 - Vote By Mail	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	4	0	1	7	1	0	0	0	51	0	0	0	0	0	0	448	78	0	3	3	72	0
Precinct 7026 - Election Day	0	0	0	0	7	0	0	0	2	1	0	0	0	0	0	0	1	10	2	1	8	0	0	0	1	52	0	0	0	0	0	0	971	90	0	3	2	85	0
Precinct 7026 - Vote By Mail	0	0	1	5	16	0	0	0	16	0	0	0	1	1	0	0	1	80	14	4	6	0	0	0	0	185	0	0	0	0	0	0	971	350	0	10	9	331	1
Precinct 7027 - Election Day	0	0	1	1	13	0	1	0	1	1	0	0	1	0	0	0	0	8	6	0	8	0	0	0	0	86	0	0	0	0	0	0	845	136	0	0	9	127	0
Precinct 7027 - Vote By Mail	1	1	1	0	20	0	0	0	12	0	0	1	0	0	0	0	0	39	18	5	12	0	1	0	0	145	0	0	0	0	0	0	845	271	0	10	5	256	0
Precinct 7028 - Election Day	0	0	1	0	19	0	0	0	1	0	0	0	0	1	0	1	2	8	0	0	14	1	0	0	1	104	0	0	0	0	0	0	835	157	0	3	1	153	0
Precinct 7028 - Vote By Mail	0	1	1	0	26	0	0	0	5	0	0	0	0	2	3	0	1	17	0	2	13	0	0	0	0	99	0	0	0	0	0	0	835	180	0	9	1	170	0
Precinct 7029 - Election Day	0	0	2	0	12	0	0	1	1	1	0	0	0	0	0	0	3	5	0	0	4	0	0	0	1	81	1	0	0	0	0	0	855	115	0	1	2	112	0
Precinct 7029 - Vote By Mail	0	0	1	1	10	1	0	0	4	2	0	0	0	0	0	0	3	10	5	4	7	2	0	0	0	108	0	0	0	0	0	0	855	166	0	6	2	158	0
Precinct 7030 - Election Day	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	2	1	11	10	2	6	0	0	0	1	42	1	0	0	0	0	0	729	94	0	1	4	89	0
