Subtotal Area	STEVE POIZNER	RICARDO LARA	NATHALIE HRIZI	ASIF MAHMOOD	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9133 - None	52	54	29	32	1,007	188	0	0	21	167	0
Precinct 9133 - None	73	124	50	80	1,007	388	1	0	59	328	1
Precinct 9134 - None	21	34	23	29	893	132	0	0	24	108	1
Precinct 9134 - None	85	89	36	33	893	297	3	0	49	245	2
Precinct 9135 - None	35	26	23	31	778	149	0	0	34	115	0
Precinct 9135 - None	86	80	22	31	778	269	1	1	47	220	1
Precinct 9136 - None	39	47	35	39	894	191	0	0	30	161	1
Precinct 9136 - None	66	73	32	45	894	289	4	0	65	220	4
Precinct 9137 - None	52	47	32	36	946	201	0	0	33	168	1
Precinct 9137 - None	70	85	50	49	946	323	3	1	64	255	1
Precinct 9138 - None	42	29	19	27	892	155	-1	0	38	118	1
Precinct 9138 - None	90	96	28	57	892	323	-2	0	52	273	2
Precinct 9139 - None	39	47	23	22	912	163	-1	0	33	131	0
Precinct 9139 - None	108	94	30	52	912	356	1	0	71	284	0
Precinct 9141 - None	49	37	27	24	904	168	2	0	29	137	0
Precinct 9141 - None	90	101	41	42	904	328	-1	0	54	275	1
Precinct 9142 - None	41	64	34	50	921	219	1	0	25	193	4
Precinct 9142 - None	63	104	30	38	921	288	-1	0	53	236	1
Precinct 9143 - None	46	50	33	24	887	196	0	0	42	154	1
Precinct 9143 - None	85	78	44	54	887	315	3	2	48	262	1
Precinct 9144 - None	53	64	40	25	931	221	1	0	36	184	2
Precinct 9144 - None	102	99	30	34	931	322	-2	0	59	265	0
Precinct 9145 - None	42	50	32	32	837	197	0	0	41	156	0
Precinct 9145 - None	75	91	31	32	837	282	0	0	52	230	1
Precinct 9146 - None	46	53	42	31	866	206	0	0	33	173	1
Precinct 9146 - None	66	84	55	37	866	297	-1	0	56	242	0
Precinct 9147 - None	54	66	37	25	920	227	1	0	44	182	0
Precinct 9147 - None	63	79	61	58	920	318	-2	1	58	261	0
Precinct 9148 - None	61	62	26	39	946	226	0	0	35	191	3
Precinct 9148 - None	89	98	39	43	946	322	3	0	50	269	0
Precinct 9149 - None	40	61	26	31	884	196	0	1	37	158	0
Precinct 9149 - None	63	99	37	50	884	296	-1	0	46	251	2
Precinct 9151 - None	44	40	17	23	806	152	-1	1	28	124	0
Precinct 9151 - None	78	73	17	47	806	267	-1	0	52	216	1
Precinct 9152 - None	16	11	12	14	712	67	1	0	13	53	0
Precinct 9152 - None	38	36	23	25	712	138	1	0	15	122	0
Precinct 9201 - None	45	59	35	34	953	201	0	0	27	174	1
Precinct 9201 - None	57	71	32	37	953	229	2	0	30	197	0
Precinct 9202 - None	37	57	24	30	908	184	-1	2	35	148	0
Precinct 9202 - None	57	59	25	33	908	218	0	1	42	175	1
Precinct 9203 - None	56	32	5	14	968	145	0	0	38	107	0
Precinct 9203 - None	133	75	11	27	968	300	4	0	49	247	1
Precinct 9204 - None	52	32	5	17	809	147	0	0	40	107	1
Precinct 9204 - None	109	48	13	24	809	223	-3	0	32	194	0
Precinct 9205 - None	29	30	8	15	694	113	0	0	31	82	0
Precinct 9205 - None	62	56	10	24	694	201	2	2	45	152	0
Precinct 9206 - None	60	30	2	16	887	135	-1	0	28	108	0
Precinct 9206 - None	138	60	9	38	887	294	0	0	48	246	1
Precinct 9207 - None	62	34	4	17	913	148	0	1	30	117	0
Precinct 9207 - None	83	74	11	32	913	249	1	0	48	200	0
Precinct 9208 - None	39	34	10	29	936	147	0	0	35	112	0
Precinct 9208 - None	86	56	13	39	936	240	-1	0	47	194	0
Precinct 9209 - None	41	30	5	23	675	121	-1	0	23	99	0
Precinct 9209 - None	69	59	6	15	675	188	0	0	39	149	0
Precinct 9211 - None	37	40	8	13	834	130	0	0	32	98	0
Precinct 9211 - None	83	55	10	25	834	212	1	0	37	174	1
Precinct 9212 - None	36	36	7	19	764	121	0	0	22	99	1
Precinct 9212 - None	64	57	17	26	764	205	3	0	35	167	3
Precinct 9213 - None	32	49	15	21	890	140	0	0	23	117	0
Precinct 9213 - None	96	66	13	35	890	260	2	1	46	211	1
Precinct 9214 - None	24	26	1	12	581	92	0	0	29	63	0
Precinct 9214 - None	95	44	4	32	581	203	2	0	26	175	0
Precinct 9215 - None	43	29	1	18	626	130	0	0	39	91	0
Precinct 9215 - None	79	36	4	20	626	170	-1	0	31	140	1
Precinct 9216 - None	42	34	7	18	798	134	-1	0	34	101	0
Precinct 9216 - None	81	50	9	18	798	206	0	0	48	158	0
Precinct 9217 - None	33	39	6	16	684	123	0	0	28	95	1
Precinct 9217 - None	60	49	13	25	684	187	3	0	37	147	0
Precinct 9218 - None	34	29	9	20	797	119	0	0	27	92	0
Precinct 9218 - None	80	59	7	31	797	225	2	0	44	179	2
Precinct 9219 - None	40	40	11	24	733	146	0	0	30	116	1
Precinct 9219 - None	54	55	10	36	733	187	0	0	32	155	0
Precinct 9221 - None	55	15	2	21	641	121	0	0	27	94	1
Precinct 9221 - None	137	58	8	19	641	278	1	1	54	222	0
Precinct 9222 - None	57	24	8	17	842	139	-1	0	33	107	1
Precinct 9222 - None	122	58	6	27	842	268	3	0	51	214	1
Precinct 9223 - None	32	21	4	13	606	88	1	0	16	71	1
Precinct 9223 - None	72	47	8	30	606	202	1	1	43	157	0
Precinct 9224 - None	65	32	10	24	912	171	6	0	34	131	0
Precinct 9224 - None	128	81	7	31	912	308	7	0	53	248	1
Precinct 9225 - None	53	41	14	24	898	161	0	0	29	132	0
Precinct 9225 - None	80	77	13	26	898	243	0	0	46	197	1
Precinct 9226 - None	50	37	5	22	905	143	-1	1	28	115	1
Precinct 9226 - None	87	93	14	41	905	312	0	1	73	238	3
Precinct 9227 - None	54	32	9	16	729	140	0	0	28	112	1
Precinct 9227 - None	108	83	15	39	729	304	-1	1	59	245	0
Precinct 9228 - None	67	43	8	24	726	175	3	0	29	143	1
Precinct 9228 - None	129	68	7	24	726	277	4	0	45	228	0
Precinct 9229 - None	40	39	4	20	596	130	-1	0	27	104	1
Precinct 9229 - None	95	46	10	34	596	219	-1	0	35	185	0
Precinct 9231 - None	78	61	24	20	919	221	-2	0	40	183	0
Precinct 9231 - None	99	68	28	37	919	294	-2	1	62	233	1
Precinct 9232 - None	59	34	12	20	701	151	0	0	26	125	0
Precinct 9232 - None	110	81	9	28	701	274	1	0	45	228	0
Precinct 9233 - None	57	23	5	10	774	139	0	0	44	95	0
Precinct 9233 - None	141	68	8	27	774	308	2	0	62	244	0
Precinct 9234 - None	43	28	12	16	731	131	-1	0	32	100	1
Precinct 9234 - None	104	82	11	35	731	281	3	0	46	232	0
Precinct 9235 - None	67	43	8	21	842	174	1	0	34	139	0
Precinct 9235 - None	121	79	10	34	842	298	-1	0	55	244	0
Precinct 9236 - None	42	28	6	16	658	130	0	0	38	92	0
Precinct 9236 - None	85	45	12	26	658	207	3	1	35	168	0
Precinct 9237 - None	50	44	7	13	880	145	0	0	31	114	0
Precinct 9237 - None	132	65	9	44	880	331	-1	0	81	251	1
Precinct 9238 - None	39	34	5	21	792	130	0	0	30	100	1
Precinct 9238 - None	122	63	10	27	792	271	-1	1	49	222	0
Precinct 9239 - None	43	35	9	6	835	117	0	0	23	94	1
Precinct 9239 - None	124	95	13	34	835	318	0	1	51	266	0
Precinct 9241 - None	48	50	6	25	961	158	1	0	26	131	2
Precinct 9241 - None	138	94	12	31	961	322	2	0	44	276	1
Precinct 9242 - None	36	47	10	29	940	154	0	0	32	122	0
Precinct 9242 - None	114	79	11	44	940	300	3	0	48	249	1
Precinct 9243 - None	47	36	4	21	572	135	0	0	27	108	0
Precinct 9243 - None	64	54	9	33	572	188	1	0	27	160	0
Precinct 9244 - None	47	40	7	27	880	149	1	0	25	123	2
Precinct 9244 - None	83	89	15	33	880	269	-1	0	50	220	0
Precinct 9245 - None	27	44	13	16	706	128	0	0	28	100	0
Precinct 9245 - None	65	68	13	28	706	226	2	1	48	175	1
Precinct 9246 - None	43	37	6	22	910	139	0	0	31	108	0
Precinct 9246 - None	99	81	19	37	910	299	-1	0	64	236	0
Precinct 9247 - None	46	40	19	22	936	151	-1	0	24	128	1
Precinct 9247 - None	97	91	22	43	936	303	1	2	47	253	0
Precinct 9248 - None	42	61	13	33	898	181	0	0	32	149	0
Precinct 9248 - None	78	93	18	38	898	282	6	0	49	227	0
Precinct 9249 - None	59	39	10	29	910	187	1	0	48	138	1
Precinct 9249 - None	102	101	20	30	910	314	3	0	56	255	2
Precinct 9251 - None	56	52	17	39	946	204	0	0	39	165	1
Precinct 9251 - None	111	108	28	45	946	342	-1	2	49	292	0
Precinct 9252 - None	44	34	17	20	913	140	-1	0	26	115	0
Precinct 9252 - None	120	98	28	47	913	352	1	0	58	293	0
Precinct 9253 - None	36	42	9	23	751	138	4	0	24	110	0
Precinct 9253 - None	89	81	16	37	751	272	0	1	48	223	0
Precinct 9254 - None	36	54	18	26	889	168	0	0	33	135	1
Precinct 9254 - None	106	102	22	40	889	318	-2	1	49	270	0
Precinct 9255 - None	21	42	23	20	545	126	0	0	20	106	0
Precinct 9255 - None	30	47	10	21	545	128	1	0	19	108	0
Precinct 9256 - None	17	16	12	16	433	77	0	0	16	61	0
Precinct 9256 - None	26	28	14	17	433	103	-1	0	19	85	0
Precinct 9257 MB - None	23	45	26	28	312	150	-1	0	28	123	1
Precinct 9258 - None	35	32	18	21	699	127	0	0	20	107	1
Precinct 9258 - None	78	49	28	37	699	244	-2	0	54	192	0
Precinct 9401 - None	23	54	39	37	970	194	-1	0	40	155	2
Precinct 9401 - None	59	85	51	52	970	293	-2	0	43	252	5
Precinct 9402 - None	33	49	32	34	931	197	0	0	49	148	0
Precinct 9402 - None	66	79	41	47	931	307	1	0	73	233	0
Precinct 9403 - None	30	58	29	23	853	167	0	0	27	140	0
Precinct 9403 - None	69	85	38	41	853	286	2	2	47	235	2
Precinct 9404 - None	38	40	23	24	889	153	0	0	27	126	1
Precinct 9404 - None	66	98	35	54	889	320	3	0	64	253	0
Precinct 9405 - None	40	46	19	22	757	160	-1	0	33	128	1
Precinct 9405 - None	62	68	23	40	757	245	1	0	48	196	3
Precinct 9406 - None	43	38	24	31	815	179	0	0	42	137	1
Precinct 9406 - None	62	94	29	38	815	277	1	0	53	223	0
Precinct 9407 - None	45	51	27	25	861	191	1	0	40	150	2
Precinct 9407 - None	73	82	38	47	861	284	-1	0	44	241	1
Precinct 9408 - None	32	52	33	32	837	187	1	0	36	150	1
Precinct 9408 - None	53	79	42	34	837	246	-2	0	40	208	0
Precinct 9409 - None	23	39	23	38	565	140	0	0	17	123	0
Precinct 9409 - None	36	47	18	25	565	170	2	0	41	127	1
Precinct 9411 - None	27	52	30	37	936	175	-1	0	29	147	1
Precinct 9411 - None	54	89	46	41	936	261	1	0	30	230	0
Precinct 9412 - None	43	51	24	21	843	164	0	0	24	140	1
Precinct 9412 - None	57	74	38	38	843	285	0	0	76	209	2
Precinct 9413 - None	34	44	25	35	858	172	-1	0	35	138	0
Precinct 9413 - None	69	98	31	41	858	310	3	0	68	239	0
Precinct 9414 - None	31	42	23	19	862	159	1	0	41	117	2
Precinct 9414 - None	82	102	28	39	862	307	1	1	53	252	1
Precinct 9415 - None	30	32	10	25	755	121	0	0	24	97	0
Precinct 9415 - None	91	75	31	34	755	284	-2	0	55	231	0
Precinct 9416 - None	49	54	34	27	962	198	0	0	34	164	0
Precinct 9416 - None	70	94	32	43	962	316	3	0	73	240	1
Precinct 9417 - None	19	27	16	23	714	117	-1	0	33	85	0
Precinct 9417 - None	79	86	23	46	714	286	8	1	41	236	2
Precinct 9418 - None	34	52	18	15	753	157	1	0	37	119	0
Precinct 9418 - None	71	82	23	23	753	269	0	1	68	200	1
Precinct 9419 - None	44	42	18	27	893	167	0	0	36	131	0
Precinct 9419 - None	108	88	30	34	893	326	1	0	65	260	0
Precinct 9421 - None	37	34	22	16	878	150	-1	0	41	110	1
Precinct 9421 - None	79	101	32	36	878	316	-1	0	68	249	1
Precinct 9422 - None	53	58	25	28	1,010	200	-1	0	37	164	0
Precinct 9422 - None	92	111	22	53	1,010	358	0	0	74	284	6
Precinct 9423 - None	35	36	18	26	853	147	0	0	32	115	0
Precinct 9423 - None	59	90	32	54	853	292	-1	1	55	237	2
Precinct 9424 - None	29	45	28	18	910	146	1	0	25	120	0
Precinct 9424 - None	102	106	25	46	910	331	-1	0	52	280	1
Precinct 9425 - None	26	30	23	22	903	136	1	1	33	101	0
Precinct 9425 - None	64	111	21	50	903	313	3	0	63	247	1
Precinct 9426 - None	49	29	18	25	801	143	-1	0	23	121	0
Precinct 9426 - None	75	63	31	44	801	283	1	0	67	215	2
Precinct 9427 - None	37	34	15	15	889	129	-1	0	29	101	0
Precinct 9427 - None	100	75	45	35	889	333	1	0	73	259	4
Precinct 9428 - None	20	27	21	22	892	122	-1	0	32	91	1
Precinct 9428 - None	78	92	45	53	892	346	-1	0	77	270	2
Precinct 9429 - None	36	40	24	37	866	173	0	0	36	137	0
Precinct 9429 - None	82	81	33	61	866	308	0	1	50	257	0
Precinct 9431 - None	38	54	13	24	954	152	-1	0	24	129	0
Precinct 9431 - None	92	109	33	54	954	352	4	1	58	289	1
Precinct 9432 - None	40	46	20	21	901	155	0	1	27	127	0
Precinct 9432 - None	70	93	27	43	901	307	0	0	70	237	4
Precinct 9433 - None	43	29	22	22	912	155	0	0	36	119	3
Precinct 9433 - None	78	88	34	48	912	317	-2	1	70	248	0
Precinct 9434 - None	45	51	23	27	963	188	0	0	41	147	1
Precinct 9434 - None	104	105	38	49	963	349	-1	0	53	297	1
Precinct 9435 - None	55	38	27	40	934	195	0	0	33	162	2
Precinct 9435 - None	66	95	39	48	934	320	2	1	67	250	2
Precinct 9436 - None	44	51	11	24	941	161	0	0	29	132	2
Precinct 9436 - None	71	111	36	46	941	337	0	0	71	266	2
Precinct 9437 - None	43	46	16	26	873	170	0	0	38	132	1
Precinct 9437 - None	86	105	37	37	873	324	1	0	56	267	2
Precinct 9438 - None	28	37	23	15	918	129	1	1	23	104	1
Precinct 9438 - None	97	87	29	66	918	336	-1	0	58	279	0
Precinct 9439 - None	32	28	16	26	827	126	0	0	21	105	3
Precinct 9439 - None	81	94	30	31	827	314	-1	0	78	237	1
Precinct 9441 - None	42	59	39	32	939	205	-1	0	34	172	0
Precinct 9441 - None	98	84	32	57	939	337	-1	2	64	272	1
Precinct 9442 - None	50	67	26	23	970	200	0	0	34	166	0
Precinct 9442 - None	84	97	30	44	970	325	0	0	69	256	1
Precinct 9443 - None	32	41	18	22	886	138	0	0	23	115	2
Precinct 9443 - None	65	97	36	49	886	304	2	0	53	249	2
Precinct 9444 - None	29	17	16	28	901	118	-1	0	28	91	1
Precinct 9444 - None	94	87	20	54	901	312	-1	1	57	255	0
Precinct 9445 - None	41	39	25	19	945	154	0	0	29	125	1
Precinct 9445 - None	82	106	43	41	945	342	0	0	69	273	1
Precinct 9446 - None	43	52	8	28	1,043	164	2	0	31	131	0
Precinct 9446 - None	131	108	38	58	1,043	417	-3	0	84	336	1
Precinct 9447 - None	45	50	22	15	891	171	1	0	38	132	0
Precinct 9447 - None	93	98	23	49	891	327	1	2	60	264	1
Precinct 9448 - None	35	38	26	21	877	159	0	0	37	122	2
Precinct 9448 - None	68	101	32	41	877	307	-2	0	66	243	1
Precinct 9449 - None	27	19	22	13	784	97	-1	0	17	81	0
Precinct 9449 - None	80	71	36	50	784	302	4	1	60	237	0
Precinct 9451 - None	12	24	5	6	414	57	0	0	9	48	1
Precinct 9451 - None	52	50	9	17	414	154	3	0	21	130	2
Precinct 9452 - None	57	47	18	20	799	175	1	0	32	142	0
Precinct 9452 - None	68	84	23	39	799	281	0	0	67	214	0
Precinct 9453 - None	34	21	5	18	488	90	0	0	11	79	1
Precinct 9453 - None	58	40	13	34	488	175	0	0	30	145	0
Precinct 9501 MB - None	17	26	4	10	149	71	-2	0	16	57	0
Precinct 9502 MB - None	29	42	8	16	233	116	0	0	20	96	1
Precinct 9503/9504 - None	32	34	15	22	725	128	-2	0	27	103	0
Precinct 9503/9504 - None	47	63	9	34	725	184	0	0	31	153	0
Precinct 9505 - None	29	51	7	26	756	147	-2	0	36	113	0
Precinct 9505 - None	39	96	19	63	756	274	0	0	57	217	0
Precinct 9506 - None	22	52	15	22	771	134	0	1	21	112	1
Precinct 9506 - None	50	84	23	26	771	217	1	2	31	183	0
Precinct 9507 - None	28	51	33	26	733	170	1	0	30	139	1
Precinct 9507 - None	40	72	43	33	733	218	-2	0	32	188	0
Precinct 9508 - None	25	61	47	16	784	180	0	0	29	151	2
Precinct 9508 - None	52	90	43	45	784	258	3	0	24	231	1
Precinct 9509 - None	24	47	30	36	719	165	0	0	28	137	0
Precinct 9509 - None	52	91	29	30	719	239	-1	1	36	203	1
Precinct 9511 - None	30	28	32	28	600	147	0	0	28	119	1
Precinct 9511 - None	33	59	28	27	600	177	2	1	26	148	1
Precinct 9512 - None	22	46	38	26	771	161	0	0	27	134	2
Precinct 9512 - None	48	87	49	32	771	251	-5	0	40	216	0
Precinct 9513 - None	26	73	28	31	864	200	0	1	40	159	1
Precinct 9513 - None	45	90	39	44	864	261	5	1	36	219	1
Precinct 9514/9522 - None	54	71	28	42	869	229	0	0	34	195	0
Precinct 9514/9522 - None	48	78	25	41	869	257	1	2	62	192	0
Precinct 9515 - None	36	46	30	24	685	159	0	0	22	137	1
Precinct 9515 - None	49	78	32	30	685	243	0	0	54	189	0
Precinct 9516 - None	46	54	37	23	864	206	0	0	43	163	3
Precinct 9516 - None	56	90	44	44	864	269	1	2	32	234	0
Precinct 9517 - None	38	57	37	26	768	197	0	1	38	158	0
Precinct 9517 - None	53	70	38	35	768	235	1	0	38	196	0
Precinct 9518 - None	20	57	33	37	783	180	1	0	30	149	2
Precinct 9518 - None	58	78	34	33	783	242	0	0	39	203	0
Precinct 9519 - None	46	52	30	43	850	217	0	0	45	172	1
Precinct 9519 - None	77	94	37	31	850	294	-1	0	56	239	0
Precinct 9521 - None	58	74	34	42	893	254	0	0	43	211	3
Precinct 9521 - None	72	89	34	42	893	290	3	0	49	238	1
Precinct 9701 - None	38	51	19	21	665	156	0	0	27	129	0
Precinct 9701 - None	55	69	32	25	665	235	0	0	53	182	1
Precinct 9702 - None	41	64	28	22	710	194	0	0	37	157	2
Precinct 9702 - None	55	74	26	22	710	231	0	0	53	178	1
Precinct 9703 - None	44	55	17	32	931	182	1	0	33	148	0
Precinct 9703 - None	85	110	42	61	931	373	1	0	73	299	1
Precinct 9704 - None	49	56	27	25	942	191	0	0	34	157	0
Precinct 9704 - None	92	105	40	49	942	354	-1	1	67	287	1
Precinct 9705 - None	52	53	38	21	879	208	1	0	43	164	0
Precinct 9705 - None	77	105	29	42	879	309	0	0	56	253	0
Precinct 9706 MB - None	7	15	4	3	51	32	0	0	3	29	0
Precinct 9707 - None	48	34	7	15	799	121	0	0	17	104	0
Precinct 9707 - None	111	117	26	47	799	355	-4	0	57	302	1
Precinct 9708 - None	40	52	23	38	919	193	1	0	39	153	0
Precinct 9708 - None	77	88	33	49	919	324	2	0	74	248	1
Precinct 9709 - None	58	43	20	27	998	196	1	0	46	149	1
Precinct 9709 - None	112	82	23	59	998	355	1	1	76	277	1
Precinct 9711 - None	39	51	11	33	625	167	0	0	31	136	2
Precinct 9711 - None	85	88	11	33	625	254	0	2	33	219	2
Precinct 9712 - None	52	26	6	28	651	134	-1	0	22	113	1
Precinct 9712 - None	101	86	12	50	651	288	1	0	38	249	0
Precinct 9713 - None	35	43	12	18	930	161	0	0	52	109	1
Precinct 9713 - None	107	99	35	48	930	362	1	0	72	289	0
Precinct 9714 - None	55	40	10	20	911	154	0	0	29	125	0
Precinct 9714 - None	132	106	23	40	911	367	2	0	64	301	0
Precinct 9715 - None	59	33	13	25	566	162	0	0	30	132	2
Precinct 9715 - None	106	50	13	22	566	218	1	1	25	191	0
Precinct 9716 - None	55	55	32	18	928	198	-1	1	38	160	0
Precinct 9716 - None	106	112	31	54	928	368	4	0	61	303	0
Precinct 9717 - None	60	56	20	25	967	206	-1	0	44	163	2
Precinct 9717 - None	137	113	32	52	967	371	6	0	31	334	0
Precinct 9718 - None	69	38	22	29	843	183	-2	1	26	158	0
Precinct 9718 - None	132	106	30	52	843	385	3	1	59	322	2
Precinct 9719 - None	70	51	12	20	863	186	0	0	33	153	0
Precinct 9719 - None	139	113	17	50	863	389	1	0	67	321	2
Precinct 9721 - None	69	42	10	27	653	182	-1	0	33	150	2
Precinct 9721 - None	82	71	14	27	653	250	1	0	55	194	0
Precinct 9722 - None	32	17	6	14	593	86	0	0	17	69	0
Precinct 9722 - None	112	74	15	33	593	269	-3	1	37	234	0
Precinct 9723 - None	28	25	1	5	458	74	0	0	15	59	0
Precinct 9723 - None	70	55	7	26	458	198	1	0	38	159	1
Precinct 9724 - None	51	43	9	16	950	144	0	1	23	120	1
Precinct 9724 - None	129	107	29	42	950	386	-1	1	79	307	0
Precinct 9725 - None	45	19	6	14	941	118	-1	1	34	84	0
Precinct 9725 - None	117	81	27	50	941	350	0	0	73	277	2
Precinct 9726 - None	22	27	9	9	685	83	0	0	15	68	1
Precinct 9726 - None	38	55	11	14	685	137	0	0	17	120	2
Precinct 9727 - None	25	19	2	2	435	60	1	0	11	48	0
Precinct 9727 - None	93	49	7	21	435	205	2	0	33	170	0
Precinct 9728 - None	80	47	12	31	906	204	0	0	33	171	1
Precinct 9728 - None	157	101	22	44	906	378	-2	0	55	325	1
Precinct 9729 - None	71	40	4	13	782	161	1	0	32	128	0
Precinct 9729 - None	130	70	11	30	782	304	0	0	63	241	0
Precinct 9731 - None	60	33	5	19	529	138	0	0	21	117	0
Precinct 9731 - None	77	40	9	22	529	189	0	1	39	149	1
Precinct 9732 MB - None	18	10	4	5	73	43	1	0	5	37	0
Precinct 9733 MB - None	41	57	12	16	224	146	0	1	18	127	1
Precinct 9734 - None	60	28	1	13	577	122	0	0	20	102	0
Precinct 9734 - None	97	85	2	35	577	261	1	0	41	219	0
Precinct 9735 - None	46	56	6	20	782	167	1	2	35	129	1
Precinct 9735 - None	133	122	8	38	782	344	0	0	42	302	1
Precinct 9736 - None	60	31	6	16	699	145	0	0	29	116	3
Precinct 9736 - None	96	102	17	37	699	305	1	0	51	253	1
Precinct 9737 - None	50	55	18	28	792	175	-1	0	25	151	0
Precinct 9737 - None	119	105	28	43	792	343	-3	0	51	295	0
Precinct 9738 - None	26	23	12	18	830	99	0	0	19	80	1
Precinct 9738 - None	82	79	22	50	830	263	4	1	24	234	1
Precinct 9739 - None	22	38	22	28	826	126	0	1	15	110	0
Precinct 9739 - None	48	70	19	36	826	193	-3	0	23	173	0
Precinct 9741 - None	1	7	2	7	1,022	19	0	0	2	17	0
Precinct 9741 - None	3	10	3	6	1,022	24	0	0	2	22	0
Precinct 9742 - None	37	40	9	30	647	134	0	0	18	116	0
Precinct 9742 - None	66	43	11	25	647	187	1	0	41	145	0
Precinct 9743 - None	26	64	22	31	1,093	172	0	1	27	144	1
Precinct 9743 - None	80	125	25	47	1,093	317	2	0	38	277	0
Precinct 9744 - None	37	42	20	20	902	141	0	0	21	120	1
Precinct 9744 - None	53	76	29	42	902	234	1	0	33	200	0
Precinct 9745 - None	29	47	14	23	934	141	0	0	27	114	1
Precinct 9745 - None	44	82	20	39	934	205	-1	1	18	187	2
Precinct 9746 - None	63	55	10	28	867	192	0	0	34	158	2
Precinct 9746 - None	120	94	21	50	867	334	2	0	46	286	1
Precinct 9747 - None	49	70	24	26	940	198	0	0	29	169	0
Precinct 9747 - None	64	105	36	62	940	323	0	0	53	270	3
Precinct 9748 - None	48	43	14	31	913	164	0	0	26	138	2
Precinct 9748 - None	96	96	26	60	913	342	3	0	60	279	1
Precinct 9749 - None	19	38	27	27	893	143	-1	1	32	111	0
Precinct 9749 - None	59	90	41	33	893	266	0	0	41	225	2
Precinct 9751 - None	50	46	9	24	977	157	-1	0	27	131	2
Precinct 9751 - None	96	136	30	64	977	384	2	0	56	326	0
Precinct 9752 - None	36	42	10	28	692	143	0	1	26	116	0
Precinct 9752 - None	78	113	28	36	692	305	2	0	46	257	2
Precinct 9753 - None	27	56	15	18	735	148	0	0	30	118	2
Precinct 9753 - None	68	101	34	30	735	266	-1	0	34	233	0
Precinct 9754 - None	46	52	27	27	701	169	0	0	17	152	0
Precinct 9754 - None	67	103	29	56	701	296	1	0	40	255	0
Precinct 9755 - None	22	50	20	16	553	120	-1	0	13	108	0
Precinct 9755 - None	47	76	19	30	553	201	0	0	29	172	0
Precinct 9756 - None	20	46	16	21	908	126	-1	0	24	103	0
Precinct 9756 - None	83	90	22	54	908	297	6	3	39	249	0
Precinct 9801 - None	11	24	12	14	399	76	0	0	15	61	0
Precinct 9801 - None	19	57	25	31	399	148	0	0	16	132	0
Congressional District 12	53,544	75,873	26,810	28,812	426,647	225,360	215	273	39,068	185,804	765
Congressional District 14	7,500	9,234	2,677	4,189	55,344	28,223	31	49	4,433	23,710	110
Assembly District 17	32,349	53,748	18,486	17,478	280,269	147,301	86	197	24,458	122,560	499
Assembly District 19	28,695	31,359	11,001	15,523	201,722	106,282	160	125	19,043	86,954	376
BART District 7	3,376	5,804	1,331	2,148	36,166	15,261	16	27	2,499	12,719	60
BART District 8	30,973	33,450	10,776	15,815	215,670	112,119	160	131	20,422	91,406	392
BART District 9	26,695	45,853	17,380	15,038	230,155	126,203	70	164	20,580	105,389	423
Supervisorial District 1	5,558	6,383	2,903	3,452	40,919	22,431	37	17	4,000	18,377	81
Supervisorial District 2	8,417	6,661	1,485	3,102	48,242	24,389	59	27	4,580	19,723	58
Supervisorial District 3	4,783	6,185	1,715	2,296	38,273	18,567	-2	23	3,515	15,031	52
Supervisorial District 4	5,431	6,255	2,563	3,278	41,216	21,994	23	19	4,329	17,623	96
Supervisorial District 5	5,892	9,808	4,185	3,697	52,114	28,694	27	37	4,967	23,663	81
Supervisorial District 6	3,969	6,194	1,860	2,439	41,151	17,498	3	38	2,915	14,542	80
Supervisorial District 7	7,910	7,985	2,211	3,627	46,301	26,230	34	35	4,343	21,818	85
Supervisorial District 8	7,964	13,637	4,346	4,038	56,415	36,015	-8	32	5,898	30,093	108
Supervisorial District 9	3,929	8,666	4,154	2,282	41,665	22,565	25	27	3,393	19,120	89
Supervisorial District 10	3,587	6,968	1,964	2,298	39,848	17,900	39	28	2,951	14,882	65
Supervisorial District 11	3,604	6,365	2,101	2,492	35,847	17,300	9	39	2,610	14,642	80
Bayview/Hunters Point	1,332	3,320	764	1,105	19,131	7,881	23	18	1,284	6,556	35
Chinatown	2,015	2,633	689	971	16,742	8,038	-5	8	1,708	6,327	19
Civic Center/Downtown	2,658	4,347	1,462	1,630	27,631	12,231	3	30	2,049	10,149	52
Diamond Heights	1,181	1,662	389	542	6,857	4,487	1	8	686	3,792	18
Excelsior	2,772	4,803	1,555	1,759	26,541	12,895	5	32	1,914	10,944	55
Haight Ashbury	1,776	2,772	1,379	966	14,552	8,410	10	7	1,482	6,911	18
Ingleside	1,043	1,907	689	913	11,506	5,461	8	11	863	4,579	27
Inner Sunset	1,224	1,667	727	779	9,393	5,438	8	6	1,008	4,416	19
Lake Merced	951	1,075	309	523	8,641	3,424	2	7	543	2,872	14
Laurel Heights/Anza Vista	1,339	1,474	559	763	9,744	5,037	6	6	876	4,149	14
Marina Pacific Heights	6,472	5,365	1,130	2,410	38,757	19,070	49	23	3,568	15,430	53
Mission	2,594	5,909	3,389	1,640	30,096	16,088	11	25	2,452	13,600	68
Noe Valley	2,484	3,894	1,198	1,184	16,415	10,584	-11	4	1,797	8,794	34
North Bernal Heights	1,012	2,125	992	508	8,622	5,494	0	1	840	4,653	16
