Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 9212 - Vote By Mail	302	71	803	400	4	0	23	373
Precinct 9213 - Election Day	187	64	951	264	0	0	13	251
Precinct 9213 - Vote By Mail	377	103	951	508	3	0	25	480
Precinct 9214 - Election Day	129	31	640	166	0	0	6	160
Precinct 9214 - Vote By Mail	234	83	640	334	0	0	17	317
Precinct 9215 - Election Day	129	56	652	194	0	0	9	185
Precinct 9215 - Vote By Mail	245	67	652	327	1	0	14	312
Precinct 9216 - Election Day	197	39	845	246	-1	0	11	236
Precinct 9216 - Vote By Mail	273	88	845	379	2	0	16	361
Precinct 9217 - Election Day	145	44	698	194	0	0	5	189
Precinct 9217 - Vote By Mail	232	92	698	349	4	1	20	324
Precinct 9218 - Election Day	184	52	841	249	1	0	12	236
Precinct 9218 - Vote By Mail	294	91	841	412	2	0	25	385
Precinct 9219 - Election Day	192	43	802	242	-1	0	8	235
Precinct 9219 - Vote By Mail	297	79	802	399	2	0	21	376
Precinct 9221 - Election Day	105	37	651	145	-1	0	4	142
Precinct 9221 - Vote By Mail	260	110	651	399	3	0	26	370
Precinct 9222 - Election Day	181	52	883	249	-2	0	18	233
Precinct 9222 - Vote By Mail	320	101	883	449	5	1	22	421
Precinct 9223 - Election Day	115	35	638	160	0	0	10	150
Precinct 9223 - Vote By Mail	243	71	638	338	6	0	18	314
Precinct 9224 - Election Day	177	72	960	263	1	0	13	249
Precinct 9224 - Vote By Mail	363	113	960	506	7	0	23	476
Precinct 9225 - Election Day	228	53	958	299	0	0	18	281
Precinct 9225 - Vote By Mail	352	90	958	469	4	0	23	442
Precinct 9226 - Election Day	202	59	926	271	2	0	8	261
Precinct 9226 - Vote By Mail	362	101	926	486	1	0	22	463
Precinct 9227 - Election Day	133	50	738	188	0	0	5	183
Precinct 9227 - Vote By Mail	296	91	738	404	4	0	13	387
Precinct 9228 - Election Day	129	49	747	189	-1	0	12	178
Precinct 9228 - Vote By Mail	320	89	747	424	2	1	12	409
Precinct 9229 - Election Day	112	40	598	162	0	0	10	152
Precinct 9229 - Vote By Mail	246	61	598	316	0	0	9	307
Precinct 9231 - Election Day	265	30	953	313	1	0	17	295
Precinct 9231 - Vote By Mail	390	83	953	488	-3	1	17	473
Precinct 9232 - Election Day	157	40	735	212	0	0	15	197
Precinct 9232 - Vote By Mail	287	84	735	396	3	0	22	371
Precinct 9233 - Election Day	161	42	793	209	0	1	5	203
Precinct 9233 - Vote By Mail	311	100	793	434	3	0	20	411
Precinct 9234 - Election Day	146	28	746	187	0	0	13	174
Precinct 9234 - Vote By Mail	304	103	746	438	3	1	27	407
Precinct 9235 - Election Day	178	50	884	239	0	0	11	228
Precinct 9235 - Vote By Mail	337	121	884	488	2	0	28	458
Precinct 9236 - Election Day	148	43	683	201	0	0	10	191
Precinct 9236 - Vote By Mail	271	66	683	358	5	0	16	337
Precinct 9237 - Election Day	171	46	936	229	5	0	7	217
Precinct 9237 - Vote By Mail	429	89	936	539	0	0	21	518
Precinct 9238 - Election Day	169	50	842	230	3	0	8	219
Precinct 9238 - Vote By Mail	346	84	842	456	2	0	24	430
Precinct 9239 - Election Day	144	45	881	200	-1	0	12	189
Precinct 9239 - Vote By Mail	358	105	881	499	3	0	33	463
Precinct 9241 - Election Day	196	41	1,005	255	-2	0	20	237
Precinct 9241 - Vote By Mail	458	102	1,005	578	1	0	17	560
Precinct 9242 - Election Day	214	50	972	277	0	0	13	264
Precinct 9242 - Vote By Mail	400	90	972	513	3	0	20	490
Precinct 9243 - Election Day	147	36	594	193	0	0	10	183
Precinct 9243 - Vote By Mail	226	67	594	307	-2	0	16	293
Precinct 9244 - Election Day	207	36	903	255	-1	0	13	243
Precinct 9244 - Vote By Mail	397	63	903	485	2	0	23	460
Precinct 9245 - Election Day	163	37	742	209	1	0	8	200
Precinct 9245 - Vote By Mail	301	51	742	375	5	0	18	352
Precinct 9246 - Election Day	194	49	929	257	1	0	13	243
Precinct 9246 - Vote By Mail	392	107	929	528	4	0	25	499
Precinct 9247 - Election Day	200	53	927	264	0	0	11	253
Precinct 9247 - Vote By Mail	404	81	927	515	3	0	27	485
Precinct 9248 - Election Day	217	37	907	258	0	0	4	254
Precinct 9248 - Vote By Mail	382	86	907	487	1	1	17	468
Precinct 9249 - Election Day	208	48	917	271	0	0	15	256
Precinct 9249 - Vote By Mail	379	90	917	495	5	0	21	469
Precinct 9251 - Election Day	225	53	995	287	0	0	9	278
Precinct 9251 - Vote By Mail	396	108	995	530	6	1	19	504
Precinct 9252 - Election Day	171	42	944	219	0	0	6	213
Precinct 9252 - Vote By Mail	396	130	944	550	3	0	21	526
Precinct 9253 - Election Day	144	31	772	187	0	0	12	175
Precinct 9253 - Vote By Mail	290	86	772	397	-1	0	22	376
Precinct 9254 - Election Day	193	30	935	230	0	0	7	223
Precinct 9254 - Vote By Mail	417	92	935	538	1	0	28	509
Precinct 9255 - Election Day	146	28	553	183	0	0	9	174
Precinct 9255 - Vote By Mail	198	52	553	263	2	0	11	250
Precinct 9256 - Election Day	106	19	474	130	0	0	5	125
Precinct 9256 - Vote By Mail	190	36	474	233	0	0	7	226
Precinct 9257 MB - Vote By Mail	199	28	321	235	0	0	8	227
Precinct 9258 - Election Day	144	44	712	193	0	0	5	188
Precinct 9258 - Vote By Mail	296	70	712	373	-2	0	9	366
Precinct 9401 - Election Day	248	37	1,012	293	-1	0	9	285
Precinct 9401 - Vote By Mail	389	78	1,012	484	0	0	17	467
Precinct 9402 - Election Day	224	52	977	290	-1	0	15	276
Precinct 9402 - Vote By Mail	319	111	977	458	-1	0	29	430
Precinct 9403 - Election Day	188	43	897	240	0	0	9	231
Precinct 9403 - Vote By Mail	283	120	897	419	1	1	14	403
Precinct 9404 - Election Day	136	50	930	200	0	0	14	186
Precinct 9404 - Vote By Mail	292	148	930	462	0	0	22	440
Precinct 9405 - Election Day	131	57	786	210	6	0	16	188
Precinct 9405 - Vote By Mail	232	111	786	364	-1	1	21	343
Precinct 9406 - Election Day	166	67	868	244	-1	0	12	233
Precinct 9406 - Vote By Mail	300	104	868	421	2	0	15	404
Precinct 9407 - Election Day	192	53	889	253	0	0	8	245
Precinct 9407 - Vote By Mail	295	93	889	409	1	0	20	388
Precinct 9408 - Election Day	209	43	886	265	0	0	13	252
Precinct 9408 - Vote By Mail	315	80	886	415	3	0	17	395
Precinct 9409 - Election Day	177	20	590	201	-3	0	7	197
Precinct 9409 - Vote By Mail	187	46	590	252	2	0	17	233
Precinct 9411 - Election Day	213	41	956	271	2	0	15	254
Precinct 9411 - Vote By Mail	326	83	956	431	7	1	14	409
Precinct 9412 - Election Day	177	53	848	245	-1	0	16	230
Precinct 9412 - Vote By Mail	252	110	848	380	2	0	16	362
Precinct 9413 - Election Day	171	50	894	229	-1	0	9	221
Precinct 9413 - Vote By Mail	289	127	894	461	2	0	43	416
Precinct 9414 - Election Day	153	52	916	216	-1	0	12	205
Precinct 9414 - Vote By Mail	300	140	916	463	4	0	19	440
Precinct 9415 - Election Day	131	47	784	187	1	0	8	178
Precinct 9415 - Vote By Mail	239	133	784	392	4	0	16	372
Precinct 9416 - Election Day	215	53	1,008	282	0	1	13	268
Precinct 9416 - Vote By Mail	307	133	1,008	480	2	0	38	440
Precinct 9417 - Election Day	121	47	752	175	0	0	7	168
Precinct 9417 - Vote By Mail	258	117	752	402	4	0	23	375
Precinct 9418 - Election Day	131	62	790	211	0	0	18	193
Precinct 9418 - Vote By Mail	192	156	790	376	4	0	24	348
Precinct 9419 - Election Day	146	68	924	222	1	0	7	214
Precinct 9419 - Vote By Mail	265	159	924	468	-1	0	45	424
Precinct 9421 - Election Day	157	60	906	238	0	0	21	217
Precinct 9421 - Vote By Mail	224	195	906	446	3	0	24	419
Precinct 9422 - Election Day	200	63	1,056	283	0	0	20	263
Precinct 9422 - Vote By Mail	333	154	1,056	513	4	0	22	487
Precinct 9423 - Election Day	149	54	889	219	0	0	16	203
Precinct 9423 - Vote By Mail	302	112	889	440	-1	0	27	414
Precinct 9424 - Election Day	152	67	952	224	0	0	5	219
Precinct 9424 - Vote By Mail	289	184	952	496	2	0	21	473
Precinct 9425 - Election Day	133	50	933	199	0	0	16	183
Precinct 9425 - Vote By Mail	260	176	933	465	-1	0	30	436
Precinct 9426 - Election Day	127	56	823	198	0	1	14	183
Precinct 9426 - Vote By Mail	215	156	823	408	5	0	32	371
Precinct 9427 - Election Day	127	71	948	210	0	0	12	198
Precinct 9427 - Vote By Mail	237	191	948	447	-3	0	22	428
Precinct 9428 - Election Day	131	37	961	183	0	0	15	168
Precinct 9428 - Vote By Mail	313	166	961	518	4	0	35	479
Precinct 9429 - Election Day	143	69	899	228	1	0	15	212
Precinct 9429 - Vote By Mail	250	159	899	432	2	0	21	409
Precinct 9431 - Election Day	159	58	973	235	3	0	15	217
Precinct 9431 - Vote By Mail	240	190	973	464	1	0	33	430
Precinct 9432 - Election Day	144	57	945	214	-1	0	14	201
Precinct 9432 - Vote By Mail	291	145	945	468	2	0	30	436
Precinct 9433 - Election Day	117	64	945	195	0	0	14	181
Precinct 9433 - Vote By Mail	267	183	945	487	3	0	34	450
Precinct 9434 - Election Day	193	55	979	261	0	0	13	248
Precinct 9434 - Vote By Mail	296	151	979	481	2	0	32	447
Precinct 9435 - Election Day	169	70	969	251	0	0	12	239
Precinct 9435 - Vote By Mail	265	157	969	448	1	0	25	422
Precinct 9436 - Election Day	155	63	1,006	232	0	0	14	218
Precinct 9436 - Vote By Mail	259	199	1,006	495	-2	0	39	458
Precinct 9437 - Election Day	139	70	897	219	-2	0	12	209
Precinct 9437 - Vote By Mail	230	176	897	435	3	0	26	406
Precinct 9438 - Election Day	129	54	948	202	2	0	17	183
Precinct 9438 - Vote By Mail	305	169	948	496	1	0	21	474
Precinct 9439 - Election Day	120	45	879	173	0	0	8	165
Precinct 9439 - Vote By Mail	226	159	879	425	0	0	40	385
Precinct 9441 - Election Day	191	58	980	261	-2	0	14	249
Precinct 9441 - Vote By Mail	277	162	980	462	0	0	23	439
Precinct 9442 - Election Day	200	69	1,008	280	1	1	9	269
Precinct 9442 - Vote By Mail	277	151	1,008	461	3	0	30	428
Precinct 9443 - Election Day	155	47	937	220	-1	0	19	202
Precinct 9443 - Vote By Mail	279	147	937	442	-1	0	17	426
Precinct 9444 - Election Day	126	53	937	190	1	0	10	179
Precinct 9444 - Vote By Mail	255	158	937	442	0	1	28	413
Precinct 9445 - Election Day	150	70	981	230	0	0	10	220
Precinct 9445 - Vote By Mail	316	151	981	493	0	0	26	467
Precinct 9446 - Election Day	164	65	1,090	240	0	0	11	229
Precinct 9446 - Vote By Mail	338	201	1,090	564	3	0	22	539
Precinct 9447 - Election Day	167	60	906	236	0	0	9	227
Precinct 9447 - Vote By Mail	280	147	906	448	-1	0	22	427
Precinct 9448 - Election Day	163	55	909	232	1	0	13	218
Precinct 9448 - Vote By Mail	259	138	909	429	-1	0	33	397
Precinct 9449 - Election Day	119	43	830	177	4	0	11	162
Precinct 9449 - Vote By Mail	232	172	830	428	5	0	19	404
Precinct 9451 - Election Day	71	22	420	97	0	0	4	93
Precinct 9451 - Vote By Mail	127	81	420	218	-1	0	11	208
Precinct 9452 - Election Day	171	72	840	259	0	0	16	243
Precinct 9452 - Vote By Mail	239	151	840	412	0	0	22	390
Precinct 9453 - Election Day	80	45	500	135	0	0	10	125
Precinct 9453 - Vote By Mail	142	86	500	244	3	0	13	228
Precinct 9501 MB - Vote By Mail	89	13	148	110	1	0	7	102
Precinct 9502 MB - Vote By Mail	148	23	245	177	2	0	4	171
Precinct 9503/9504 - Election Day	167	23	729	198	0	0	8	190
Precinct 9503/9504 - Vote By Mail	258	40	729	315	3	0	14	298
Precinct 9505 - Election Day	146	26	784	177	0	0	5	172
Precinct 9505 - Vote By Mail	311	54	784	383	2	0	16	365
Precinct 9506 - Election Day	152	20	766	177	0	0	5	172
Precinct 9506 - Vote By Mail	257	43	766	313	0	0	13	300
Precinct 9507 - Election Day	202	23	766	231	0	0	6	225
Precinct 9507 - Vote By Mail	351	37	766	406	0	0	18	388
Precinct 9508 - Election Day	211	15	798	237	0	0	11	226
Precinct 9508 - Vote By Mail	382	36	798	429	3	0	8	418
Precinct 9509 - Election Day	195	29	759	230	0	0	6	224
Precinct 9509 - Vote By Mail	318	48	759	386	-1	1	20	366
Precinct 9511 - Election Day	159	21	622	190	0	0	10	180
Precinct 9511 - Vote By Mail	242	40	622	296	0	0	14	282
Precinct 9512 - Election Day	211	22	809	240	1	0	6	233
Precinct 9512 - Vote By Mail	345	46	809	399	0	1	7	391
Precinct 9513 - Election Day	239	25	902	275	0	0	11	264
Precinct 9513 - Vote By Mail	337	42	902	390	2	0	9	379
Precinct 9514/9522 - Election Day	247	44	928	304	0	0	13	291
Precinct 9514/9522 - Vote By Mail	384	50	928	456	4	0	18	434
Precinct 9515 - Election Day	179	33	705	222	0	0	10	212
Precinct 9515 - Vote By Mail	280	64	705	368	1	0	23	344
Precinct 9516 - Election Day	185	59	866	254	-1	0	11	244
Precinct 9516 - Vote By Mail	332	74	866	427	3	0	18	406
Precinct 9517 - Election Day	197	20	801	228	0	0	11	217
Precinct 9517 - Vote By Mail	325	56	801	397	1	0	15	381
Precinct 9518 - Election Day	205	18	802	229	0	0	6	223
Precinct 9518 - Vote By Mail	358	59	802	431	4	0	10	417
Precinct 9519 - Election Day	220	37	910	262	1	0	4	257
Precinct 9519 - Vote By Mail	411	59	910	486	0	1	15	470
Precinct 9521 - Election Day	263	46	939	316	-2	1	8	309
Precinct 9521 - Vote By Mail	371	58	939	442	-1	0	14	429
Precinct 9701 - Election Day	166	26	671	201	-1	0	10	192
Precinct 9701 - Vote By Mail	240	82	671	340	2	0	16	322
Precinct 9702 - Election Day	184	23	723	210	0	0	3	207
Precinct 9702 - Vote By Mail	268	85	723	364	1	0	10	353
Precinct 9703 - Election Day	162	60	986	232	0	0	10	222
Precinct 9703 - Vote By Mail	335	162	986	530	2	0	31	497
Precinct 9704 - Election Day	210	53	950	279	0	1	15	263
Precinct 9704 - Vote By Mail	361	116	950	505	1	0	27	477
Precinct 9705 - Election Day	217	33	919	261	3	0	8	250
Precinct 9705 - Vote By Mail	377	82	919	483	2	0	22	459
Precinct 9706 MB - Vote By Mail	33	5	49	39	-1	0	2	38
Precinct 9707 - Election Day	100	58	821	173	0	0	15	158
Precinct 9707 - Vote By Mail	306	146	821	491	3	0	36	452
Precinct 9708 - Election Day	187	55	948	250	1	0	7	242
Precinct 9708 - Vote By Mail	386	83	948	500	0	0	31	469
Precinct 9709 - Election Day	194	65	1,028	281	6	0	16	259
Precinct 9709 - Vote By Mail	317	166	1,028	517	4	0	30	483
Precinct 9711 - Election Day	140	45	641	195	0	0	10	185
Precinct 9711 - Vote By Mail	208	105	641	336	2	0	21	313
Precinct 9712 - Election Day	113	43	649	160	0	0	4	156
Precinct 9712 - Vote By Mail	279	99	649	398	7	0	13	378
Precinct 9713 - Election Day	139	72	960	225	1	0	13	211
Precinct 9713 - Vote By Mail	305	167	960	489	-2	0	19	472
Precinct 9714 - Election Day	136	63	931	208	1	0	8	199
Precinct 9714 - Vote By Mail	347	150	931	538	6	0	35	497
Precinct 9715 - Election Day	130	41	569	180	0	0	9	171
Precinct 9715 - Vote By Mail	205	87	569	309	2	0	15	292
Precinct 9716 - Election Day	168	61	947	239	-1	0	11	229
Precinct 9716 - Vote By Mail	295	148	947	481	0	0	38	443
Precinct 9717 - Election Day	174	78	972	265	-1	0	14	252
Precinct 9717 - Vote By Mail	356	155	972	532	1	0	20	511
Precinct 9718 - Election Day	154	57	862	227	0	0	16	211
Precinct 9718 - Vote By Mail	337	138	862	496	0	0	21	475
Precinct 9719 - Election Day	161	73	901	245	0	0	11	234
Precinct 9719 - Vote By Mail	331	157	901	524	7	1	28	488
Precinct 9721 - Election Day	140	46	662	198	0	0	12	186
Precinct 9721 - Vote By Mail	236	97	662	357	3	0	21	333
Precinct 9722 - Election Day	78	33	605	119	1	0	7	111
Precinct 9722 - Vote By Mail	245	92	605	355	0	0	18	337
Precinct 9723 - Election Day	65	31	481	98	0	0	2	96
Precinct 9723 - Vote By Mail	122	125	481	275	0	0	28	247
Precinct 9724 - Election Day	99	91	991	205	0	0	15	190
Precinct 9724 - Vote By Mail	270	256	991	565	1	0	38	526
Precinct 9725 - Election Day	132	63	970	214	1	0	18	195
Precinct 9725 - Vote By Mail	283	187	970	499	0	0	29	470
Precinct 9726 - Election Day	207	47	655	263	2	0	7	254
Precinct 9726 - Vote By Mail	174	52	655	241	-1	0	16	226
Precinct 9727 - Election Day	49	28	459	79	0	0	2	77
Precinct 9727 - Vote By Mail	161	91	459	271	1	0	18	252
Precinct 9728 - Election Day	140	80	926	231	-1	0	12	220
Precinct 9728 - Vote By Mail	309	168	926	503	4	0	22	477
Precinct 9729 - Election Day	119	63	800	191	0	0	9	182
Precinct 9729 - Vote By Mail	275	142	800	442	4	0	21	417
Precinct 9731 - Election Day	105	50	556	167	0	0	12	155
Precinct 9731 - Vote By Mail	174	93	556	282	-1	1	15	267
Precinct 9732 MB - Vote By Mail	38	12	70	56	0	0	6	50
Precinct 9733 MB - Vote By Mail	149	39	235	191	0	0	3	188
Precinct 9734 - Election Day	109	43	603	154	0	0	2	152
Precinct 9734 - Vote By Mail	213	110	603	341	0	0	18	323
Precinct 9735 - Election Day	129	66	809	206	0	0	11	195
Precinct 9735 - Vote By Mail	288	126	809	449	0	0	35	414
Precinct 9736 - Election Day	116	45	713	173	0	0	12	161
Precinct 9736 - Vote By Mail	295	92	713	410	1	0	22	387
Precinct 9737 - Election Day	159	38	818	208	0	0	11	197
Precinct 9737 - Vote By Mail	345	106	818	476	2	0	23	451
Precinct 9738 - Election Day	137	39	848	185	0	0	9	176
Precinct 9738 - Vote By Mail	289	87	848	404	-1	0	29	376
Precinct 9739 - Election Day	181	26	828	220	1	0	12	207
Precinct 9739 - Vote By Mail	267	51	828	335	0	0	17	318
Precinct 9741 - Election Day	203	23	552	232	-1	0	7	226
Precinct 9741 - Vote By Mail	89	11	552	105	0	0	5	100
Precinct 9742 - Election Day	110	54	677	180	4	0	12	164
Precinct 9742 - Vote By Mail	179	99	677	289	1	0	10	278
Precinct 9743 - Election Day	258	39	1,163	310	0	0	13	297
Precinct 9743 - Vote By Mail	380	85	1,163	501	4	0	32	465
Precinct 9744 - Election Day	185	37	911	247	2	0	23	222
Precinct 9744 - Vote By Mail	297	73	911	391	2	0	19	370
Precinct 9745 - Election Day	216	51	991	282	-2	0	17	267
Precinct 9745 - Vote By Mail	265	67	991	346	1	0	13	332
Precinct 9746 - Election Day	153	66	884	232	1	0	12	219
Precinct 9746 - Vote By Mail	305	123	884	452	2	0	22	428
Precinct 9747 - Election Day	181	52	973	246	1	0	12	233
Precinct 9747 - Vote By Mail	313	125	973	470	2	0	30	438
Precinct 9748 - Election Day	173	50	931	229	1	0	5	223
Precinct 9748 - Vote By Mail	322	120	931	475	1	1	31	442
Precinct 9749 - Election Day	152	58	913	225	2	0	13	210
Precinct 9749 - Vote By Mail	245	109	913	384	-1	1	30	354
Precinct 9751 - Election Day	175	59	1,016	253	0	0	19	234
Precinct 9751 - Vote By Mail	345	150	1,016	523	0	1	27	495
Precinct 9752 - Election Day	122	46	710	175	3	0	4	168
Precinct 9752 - Vote By Mail	264	114	710	392	0	0	14	378
Precinct 9753 - Election Day	130	47	756	186	0	0	9	177
Precinct 9753 - Vote By Mail	275	90	756	388	0	0	23	365
Precinct 9754 - Election Day	33	9	707	47	2	0	3	42
Precinct 9754 - Vote By Mail	288	72	707	377	1	0	16	360
Precinct 9755 - Election Day	134	35	582	172	-1	0	4	169
Precinct 9755 - Vote By Mail	199	75	582	285	2	0	9	274
Precinct 9756 - Election Day	136	40	941	185	0	0	9	176
Precinct 9756 - Vote By Mail	286	163	941	477	-2	2	28	449
Precinct 9801 - Election Day	76	21	408	104	0	0	7	97
Precinct 9801 - Vote By Mail	135	42	408	181	0	0	4	177
Congressional District 12	254,310	61,217	443,570	332,491	863	111	15,990	315,527
Congressional District 14	27,079	10,946	56,946	40,357	79	13	2,240	38,025
Assembly District 17	169,796	34,288	291,063	214,827	537	74	10,132	204,084
Assembly District 19	111,593	37,875	209,453	158,021	405	50	8,098	149,468
BART District 7	18,494	4,882	38,460	24,736	71	7	1,282	23,376
BART District 8	115,771	41,075	223,735	166,386	444	52	9,044	156,846
BART District 9	147,124	26,206	238,321	181,726	427	65	7,904	173,330
Supervisorial District 1	23,870	7,137	42,767	32,743	69	11	1,656	31,007
Supervisorial District 2	30,264	8,056	50,394	40,402	156	16	1,910	38,320
Supervisorial District 3	21,249	5,507	39,799	28,571	83	6	1,726	26,756
Supervisorial District 4	20,393	9,433	42,953	31,699	79	7	1,787	29,826
Supervisorial District 5	35,274	4,870	53,744	42,036	98	18	1,776	40,144
Supervisorial District 6	22,629	4,752	43,321	29,158	111	9	1,657	27,381
Supervisorial District 7	25,300	9,275	47,076	36,587	99	9	1,904	34,575
Supervisorial District 8	40,454	6,312	58,122	48,632	131	23	1,712	46,766
Supervisorial District 9	25,677	4,667	42,988	31,769	51	9	1,365	30,344
Supervisorial District 10	19,652	5,433	41,862	26,459	50	5	1,319	25,085
Supervisorial District 11	16,627	6,721	37,490	24,792	15	11	1,418	23,348
Bayview/Hunters Point	8,175	2,427	19,914	11,270	10	4	654	10,602
Chinatown	8,996	2,592	17,446	12,440	37	2	813	11,588
Civic Center/Downtown	14,844	2,929	28,644	19,045	55	8	1,209	17,773
Diamond Heights	4,530	1,012	7,002	5,802	19	2	239	5,542
Excelsior	12,320	5,052	27,634	18,420	15	10	1,023	17,372
Haight Ashbury	10,573	1,206	14,982	12,240	22	6	433	11,779
Ingleside	5,337	2,102	12,118	7,928	-1	4	486	7,439
Inner Sunset	6,381	1,150	9,734	7,857	13	2	311	7,531
Lake Merced	4,119	1,441	8,390	5,918	9	0	349	5,560
Laurel Heights/Anza Vista	6,258	1,395	10,097	8,010	18	3	336	7,653
Marina Pacific Heights	24,245	6,398	40,622	32,395	146	12	1,594	30,643
Mission	19,960	2,430	31,129	23,295	37	4	864	22,390
Noe Valley	11,836	2,016	16,964	14,420	20	10	538	13,852
North Bernal Heights	6,197	829	8,795	7,263	17	4	216	7,026
North Embarcadero	3,828	1,097	7,019	5,232	13	1	293	4,925
Portola	3,857	1,858	9,293	6,104	11	2	376	5,715
Potrero Hill	10,616	1,947	16,814	13,081	41	2	475	12,563
Richmond	20,597	6,373	37,322	28,503	61	11	1,461	26,970
Sea Cliff/Presidio Heights	4,892	1,369	8,050	6,587	16	4	306	6,261
South of Bernal Heights	6,021	1,038	9,419	7,393	13	1	320	7,059
South of Market	13,142	2,945	24,674	17,045	69	3	886	16,087
Sunset	20,029	9,367	42,363	31,246	80	7	1,763	29,396
Upper Market/Eureka Valley	13,655	1,925	18,966	16,190	56	7	547	15,580
Visitation Valley	2,697	1,478	8,139	4,488	11	0	302	4,175
West of Twin Peaks	19,141	7,181	34,909	27,838	89	6	1,421	26,322
Western Addition	19,143	2,606	30,077	22,838	65	9	1,015	21,749
