Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 7015 MB - Vote By Mail	37	5	95	44	0	0	2	42
Precinct 7016 - Election Day	138	25	918	171	0	1	7	163
Precinct 7016 - Vote By Mail	192	72	918	280	0	1	15	264
Precinct 7017 - Election Day	126	11	754	149	0	0	12	137
Precinct 7017 - Vote By Mail	215	25	754	252	2	0	10	240
Precinct 7018 - Election Day	108	28	977	155	0	0	19	136
Precinct 7018 - Vote By Mail	257	157	977	448	-1	0	35	414
Precinct 7019 - Election Day	148	23	899	182	0	0	11	171
Precinct 7019 - Vote By Mail	260	123	899	413	0	1	29	383
Precinct 7021 - Election Day	155	17	947	184	1	0	11	172
Precinct 7021 - Vote By Mail	240	52	947	305	0	0	13	292
Precinct 7022 - Election Day	180	25	945	215	0	0	10	205
Precinct 7022 - Vote By Mail	254	67	945	352	0	0	31	321
Precinct 7023 - Election Day	157	19	928	178	-1	0	3	176
Precinct 7023 - Vote By Mail	314	62	928	400	0	0	24	376
Precinct 7024 - Election Day	60	5	414	70	0	0	5	65
Precinct 7024 - Vote By Mail	58	16	414	78	0	0	4	74
Precinct 7025 - Election Day	69	9	477	85	0	0	7	78
Precinct 7025 - Vote By Mail	105	16	477	128	-1	0	8	121
Precinct 7026 - Election Day	96	43	1,011	149	0	0	10	139
Precinct 7026 - Vote By Mail	235	199	1,011	455	1	0	20	434
Precinct 7027 - Election Day	146	30	869	195	0	0	19	176
Precinct 7027 - Vote By Mail	225	106	869	353	-1	0	23	331
Precinct 7028 - Election Day	175	27	850	213	-1	0	12	202
Precinct 7028 - Vote By Mail	222	47	850	282	0	0	13	269
Precinct 7029 - Election Day	154	15	901	184	1	0	14	169
Precinct 7029 - Vote By Mail	196	37	901	251	1	0	17	233
Precinct 7030 - Election Day	74	41	759	119	0	0	4	115
Precinct 7030 - Vote By Mail	188	149	759	357	0	0	20	337
Precinct 7031 - Election Day	68	16	641	91	0	0	7	84
Precinct 7031 - Vote By Mail	202	92	641	309	-2	0	17	294
Precinct 7032 - Election Day	132	26	904	173	-1	0	16	158
Precinct 7032 - Vote By Mail	233	58	904	316	2	0	23	291
Precinct 7033 - Election Day	151	24	798	191	3	0	13	175
Precinct 7033 - Vote By Mail	194	44	798	247	-1	0	10	238
Precinct 7034 - Election Day	161	17	958	197	0	0	19	178
Precinct 7034 - Vote By Mail	165	27	958	201	2	0	7	192
Precinct 7035 - Election Day	95	19	606	122	0	0	8	114
Precinct 7035 - Vote By Mail	202	49	606	262	0	0	11	251
Precinct 7036 - Election Day	85	24	921	117	0	0	8	109
Precinct 7036 - Vote By Mail	200	126	921	342	2	0	14	326
Precinct 7037 - Election Day	119	10	735	135	-4	0	10	129
Precinct 7037 - Vote By Mail	72	16	735	98	-1	0	11	88
Precinct 7038 - Election Day	96	27	911	135	0	0	12	123
Precinct 7038 - Vote By Mail	190	139	911	351	-2	0	24	329
Precinct 7039 - Election Day	109	59	784	178	0	0	10	168
Precinct 7039 - Vote By Mail	173	111	784	306	3	0	19	284
Precinct 7041 MB - Vote By Mail	20	11	61	33	0	0	2	31
Precinct 7042 - Election Day	83	30	639	118	0	0	5	113
Precinct 7042 - Vote By Mail	181	64	639	258	-1	0	14	245
Precinct 7043 - Election Day	138	32	957	176	0	0	6	170
Precinct 7043 - Vote By Mail	291	99	957	404	0	0	14	390
Precinct 7044 - Election Day	131	22	827	167	1	0	13	153
Precinct 7044 - Vote By Mail	136	49	827	193	-1	0	9	185
Precinct 7045 - Election Day	79	29	779	120	0	0	12	108
Precinct 7045 - Vote By Mail	161	158	779	344	3	0	22	319
Precinct 7046 - Election Day	70	19	402	94	0	0	5	89
Precinct 7046 - Vote By Mail	109	54	402	175	3	0	9	163
Precinct 7047 - Election Day	86	24	823	119	0	0	9	110
Precinct 7047 - Vote By Mail	216	149	823	388	1	0	22	365
Precinct 7048 - Election Day	101	35	858	150	4	0	10	136
Precinct 7048 - Vote By Mail	181	106	858	318	1	0	30	287
Precinct 7049 - Election Day	113	48	792	173	-1	0	13	161
Precinct 7049 - Vote By Mail	166	125	792	305	2	0	12	291
Precinct 7051 - Election Day	72	29	861	114	1	0	12	101
Precinct 7051 - Vote By Mail	191	156	861	380	1	0	32	347
Precinct 7052 - Election Day	129	29	852	161	1	0	2	158
Precinct 7052 - Vote By Mail	223	149	852	402	0	0	30	372
Precinct 7053 - Election Day	73	24	548	102	1	0	4	97
Precinct 7053 - Vote By Mail	179	84	548	278	0	0	15	263
Precinct 7054 - Election Day	182	26	1,073	215	1	0	6	208
Precinct 7054 - Vote By Mail	302	89	1,073	410	3	1	15	391
Precinct 7055 - Election Day	164	19	808	190	0	0	7	183
Precinct 7055 - Vote By Mail	313	112	808	440	0	0	15	425
Precinct 7101 MB - Vote By Mail	109	7	155	120	1	0	3	116
Precinct 7201 - Election Day	190	40	936	245	1	0	14	230
Precinct 7201 - Vote By Mail	376	108	936	518	2	0	32	484
Precinct 7202 - Election Day	181	40	850	227	-1	0	7	221
Precinct 7202 - Vote By Mail	304	103	850	431	4	0	20	407
Precinct 7203 - Election Day	238	44	921	291	3	0	6	282
Precinct 7203 - Vote By Mail	323	75	921	423	-1	1	25	398
Precinct 7204 - Election Day	174	45	918	233	0	0	14	219
Precinct 7204 - Vote By Mail	409	94	918	531	3	1	24	503
Precinct 7205 - Election Day	189	42	875	251	1	0	19	231
Precinct 7205 - Vote By Mail	369	101	875	485	0	0	15	470
Precinct 7206 - Election Day	111	18	378	135	1	0	5	129
Precinct 7206 - Vote By Mail	148	34	378	191	2	0	7	182
Precinct 7207 - Election Day	160	25	812	196	-2	0	13	185
Precinct 7207 - Vote By Mail	334	72	812	434	6	0	22	406
Precinct 7208 - Election Day	92	14	600	111	-1	1	5	106
Precinct 7208 - Vote By Mail	239	68	600	328	-1	0	22	307
Precinct 7209 - Election Day	90	17	626	107	0	0	0	107
Precinct 7209 - Vote By Mail	314	71	626	423	2	0	36	385
Precinct 7301 - Election Day	169	41	1,016	228	0	0	18	210
Precinct 7301 - Vote By Mail	328	81	1,016	435	1	0	25	409
Precinct 7302 - Election Day	134	39	814	188	0	0	15	173
Precinct 7302 - Vote By Mail	313	105	814	458	2	0	38	418
Precinct 7303 - Election Day	217	58	1,042	281	0	1	5	275
Precinct 7303 - Vote By Mail	354	93	1,042	482	2	0	33	447
Precinct 7304 - Election Day	218	43	1,002	278	0	0	17	261
Precinct 7304 - Vote By Mail	362	106	1,002	493	1	0	24	468
Precinct 7305 - Election Day	181	50	871	240	0	0	9	231
Precinct 7305 - Vote By Mail	320	118	871	460	0	0	22	438
Precinct 7306 - Election Day	239	64	1,056	317	0	0	14	303
Precinct 7306 - Vote By Mail	359	115	1,056	498	0	0	24	474
Precinct 7307 - Election Day	169	35	767	210	0	0	6	204
Precinct 7307 - Vote By Mail	244	75	767	346	3	0	24	319
Precinct 7308 - Election Day	132	40	603	177	0	0	5	172
Precinct 7308 - Vote By Mail	225	73	603	313	4	0	11	298
Precinct 7309 - Election Day	204	48	884	263	0	0	11	252
Precinct 7309 - Vote By Mail	332	79	884	439	4	0	24	411
Precinct 7311 - Election Day	226	31	917	268	2	0	9	257
Precinct 7311 - Vote By Mail	349	79	917	448	-3	0	23	428
Precinct 7312 - Election Day	149	43	821	203	0	0	11	192
Precinct 7312 - Vote By Mail	320	110	821	470	3	1	36	430
Precinct 7313 - Election Day	176	36	968	225	1	0	12	212
Precinct 7313 - Vote By Mail	344	113	968	485	5	0	23	457
Precinct 7314 - Election Day	83	26	787	125	0	0	16	109
Precinct 7314 - Vote By Mail	174	48	787	271	-2	0	51	222
Precinct 7315 - Election Day	170	34	760	220	-2	0	18	204
Precinct 7315 - Vote By Mail	212	54	760	282	2	0	14	266
Precinct 7316 - Election Day	155	33	853	205	0	0	17	188
Precinct 7316 - Vote By Mail	250	91	853	367	1	0	25	341
Precinct 7317 - Election Day	141	37	904	189	0	0	11	178
Precinct 7317 - Vote By Mail	321	103	904	454	0	0	30	424
Precinct 7318 - Election Day	133	39	727	179	0	0	7	172
Precinct 7318 - Vote By Mail	271	94	727	390	0	0	25	365
Precinct 7319 - Election Day	232	50	1,079	301	1	0	18	282
Precinct 7319 - Vote By Mail	373	101	1,079	516	4	0	38	474
Precinct 7321 - Election Day	108	34	671	149	0	0	7	142
Precinct 7321 - Vote By Mail	170	88	671	286	1	0	27	258
Precinct 7322 - Election Day	45	12	874	65	0	0	8	57
Precinct 7322 - Vote By Mail	191	108	874	337	0	0	38	299
Precinct 7323 - Election Day	177	42	950	234	0	0	15	219
Precinct 7323 - Vote By Mail	314	106	950	455	2	0	33	420
Precinct 7324 - Election Day	137	36	755	190	1	0	16	173
Precinct 7324 - Vote By Mail	276	69	755	364	2	0	17	345
Precinct 7325 - Election Day	187	39	904	243	0	0	17	226
Precinct 7325 - Vote By Mail	317	87	904	436	3	1	28	404
Precinct 7326 - Election Day	152	32	876	200	0	0	16	184
Precinct 7326 - Vote By Mail	300	101	876	430	2	0	27	401
Precinct 7327 - Election Day	48	15	699	71	0	0	8	63
Precinct 7327 - Vote By Mail	142	103	699	276	-1	0	32	245
Precinct 7328 - Election Day	68	14	973	94	-2	0	14	82
Precinct 7328 - Vote By Mail	245	89	973	394	0	0	60	334
Precinct 7329 - Election Day	88	18	640	112	0	1	5	106
Precinct 7329 - Vote By Mail	221	74	640	321	5	0	21	295
Precinct 7331 - Election Day	153	44	852	213	-1	0	17	197
Precinct 7331 - Vote By Mail	327	101	852	461	3	1	29	428
Precinct 7332 - Election Day	186	30	834	225	0	0	9	216
Precinct 7332 - Vote By Mail	281	58	834	364	1	0	24	339
Precinct 7333 - Election Day	233	53	1,044	298	0	0	12	286
Precinct 7333 - Vote By Mail	419	92	1,044	543	5	0	27	511
Precinct 7334 - Election Day	159	27	881	199	0	0	13	186
Precinct 7334 - Vote By Mail	358	76	881	462	5	0	23	434
Precinct 7335 - Election Day	176	39	970	225	0	0	10	215
Precinct 7335 - Vote By Mail	392	107	970	523	3	0	21	499
Precinct 7336 - Election Day	186	41	955	238	-1	0	12	227
Precinct 7336 - Vote By Mail	376	117	955	523	3	1	26	493
Precinct 7337 - Election Day	128	41	851	179	0	0	10	169
Precinct 7337 - Vote By Mail	333	100	851	464	3	0	28	433
Precinct 7338 - Election Day	105	31	915	153	1	0	16	136
Precinct 7338 - Vote By Mail	266	123	915	426	1	0	36	389
Precinct 7339 - Election Day	143	26	669	174	0	0	5	169
Precinct 7339 - Vote By Mail	246	44	669	309	0	0	19	290
Precinct 7341 - Election Day	204	41	908	260	0	0	15	245
Precinct 7341 - Vote By Mail	312	60	908	401	3	0	26	372
Precinct 7342 - Election Day	277	42	947	334	-1	0	16	319
Precinct 7342 - Vote By Mail	326	74	947	414	1	0	13	400
Precinct 7343 - Election Day	194	29	731	234	1	0	10	223
Precinct 7343 - Vote By Mail	257	41	731	316	6	0	12	298
Precinct 7344 - Election Day	231	44	1,110	291	1	0	15	275
Precinct 7344 - Vote By Mail	435	92	1,110	538	-4	0	15	527
Precinct 7345 - Election Day	274	38	1,141	329	-1	0	18	312
Precinct 7345 - Vote By Mail	409	83	1,141	521	3	0	26	492
Precinct 7346 - Election Day	204	34	920	250	1	0	11	238
Precinct 7346 - Vote By Mail	316	52	920	384	-2	0	18	368
Precinct 7347 - Election Day	205	19	1,040	241	1	0	16	224
Precinct 7347 - Vote By Mail	404	57	1,040	480	6	0	13	461
Precinct 7348 - Election Day	169	30	861	210	1	0	10	199
Precinct 7348 - Vote By Mail	272	60	861	353	-1	0	22	332
Precinct 7349 - Election Day	201	37	957	248	0	0	10	238
Precinct 7349 - Vote By Mail	327	72	957	427	3	0	25	399
Precinct 7501 - Election Day	132	33	565	172	-1	1	7	165
Precinct 7501 - Vote By Mail	247	46	565	308	4	0	11	293
Precinct 7502 - Election Day	131	39	784	180	1	0	9	170
Precinct 7502 - Vote By Mail	331	79	784	447	2	0	35	410
Precinct 7503 - Election Day	161	29	764	208	1	0	17	190
Precinct 7503 - Vote By Mail	296	64	764	388	4	0	24	360
Precinct 7504 - Election Day	89	15	503	112	0	0	8	104
Precinct 7504 - Vote By Mail	166	33	503	222	2	0	21	199
Precinct 7505 - Election Day	126	20	869	158	2	0	10	146
Precinct 7505 - Vote By Mail	417	74	869	532	5	1	35	491
Precinct 7506 - Election Day	188	27	999	226	0	0	11	215
Precinct 7506 - Vote By Mail	363	83	999	473	3	0	24	446
Precinct 7507 - Election Day	169	30	955	211	0	0	12	199
Precinct 7507 - Vote By Mail	273	51	955	344	-2	1	21	324
Precinct 7508 - Election Day	117	23	727	154	0	1	13	140
Precinct 7508 - Vote By Mail	326	61	727	427	3	0	37	387
Precinct 7509/7511 - Election Day	191	33	932	235	3	0	8	224
Precinct 7509/7511 - Vote By Mail	372	71	932	470	4	0	23	443
Precinct 7512 - Election Day	99	36	612	150	0	0	15	135
Precinct 7512 - Vote By Mail	210	52	612	283	-1	0	22	262
Precinct 7513 - Election Day	184	22	818	225	0	0	19	206
Precinct 7513 - Vote By Mail	263	36	818	315	3	0	13	299
Precinct 7514 - Election Day	110	15	874	140	0	0	15	125
Precinct 7514 - Vote By Mail	235	44	874	305	1	0	25	279
Precinct 7515 - Election Day	167	32	869	212	0	0	13	199
Precinct 7515 - Vote By Mail	295	76	869	389	-1	0	19	371
Precinct 7516 - Election Day	137	21	922	172	1	0	13	158
Precinct 7516 - Vote By Mail	414	88	922	538	-1	0	37	502
Precinct 7517 - Election Day	250	29	863	289	0	1	9	279
Precinct 7517 - Vote By Mail	354	43	863	410	0	0	13	397
Precinct 7518 - Election Day	273	25	950	309	0	0	11	298
Precinct 7518 - Vote By Mail	407	43	950	480	2	0	28	450
Precinct 7519 - Election Day	194	23	737	224	0	0	7	217
Precinct 7519 - Vote By Mail	305	37	737	355	1	0	12	342
Precinct 7521 - Election Day	247	26	812	292	6	0	13	273
Precinct 7521 - Vote By Mail	321	23	812	354	0	0	10	344
Precinct 7522 - Election Day	181	16	764	207	0	0	10	197
Precinct 7522 - Vote By Mail	347	34	764	397	2	1	13	381
Precinct 7523 - Election Day	235	33	747	275	-1	0	8	268
Precinct 7523 - Vote By Mail	313	37	747	359	3	0	6	350
Precinct 7524 - Election Day	165	10	615	181	1	0	5	175
Precinct 7524 - Vote By Mail	216	33	615	262	3	0	10	249
Precinct 7525 - Election Day	179	13	800	205	0	0	13	192
Precinct 7525 - Vote By Mail	293	31	800	341	-1	0	18	324
Precinct 7526 - Election Day	250	31	1,011	292	0	0	11	281
Precinct 7526 - Vote By Mail	483	43	1,011	552	2	0	24	526
Precinct 7527/7528 - Election Day	175	25	725	211	0	0	11	200
Precinct 7527/7528 - Vote By Mail	287	40	725	339	0	0	12	327
Precinct 7529 - Election Day	256	28	948	295	-3	0	14	284
Precinct 7529 - Vote By Mail	434	31	948	486	1	0	20	465
Precinct 7531 - Election Day	204	18	865	228	-1	0	7	222
Precinct 7531 - Vote By Mail	384	44	865	442	1	0	13	428
Precinct 7532 - Election Day	193	36	852	246	3	0	14	229
Precinct 7532 - Vote By Mail	327	54	852	398	0	0	17	381
Precinct 7533 - Election Day	310	41	1,015	357	0	0	6	351
Precinct 7533 - Vote By Mail	418	51	1,015	490	0	0	21	469
Precinct 7534 - Election Day	280	30	936	322	0	0	12	310
Precinct 7534 - Vote By Mail	357	41	936	415	0	1	16	398
Precinct 7535 - Election Day	229	24	767	262	2	0	7	253
Precinct 7535 - Vote By Mail	326	37	767	387	3	1	20	363
Precinct 7536 - Election Day	254	29	863	291	-1	0	9	283
Precinct 7536 - Vote By Mail	368	39	863	421	0	0	14	407
Precinct 7537 - Election Day	216	15	752	240	-1	0	10	231
Precinct 7537 - Vote By Mail	312	38	752	363	0	0	13	350
Precinct 7538 - Election Day	215	18	771	246	0	0	13	233
Precinct 7538 - Vote By Mail	341	34	771	400	2	0	23	375
Precinct 7539 - Election Day	294	21	922	330	0	0	15	315
Precinct 7539 - Vote By Mail	377	39	922	428	2	0	10	416
Precinct 7541 - Election Day	216	21	805	248	0	0	11	237
Precinct 7541 - Vote By Mail	342	47	805	400	0	0	11	389
Precinct 7542 - Election Day	249	16	821	272	0	0	7	265
Precinct 7542 - Vote By Mail	343	36	821	389	0	2	8	379
Precinct 7543 - Election Day	185	19	909	216	0	0	12	204
Precinct 7543 - Vote By Mail	424	34	909	467	3	0	6	458
Precinct 7544 - Election Day	223	26	898	258	0	0	9	249
Precinct 7544 - Vote By Mail	412	43	898	479	4	0	20	455
Precinct 7545 - Election Day	230	30	918	273	0	0	13	260
Precinct 7545 - Vote By Mail	399	62	918	480	-1	0	20	461
Precinct 7546 - Election Day	258	36	982	304	0	0	10	294
Precinct 7546 - Vote By Mail	444	49	982	517	5	1	18	493
Precinct 7547 - Election Day	281	26	1,029	315	0	1	7	307
Precinct 7547 - Vote By Mail	449	40	1,029	505	2	0	14	489
Precinct 7548 - Election Day	282	22	1,073	319	1	0	14	304
Precinct 7548 - Vote By Mail	451	45	1,073	512	1	0	15	496
Precinct 7549 - Election Day	178	23	811	215	0	0	14	201
Precinct 7549 - Vote By Mail	356	53	811	431	-3	0	25	409
Precinct 7551 - Election Day	197	37	741	239	0	1	4	234
Precinct 7551 - Vote By Mail	332	46	741	394	1	0	15	378
Precinct 7552 - Election Day	198	34	727	241	1	0	8	232
Precinct 7552 - Vote By Mail	321	27	727	361	1	0	12	348
Precinct 7553 MB - Vote By Mail	97	21	180	126	1	0	7	118
Precinct 7554 - Election Day	206	34	808	247	0	0	7	240
Precinct 7554 - Vote By Mail	360	59	808	442	4	0	19	419
Precinct 7555 - Election Day	261	24	886	290	-6	0	11	285
Precinct 7555 - Vote By Mail	380	56	886	459	1	0	22	436
Precinct 7556/7557 - Election Day	228	39	969	275	1	0	7	267
Precinct 7556/7557 - Vote By Mail	495	59	969	573	0	0	19	554
Precinct 7601 - Election Day	156	22	767	191	0	1	12	178
Precinct 7601 - Vote By Mail	250	26	767	290	1	0	13	276
Precinct 7602 - Election Day	175	17	901	213	0	0	21	192
Precinct 7602 - Vote By Mail	319	43	901	379	3	1	13	362
Precinct 7603 - Election Day	214	25	830	250	0	0	11	239
Precinct 7603 - Vote By Mail	314	53	830	376	0	0	9	367
Precinct 7604 - Election Day	221	32	954	266	0	0	13	253
Precinct 7604 - Vote By Mail	296	35	954	352	2	0	19	331
Precinct 7605 - Election Day	99	12	648	120	0	0	9	111
Precinct 7605 - Vote By Mail	146	36	648	203	-1	0	22	182
Precinct 7606 - Election Day	157	27	924	205	3	0	18	184
Precinct 7606 - Vote By Mail	266	49	924	330	1	0	14	315
Precinct 7607 - Election Day	180	19	960	215	-1	0	17	199
Precinct 7607 - Vote By Mail	328	57	960	407	3	2	17	385
Precinct 7608 - Election Day	49	12	392	70	0	0	9	61
Precinct 7608 - Vote By Mail	95	25	392	136	0	0	16	120
Precinct 7609 - Election Day	91	8	926	120	-1	0	22	99
Precinct 7609 - Vote By Mail	243	61	926	352	5	0	43	304
Precinct 7611 - Election Day	99	16	755	126	0	0	11	115
Precinct 7611 - Vote By Mail	202	32	755	269	2	0	33	234
Precinct 7612 - Election Day	58	27	583	97	1	0	11	85
Precinct 7612 - Vote By Mail	179	58	583	265	0	0	28	237
Precinct 7613 - Election Day	165	22	908	204	-1	0	18	187
Precinct 7613 - Vote By Mail	259	57	908	340	1	0	23	316
Precinct 7614 - Election Day	177	24	1,029	223	2	0	20	201
Precinct 7614 - Vote By Mail	307	52	1,029	375	1	0	15	359
Precinct 7615 - Election Day	113	21	762	162	2	0	26	134
Precinct 7615 - Vote By Mail	171	44	762	237	-2	0	24	215
Precinct 7616 - Election Day	266	42	1,203	324	0	0	16	308
Precinct 7616 - Vote By Mail	565	94	1,203	686	0	0	27	659
Precinct 7617 - Election Day	72	18	768	102	1	0	11	90
Precinct 7617 - Vote By Mail	187	45	768	261	0	1	28	232
Precinct 7618 - Election Day	143	16	862	168	0	0	9	159
Precinct 7618 - Vote By Mail	313	79	862	407	4	0	11	392
Precinct 7619 - Election Day	180	31	1,063	219	0	0	8	211
Precinct 7619 - Vote By Mail	447	91	1,063	563	-1	0	26	538
Precinct 7621 - Election Day	241	34	1,320	287	1	0	11	275
Precinct 7621 - Vote By Mail	535	100	1,320	668	4	0	29	635
